,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01
1100,97.0,73.0,70.0,70.0,89.0,92.0,84.0,62.0,48.0,50.0,65.0,39.0,57.0,51.0,51.0,59.0,53.0,48.0,71.0,59.0,62.0,84.0,100.0,62.0,45.0,50.0,40.0,47.0,62.0,65.0,48.0,50.0,54.0,36.0,34.0,34.0,44.0,30.0,25.0,25.0,29.0,31.0,26.0,27.0,24.0,21.0,25.0,22.0,30.0,25.0,19.0,37.0,29.0,24.0,27.0,25.0,19.0,16.0,14.0,16.0,14.0,15.0,15.0,15.0,24.0,31.0,36.0,33.0,26.0,41.0,40.0,39.0,31.0,26.0,32.0,22.0,22.0,26.0,24.0,25.0,11.0,15.0,21.0,20.0,11.0,14.0,25.0,15.0,21.0,34.0,20.0,24.0,13.0,10.0,13.0
1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,54.0,0.0,0.0,50.0,0.0,0.0,0.0,49.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,37.0
1103,83.0,69.0,76.0,65.0,58.0,48.0,59.0,79.0,57.0,64.0,55.0,59.0,78.0,77.0,57.0,59.0,44.0,57.0,59.0,62.0,60.0,44.0,40.0,35.0,54.0,59.0,59.0,55.0,93.0,95.0,71.0,60.0,58.0,56.0,77.0,67.0,70.0,62.0,50.0,64.0,50.0,41.0,35.0,44.0,41.0,48.0,46.0,37.0,43.0,37.0,40.0,27.0,27.0,25.0,34.0,48.0,100.0,74.0,42.0,42.0,38.0,47.0,27.0,32.0,35.0,29.0,51.0,41.0,28.0,20.0,23.0,32.0,28.0,25.0,34.0,44.0,67.0,36.0,34.0,42.0,28.0,29.0,40.0,32.0,40.0,52.0,53.0,35.0,27.0,19.0,18.0,29.0,24.0,29.0,43.0
1105,100.0,74.0,80.0,89.0,82.0,85.0,94.0,74.0,80.0,97.0,92.0,87.0,79.0,84.0,80.0,94.0,80.0,77.0,74.0,77.0,74.0,79.0,81.0,73.0,71.0,77.0,69.0,77.0,79.0,72.0,68.0,71.0,73.0,73.0,83.0,79.0,75.0,73.0,74.0,72.0,75.0,70.0,70.0,75.0,72.0,77.0,77.0,76.0,84.0,76.0,74.0,74.0,81.0,71.0,79.0,74.0,69.0,76.0,77.0,73.0,68.0,67.0,71.0,74.0,74.0,72.0,71.0,69.0,66.0,69.0,69.0,72.0,70.0,67.0,67.0,65.0,68.0,64.0,63.0,67.0,66.0,67.0,70.0,75.0,68.0,68.0,68.0,72.0,70.0,68.0,73.0,77.0,78.0,75.0,75.0
1106,8.0,4.0,4.0,7.0,8.0,7.0,7.0,4.0,4.0,4.0,3.0,3.0,8.0,5.0,3.0,4.0,12.0,0.0,6.0,3.0,3.0,0.0,5.0,10.0,8.0,8.0,16.0,9.0,0.0,0.0,9.0,0.0,6.0,4.0,0.0,3.0,3.0,4.0,4.0,8.0,8.0,19.0,11.0,8.0,7.0,5.0,8.0,8.0,3.0,5.0,5.0,3.0,10.0,21.0,13.0,15.0,9.0,4.0,5.0,23.0,30.0,15.0,23.0,19.0,34.0,27.0,29.0,40.0,31.0,40.0,31.0,36.0,50.0,70.0,60.0,52.0,60.0,48.0,63.0,45.0,39.0,43.0,57.0,81.0,87.0,59.0,67.0,70.0,77.0,63.0,49.0,67.0,100.0,68.0,87.0
1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,0.0,38.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,27.0,0.0,0.0,17.0,18.0,16.0,0.0,17.0,18.0,69.0,17.0,17.0,16.0,0.0,0.0,15.0,17.0,15.0,63.0,15.0,16.0,100.0,31.0,16.0,30.0,15.0,16.0,0.0,32.0,30.0,23.0,37.0,30.0,59.0,15.0,22.0,14.0
1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,11.0,13.0,15.0,12.0,25.0,28.0,22.0,58.0,100.0,59.0,30.0,37.0,39.0,45.0,41.0,32.0,35.0,33.0,35.0,75.0,45.0,37.0,25.0,23.0,24.0,36.0,30.0,36.0,33.0,30.0,27.0,19.0,27.0,42.0,26.0,22.0,17.0,18.0,18.0,21.0,26.0,16.0,17.0,15.0,14.0,15.0,14.0,11.0,20.0
1112,12.0,6.0,20.0,11.0,17.0,21.0,14.0,18.0,34.0,5.0,10.0,12.0,19.0,13.0,10.0,9.0,11.0,11.0,7.0,13.0,15.0,17.0,14.0,16.0,8.0,19.0,12.0,11.0,16.0,12.0,80.0,25.0,17.0,14.0,12.0,18.0,12.0,7.0,10.0,19.0,11.0,5.0,14.0,14.0,9.0,9.0,8.0,10.0,17.0,9.0,9.0,22.0,21.0,12.0,19.0,20.0,13.0,11.0,14.0,32.0,30.0,14.0,21.0,22.0,18.0,23.0,21.0,15.0,14.0,13.0,20.0,21.0,21.0,18.0,29.0,30.0,28.0,33.0,34.0,42.0,45.0,65.0,52.0,58.0,75.0,93.0,72.0,100.0,59.0,52.0,65.0,70.0,61.0,75.0,87.0
1114,15.0,9.0,20.0,0.0,9.0,13.0,25.0,11.0,9.0,16.0,8.0,6.0,4.0,8.0,8.0,18.0,48.0,16.0,4.0,9.0,18.0,12.0,20.0,10.0,19.0,30.0,17.0,18.0,15.0,10.0,9.0,11.0,9.0,8.0,10.0,16.0,18.0,6.0,8.0,13.0,14.0,13.0,3.0,12.0,12.0,9.0,79.0,25.0,17.0,32.0,100.0,48.0,43.0,22.0,13.0,27.0,8.0,69.0,32.0,26.0,31.0,13.0,10.0,24.0,22.0,19.0,13.0,13.0,20.0,14.0,17.0,21.0,16.0,18.0,44.0,38.0,36.0,23.0,20.0,15.0,16.0,18.0,23.0,21.0,14.0,30.0,22.0,28.0,31.0,16.0,14.0,21.0,24.0,21.0,15.0
1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,7.0,0.0,8.0,6.0,4.0,4.0,0.0,4.0,4.0,6.0,4.0,0.0,9.0,9.0,0.0,13.0,6.0,21.0,84.0,100.0,21.0,19.0,28.0,30.0,17.0,16.0,12.0,12.0,18.0,28.0,22.0,38.0,24.0,71.0,18.0,6.0,17.0,13.0,15.0,14.0,11.0,6.0,16.0,12.0,11.0,6.0,9.0,9.0,11.0,14.0,9.0,8.0
1116,57.0,70.0,61.0,53.0,68.0,63.0,57.0,52.0,54.0,54.0,40.0,65.0,45.0,41.0,48.0,61.0,60.0,100.0,77.0,51.0,50.0,55.0,75.0,52.0,45.0,47.0,50.0,57.0,49.0,55.0,58.0,66.0,43.0,35.0,58.0,45.0,31.0,34.0,44.0,35.0,52.0,47.0,65.0,51.0,42.0,36.0,48.0,41.0,39.0,41.0,34.0,35.0,38.0,40.0,36.0,32.0,25.0,41.0,42.0,38.0,27.0,35.0,32.0,31.0,28.0,27.0,32.0,17.0,26.0,23.0,26.0,27.0,19.0,26.0,31.0,30.0,23.0,37.0,29.0,32.0,22.0,28.0,26.0,24.0,22.0,23.0,30.0,29.0,39.0,27.0,27.0,25.0,21.0,25.0,25.0
1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,10.0,14.0,11.0,14.0,14.0,16.0,24.0,22.0,25.0,16.0,21.0,14.0,14.0,20.0,15.0,16.0,15.0,20.0,15.0,13.0,12.0,28.0,63.0,51.0,25.0,26.0,25.0,24.0,26.0,22.0,32.0,41.0,100.0,23.0,19.0,19.0,17.0,22.0,20.0,27.0,16.0,23.0,15.0,23.0,18.0,23.0,17.0,16.0,15.0,15.0,13.0,14.0,10.0,12.0,11.0,11.0,11.0,10.0,11.0,12.0,16.0,14.0,20.0,36.0,70.0
1119,100.0,100.0,91.0,86.0,92.0,84.0,91.0,89.0,84.0,88.0,85.0,86.0,91.0,87.0,99.0,92.0,85.0,81.0,77.0,76.0,81.0,73.0,74.0,85.0,86.0,75.0,78.0,80.0,78.0,75.0,81.0,77.0,68.0,68.0,66.0,71.0,71.0,75.0,73.0,71.0,70.0,67.0,72.0,68.0,76.0,70.0,69.0,77.0,78.0,73.0,69.0,61.0,65.0,75.0,64.0,67.0,60.0,58.0,58.0,61.0,88.0,70.0,57.0,59.0,67.0,60.0,60.0,58.0,56.0,51.0,48.0,50.0,54.0,50.0,48.0,49.0,49.0,51.0,47.0,51.0,46.0,47.0,43.0,48.0,46.0,45.0,43.0,43.0,44.0,45.0,46.0,46.0,43.0,43.0,41.0
1120,25.0,23.0,27.0,25.0,26.0,25.0,27.0,21.0,18.0,25.0,18.0,23.0,29.0,21.0,23.0,23.0,19.0,25.0,23.0,20.0,25.0,19.0,23.0,26.0,30.0,28.0,24.0,28.0,28.0,21.0,21.0,19.0,25.0,21.0,27.0,31.0,31.0,36.0,48.0,33.0,41.0,53.0,100.0,45.0,34.0,39.0,51.0,30.0,29.0,35.0,26.0,28.0,33.0,28.0,26.0,27.0,32.0,34.0,42.0,67.0,37.0,31.0,28.0,28.0,25.0,23.0,25.0,30.0,25.0,32.0,28.0,25.0,39.0,48.0,31.0,38.0,61.0,33.0,35.0,33.0,54.0,32.0,23.0,24.0,31.0,24.0,22.0,19.0,19.0,20.0,20.0,25.0,30.0,24.0,24.0
1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,7.0,6.0,5.0,7.0,10.0,10.0,9.0,8.0,8.0,9.0,10.0,10.0,9.0,7.0,8.0,12.0,20.0,16.0,12.0,10.0,9.0,8.0,7.0,9.0,8.0,10.0,8.0,9.0,10.0,9.0,12.0,10.0,7.0,8.0,6.0,9.0,6.0,8.0,11.0,8.0,10.0,10.0,17.0,13.0,14.0,16.0,17.0,14.0,12.0,12.0,14.0,14.0,16.0,22.0,26.0,22.0,19.0,16.0,16.0,14.0,19.0,23.0,38.0,55.0,63.0,62.0,53.0,60.0,53.0,40.0,53.0,100.0,86.0,68.0,62.0
1122,52.0,78.0,62.0,56.0,58.0,70.0,57.0,45.0,50.0,53.0,41.0,33.0,64.0,74.0,35.0,43.0,100.0,89.0,90.0,51.0,49.0,38.0,47.0,46.0,55.0,61.0,49.0,66.0,60.0,47.0,61.0,90.0,65.0,34.0,49.0,44.0,56.0,79.0,57.0,43.0,52.0,51.0,62.0,98.0,62.0,72.0,57.0,64.0,52.0,97.0,36.0,65.0,65.0,65.0,45.0,68.0,49.0,43.0,38.0,61.0,35.0,42.0,67.0,53.0,47.0,40.0,39.0,48.0,74.0,50.0,51.0,52.0,73.0,40.0,31.0,35.0,67.0,39.0,33.0,50.0,39.0,32.0,34.0,38.0,48.0,48.0,45.0,38.0,43.0,27.0,26.0,34.0,21.0,32.0,33.0
1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,4.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,6.0,6.0,7.0,6.0,6.0,4.0,5.0,3.0,6.0,15.0,5.0,4.0,6.0,8.0,9.0,5.0,7.0,4.0,5.0,4.0,8.0,7.0,8.0,5.0,6.0,8.0,10.0,11.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,8.0,12.0,10.0,39.0,9.0,5.0,5.0,7.0,5.0,5.0,8.0,7.0,6.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,6.0,100.0,7.0,6.0,7.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,9.0,10.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,8.0,5.0
1125,29.0,33.0,33.0,21.0,0.0,26.0,16.0,15.0,15.0,16.0,90.0,100.0,52.0,22.0,28.0,51.0,13.0,13.0,22.0,0.0,19.0,12.0,12.0,0.0,12.0,27.0,12.0,11.0,11.0,11.0,25.0,25.0,12.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,11.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,11.0,0.0,0.0,10.0,11.0,11.0,11.0,16.0,10.0,10.0,0.0,9.0,24.0,14.0,10.0,9.0,10.0,10.0,9.0,0.0,9.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0
1126,12.0,10.0,14.0,7.0,10.0,16.0,14.0,18.0,18.0,24.0,24.0,24.0,18.0,22.0,15.0,13.0,18.0,18.0,18.0,22.0,31.0,14.0,18.0,23.0,29.0,20.0,31.0,23.0,18.0,17.0,19.0,19.0,17.0,16.0,26.0,17.0,19.0,16.0,13.0,39.0,50.0,100.0,59.0,42.0,35.0,38.0,35.0,30.0,51.0,44.0,36.0,45.0,34.0,45.0,32.0,17.0,26.0,34.0,24.0,17.0,14.0,18.0,20.0,17.0,20.0,15.0,18.0,21.0,15.0,19.0,17.0,17.0,17.0,24.0,28.0,33.0,80.0,49.0,40.0,31.0,37.0,16.0,25.0,29.0,34.0,30.0,25.0,18.0,32.0,17.0,27.0,18.0,22.0,19.0,16.0
1128,67.0,65.0,64.0,74.0,73.0,91.0,100.0,82.0,80.0,71.0,72.0,63.0,64.0,52.0,54.0,52.0,55.0,44.0,42.0,54.0,56.0,42.0,38.0,37.0,36.0,39.0,33.0,31.0,33.0,33.0,43.0,37.0,30.0,27.0,27.0,24.0,25.0,25.0,23.0,23.0,21.0,21.0,31.0,26.0,22.0,20.0,21.0,19.0,17.0,17.0,17.0,15.0,16.0,17.0,22.0,23.0,22.0,25.0,31.0,27.0,22.0,22.0,20.0,25.0,19.0,14.0,18.0,19.0,17.0,13.0,14.0,14.0,11.0,12.0,10.0,10.0,9.0,10.0,10.0,11.0,16.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,12.0,9.0,10.0,8.0,8.0
1132,0.0,10.0,6.0,11.0,10.0,11.0,4.0,0.0,6.0,8.0,3.0,5.0,7.0,11.0,3.0,3.0,3.0,3.0,6.0,3.0,8.0,4.0,8.0,3.0,12.0,7.0,6.0,0.0,3.0,5.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,10.0,3.0,0.0,5.0,11.0,36.0,30.0,20.0,10.0,22.0,5.0,22.0,18.0,22.0,19.0,20.0,17.0,11.0,12.0,5.0,5.0,6.0,11.0,7.0,10.0,7.0,13.0,6.0,6.0,12.0,11.0,6.0,15.0,19.0,18.0,27.0,19.0,27.0,42.0,30.0,21.0,32.0,25.0,22.0,34.0,31.0,32.0,40.0,43.0,70.0,54.0,48.0,94.0,62.0,57.0,61.0,100.0,83.0
1133,3.0,0.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,43.0,37.0,74.0,100.0,54.0,48.0,21.0,20.0,11.0,11.0,8.0,6.0,9.0,6.0,10.0,4.0,8.0,4.0,6.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0
1134,13.0,25.0,0.0,12.0,12.0,12.0,12.0,0.0,11.0,0.0,10.0,11.0,10.0,14.0,11.0,18.0,10.0,9.0,10.0,18.0,38.0,14.0,18.0,13.0,27.0,8.0,9.0,24.0,21.0,0.0,9.0,9.0,0.0,27.0,33.0,17.0,13.0,16.0,47.0,8.0,16.0,8.0,16.0,12.0,15.0,26.0,21.0,22.0,100.0,15.0,16.0,18.0,19.0,0.0,15.0,8.0,17.0,16.0,23.0,11.0,15.0,14.0,15.0,17.0,14.0,7.0,8.0,19.0,7.0,14.0,21.0,14.0,7.0,16.0,18.0,13.0,21.0,6.0,7.0,0.0,0.0,10.0,10.0,7.0,13.0,23.0,14.0,25.0,0.0,16.0,16.0,44.0,32.0,15.0,9.0
1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,28.0,64.0,42.0,42.0,50.0,50.0,26.0,42.0,50.0,50.0,73.0,100.0,51.0,61.0,48.0,41.0,74.0,45.0,28.0,38.0,57.0,20.0,33.0,30.0,26.0,48.0,52.0,21.0,45.0,34.0,34.0,49.0,29.0,21.0,40.0,12.0,36.0,32.0,70.0,71.0,79.0,69.0,53.0,48.0,61.0,51.0,57.0,42.0,59.0,64.0,38.0,35.0,31.0,20.0,35.0,19.0,21.0,27.0,29.0,22.0,27.0,20.0,16.0,23.0,24.0,12.0,20.0,14.0,25.0,14.0,33.0,38.0,44.0,44.0,64.0,35.0,47.0,22.0,27.0,27.0,25.0,32.0,32.0,31.0,32.0,32.0,18.0,14.0,21.0,21.0,16.0,23.0,9.0,34.0,25.0
1139,0.0,0.0,1.0,3.0,4.0,3.0,10.0,68.0,66.0,50.0,43.0,36.0,61.0,63.0,52.0,67.0,100.0,55.0,62.0,51.0,68.0,47.0,31.0,30.0,32.0,24.0,20.0,15.0,18.0,19.0,21.0,15.0,20.0,14.0,13.0,14.0,11.0,9.0,11.0,10.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,5.0,7.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,5.0,8.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0
1140,0.0,49.0,0.0,47.0,0.0,0.0,48.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,70.0,35.0,35.0,0.0,0.0,32.0,34.0,100.0,38.0,36.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,31.0,0.0,31.0,63.0,0.0,31.0,61.0,0.0,58.0,29.0,0.0,0.0,87.0,0.0,0.0,0.0,32.0,32.0,0.0,30.0,60.0,0.0,0.0,60.0,54.0,43.0,28.0,0.0,59.0,28.0,29.0,0.0,28.0,27.0,0.0,0.0,39.0,27.0,26.0,54.0,26.0,0.0,0.0,0.0,0.0,27.0,25.0,27.0,25.0,26.0,25.0,26.0,25.0,0.0,25.0,23.0
1141,83.0,100.0,98.0,93.0,85.0,86.0,85.0,89.0,84.0,78.0,79.0,69.0,67.0,83.0,78.0,80.0,81.0,82.0,78.0,81.0,84.0,73.0,72.0,66.0,62.0,77.0,77.0,82.0,79.0,77.0,76.0,77.0,76.0,72.0,70.0,64.0,61.0,71.0,75.0,72.0,75.0,72.0,71.0,74.0,73.0,69.0,66.0,62.0,60.0,70.0,70.0,71.0,73.0,70.0,68.0,71.0,66.0,65.0,62.0,59.0,55.0,67.0,69.0,71.0,71.0,67.0,69.0,70.0,66.0,64.0,66.0,60.0,58.0,69.0,67.0,67.0,69.0,68.0,66.0,69.0,67.0,62.0,61.0,55.0,54.0,63.0,63.0,63.0,66.0,63.0,66.0,64.0,63.0,64.0,62.0
1143,0.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,4.0,0.0,6.0,0.0,11.0,3.0,11.0,14.0,29.0,33.0,45.0,27.0,26.0,39.0,27.0,21.0,33.0,19.0,27.0,54.0,27.0,14.0,15.0,62.0,43.0,58.0,21.0,25.0,23.0,17.0,46.0,75.0,86.0,92.0,84.0,47.0,58.0,100.0,72.0,41.0,72.0
1144,100.0,87.0,64.0,30.0,50.0,59.0,49.0,41.0,47.0,88.0,75.0,65.0,75.0,54.0,48.0,62.0,88.0,67.0,79.0,53.0,34.0,61.0,53.0,36.0,45.0,59.0,56.0,41.0,74.0,34.0,48.0,52.0,32.0,58.0,90.0,56.0,47.0,69.0,61.0,55.0,49.0,44.0,48.0,35.0,31.0,47.0,40.0,34.0,49.0,50.0,28.0,60.0,19.0,50.0,35.0,29.0,33.0,44.0,39.0,57.0,26.0,36.0,42.0,31.0,37.0,18.0,15.0,26.0,29.0,22.0,38.0,35.0,54.0,63.0,44.0,43.0,38.0,27.0,27.0,27.0,39.0,34.0,49.0,36.0,34.0,33.0,21.0,23.0,44.0,51.0,37.0,26.0,32.0,54.0,48.0
1145,77.0,0.0,0.0,0.0,0.0,28.0,29.0,28.0,27.0,0.0,25.0,76.0,25.0,23.0,25.0,22.0,45.0,45.0,34.0,69.0,56.0,44.0,21.0,21.0,0.0,20.0,0.0,37.0,50.0,100.0,22.0,22.0,44.0,21.0,20.0,41.0,0.0,19.0,0.0,18.0,19.0,36.0,19.0,37.0,27.0,18.0,17.0,0.0,18.0,18.0,28.0,17.0,37.0,18.0,18.0,0.0,19.0,19.0,18.0,18.0,0.0,17.0,35.0,40.0,35.0,17.0,0.0,26.0,0.0,0.0,0.0,25.0,17.0,15.0,17.0,16.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,23.0,0.0,45.0,16.0,15.0,16.0,30.0,0.0,15.0,23.0,15.0,21.0
1147,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,52.0,0.0,0.0,53.0,0.0,0.0,50.0,0.0,100.0,0.0,48.0,48.0,0.0,51.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,74.0,49.0,0.0,0.0,45.0,48.0,0.0,0.0,49.0,0.0,0.0,0.0,46.0,46.0,85.0,0.0,87.0,44.0,0.0,44.0,0.0,0.0,43.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,42.0,0.0,0.0,0.0
1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,26.0,30.0,67.0,40.0,32.0,27.0,20.0,17.0,33.0,76.0,41.0,30.0,37.0,46.0,46.0,72.0,25.0,18.0,17.0,10.0,29.0,35.0,12.0,18.0,21.0,12.0,6.0,6.0,16.0,22.0,8.0,28.0,45.0,24.0,11.0,22.0,13.0,8.0,11.0,6.0,0.0,13.0,5.0,5.0,5.0,6.0,0.0,0.0,5.0,100.0,36.0,10.0,5.0,0.0,7.0,5.0,13.0,12.0,12.0,31.0,34.0,31.0,25.0,5.0,7.0,21.0,9.0,7.0,11.0,11.0,14.0,4.0,0.0,5.0,4.0,31.0,4.0,0.0,4.0,23.0,7.0,4.0,0.0,4.0
1152,0.0,12.0,26.0,12.0,0.0,24.0,19.0,24.0,0.0,24.0,33.0,0.0,28.0,25.0,16.0,20.0,41.0,15.0,15.0,24.0,10.0,14.0,44.0,14.0,41.0,38.0,23.0,29.0,31.0,18.0,20.0,33.0,24.0,9.0,35.0,18.0,9.0,12.0,27.0,100.0,62.0,12.0,50.0,12.0,40.0,12.0,29.0,34.0,34.0,39.0,12.0,19.0,24.0,15.0,16.0,0.0,17.0,16.0,19.0,15.0,19.0,18.0,16.0,21.0,23.0,22.0,27.0,38.0,33.0,30.0,14.0,14.0,25.0,47.0,15.0,30.0,14.0,20.0,34.0,44.0,30.0,35.0,39.0,20.0,17.0,17.0,28.0,23.0,24.0,32.0,20.0,16.0,29.0,35.0,52.0
1153,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,4.0,5.0,10.0,7.0,8.0,10.0,15.0,18.0,12.0,17.0,14.0,30.0,27.0,19.0,20.0,21.0,19.0,34.0,16.0,16.0,14.0,8.0,14.0,12.0,13.0,12.0,10.0,17.0,23.0,20.0,20.0,34.0,53.0,100.0,68.0,56.0,52.0,50.0,48.0,43.0,38.0,39.0,43.0,41.0,42.0,40.0,42.0,34.0,45.0,31.0,24.0,25.0,25.0,33.0,30.0,41.0,34.0,28.0,30.0,18.0,17.0,24.0,31.0,22.0,22.0,22.0,23.0,18.0,17.0,17.0,15.0,15.0,16.0,13.0,20.0,17.0,15.0,14.0,16.0,10.0,14.0,14.0,12.0,20.0,17.0,14.0,18.0
