,Artist ID,Primary Artist,Added At,Release Date,Days Until Discovery,Followers,Genres,Artist Popularity
0,00sAr10UTV1JZtHqxsLVn4,Black Mountain,2018-04-13T22:23:09Z,2016-04-01,742.0,75732,"['garage rock', 'modern blues rock', 'neo-psychedelic', 'space rock', 'stoner rock', 'vancouver indie']",47
1,01C9OoXDvCKkGcf735Tcfo,Serge Gainsbourg,2013-10-18T23:27:23Z,1961,19283.0,280553,"['chanson', 'french rock']",62
2,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,2017-03-03T23:18:18Z,2015-01-20,773.0,1265380,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",71
3,01aC2ikO4Xgb2LUpf9JfKp,Gary Clark Jr.,2012-02-17T08:12:30Z,2010-03-29,690.0,606979,"['blues rock', 'electric blues', 'funk', 'garage rock', 'modern blues', 'modern blues rock', 'soul blues', 'texas blues']",65
4,029y4wr8YYFoqPBahe8Ddz,Common Market,2018-03-12T22:39:30Z,2008-03-01,3663.0,22098,"['conscious hip hop', 'underground rap']",40
5,02P4gB6B5XTZuZzRmt2jkE,David Dominique,2018-12-06T22:41:03Z,2018-11-09,27.0,77,[],0
6,02VSzyVA68par8UGNNRbAN,Quadro Nuevo,2012-04-08T09:54:34Z,2007-01-01,1924.0,8593,['tango'],37
7,02nqs3YdfX7Th3gYTYFrqc,Tōth,2019-08-12T16:25:32Z,2019-05-10,94.0,3044,[],41
8,02zPEtdzUWnPToEVLRiQ7e,Madison McFerrin,2018-02-06T19:02:14Z,2018-02-02,4.0,20563,"['a cappella', 'alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",46
9,039nrZBh4wbtnPl45PMDf3,Byron Westbrook,2017-12-01T19:34:14Z,2017-10-13,49.0,458,[],3
10,03WrOkxi8Ktm2tBYI1Z7vV,Michael Wycoff,2017-08-08T04:13:12Z,1997,7524.0,4148,"['post-disco', 'post-disco soul']",32
11,03r4iKL2g2442PT9n2UKsx,Beastie Boys,2012-05-21T04:47:10Z,1992-04-21,6573.0,1438451,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'rock']",72
12,04OLaofaY48dqKw0yj74y0,Warriors of the Dystotheque,2017-06-07T21:49:21Z,2017-06-02,5.0,371,[],5
13,04TCBTdI5BJzhOcvNsRyFK,Wildflower,2017-10-04T23:59:03Z,2017-06-28,98.0,694,[],16
14,053q0ukIDRgzwTr4vNSwab,Grimes,2019-09-06T16:22:31Z,2019-09-05,1.0,909211,"['alternative dance', 'art pop', 'canadian electropop', 'chamber pop', 'chillwave', 'dance pop', 'dream pop', 'electropop', 'escape room', 'grave wave', 'indie pop', 'indietronica', 'metropopolis', 'new rave']",70
15,058MysjRT4fJ9XKLqXcizq,Dexter Story,2016-09-28T22:36:56Z,2016-08-25,34.0,2806,"['ethio-jazz', 'indie jazz']",28
16,05BYEPhmF0YRqm7MKdu81V,Conlon Nancarrow,2018-11-15T07:41:27Z,1977-01-01,15293.0,4375,"['american contemporary classical', 'avant-garde', 'contemporary classical', 'free improvisation', 'laboratorio']",37
17,05E3NBxNMdnrPtxF9oraJm,Lester Young,2014-04-14T19:59:55Z,2010-01-01,1564.0,82991,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']",52
18,05lIUgmmsmTX2N9dCKc8rC,Rival Consoles,2017-10-04T22:46:16Z,2016-08-05,425.0,70558,"['ambient', 'ambient idm', 'compositional ambient', 'drone', 'electronica', 'indietronica', 'intelligent dance music', 'microhouse', 'minimal techno', 'neo-classical']",55
19,05r8qVIoFPCtYPchJqt3gW,Tipsy,2012-07-22T22:38:22Z,2008-11-04,1356.0,1388,['lounge'],15
20,066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,2017-09-05T21:34:03Z,2017-09-01,4.0,660573,"['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",67
21,069n4k5Ultxa6j838AJtGJ,Maxo,2016-02-04T01:41:21Z,2015-04-29,281.0,3487,"['hyperpop', 'kawaii future bass']",31
22,06W84OT2eFUNVwG85UsxJw,Caroline Rose,2018-06-26T21:01:33Z,2018-02-23,123.0,27020,"['indie surf', 'new americana', 'vermont indie']",47
23,06kLNOGaO1lOeaUAUnFByH,Stephen Scott,2013-10-29T14:43:40Z,1996,6511.0,100,['minimal'],24
24,06knYh538h5SI7OAEF8ek3,Georgia,2019-07-24T01:58:02Z,2018-11-01,15.0,21969,['uk alternative pop'],61
25,06xa1OLBsMQJFXcl2tQkH4,Machinedrum,2014-06-08T05:00:07Z,2011-07-25,11.0,63327,"['bass music', 'footwork', 'future garage', 'glitch', 'glitch hop', 'intelligent dance music', 'vapor twitch', 'wonky']",51
26,06zKa5bEBIn8j0iUdCR6cX,Willie Jones III,2016-12-01T17:37:48Z,2010-07-20,2326.0,1014,['jazz drums'],31
27,075OzURxftv1bWToNH91E5,Ben Johnston,2018-10-04T18:40:35Z,2016-04-15,902.0,2151,"['american contemporary classical', 'contemporary classical', 'microtonal']",19
28,07D1Bjaof0NFlU32KXiqUP,Lucy Dacus,2018-10-15T03:42:26Z,2018-03-02,227.0,87358,"['art pop', 'chamber pop', 'electropop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler']",64
29,07UJz804RJxqNvxFXC3h9H,Sam Gellaitry,2017-02-15T23:10:09Z,2017-02-15,0.0,59799,"['electronic trap', 'scottish electronic', 'vapor soul', 'vapor twitch']",48
30,07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,2016-09-05T17:26:54Z,2016-02-19,199.0,259398,"['alternative r&b', 'chicago rap', 'deep pop r&b', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",70
31,08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,2014-11-17T04:52:42Z,1971-01-01,16026.0,888226,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",74
32,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,2017-08-24T22:03:22Z,1969-08-15,17541.0,3877241,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",83
33,08bd61zV9kG1Vu4bex63co,Kim Hiorthøy,2013-12-10T09:33:59Z,2002-05-21,4221.0,4079,['norwegian experimental'],23
34,08j69Ndyx1P7RLO3Janb5P,Emilíana Torrini,2013-12-05T00:31:37Z,1999-11-22,87.0,140250,"['electronica', 'icelandic indie', 'icelandic pop', 'trip hop']",54
35,08rMCq2ek1YjdDBsCPVH2s,Amerie,2017-08-29T22:38:59Z,2008,3528.0,466572,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",56
36,09FKyu3X3nWAQDfidfHPyu,Daniel Thorne,2019-02-28T18:22:55Z,2019-02-12,16.0,543,[],11
37,09L3cUdx0hq6qn5bKuJJ4I,Herb Alpert & The Tijuana Brass,2017-07-23T00:40:34Z,1965-04-01,19106.0,68814,"['adult standards', 'easy listening', 'lounge']",55
38,09b9oXw3X9LhhKA8GJsMDT,Michael Harrison,2013-02-08T05:59:25Z,2011-01-01,769.0,590,"['american 21st century classical', 'microtonal', 'minimal']",25
39,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,2016-11-11T18:24:06Z,2016-11-11,0.0,1081818,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap']",71
40,09x9KmiHgFJgWySzkMRNGx,Jean-Jacques Perrey,2013-11-02T10:01:10Z,2000,5054.0,12652,"['exotica', 'lounge', 'moog', 'space age pop', 'vintage french electronic']",36
41,09xj0S68Y1OU1vHMCZAIvz,Café Tacvba,2017-09-22T20:53:35Z,2017-05-05,140.0,1739864,"['latin', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']",75
42,0AD4odMWVQ2wUSlgxOB5Rl,Jeff Beck,2013-10-01T17:37:50Z,1995,6848.0,372977,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'jazz fusion', 'psychedelic rock', 'rock', 'symphonic rock']",57
43,0AM6acfaheGmY5egsH0shd,Oz Noy,2013-05-09T23:04:48Z,2011-11-15,541.0,16349,"['jazz funk', 'jazz fusion', 'modern funk']",34
44,0AODSrFsTbyXq7Wnp7LfBV,Asa-Chang & Junray,2019-02-05T22:05:17Z,2002-06-17,6077.0,6453,['japanese experimental'],26
45,0AcvE4vSLoL8k0IYMJuAAN,Maisha,2018-11-01T16:33:34Z,2018-09-14,48.0,4629,"['british jazz', 'uk contemporary jazz']",27
46,0AsgEBSM4Jl5cK5ZqkidCB,Hunter Gather,2017-09-22T02:33:56Z,2017-09-15,7.0,24,[],0
47,0AwUdoRkBTil1GzGRiJE0X,Garage A Trois,2013-05-15T19:31:19Z,2011-04-12,764.0,3403,[],11
48,0B2SlMW40Hs9mijOi1cDyf,Mr Little Jeans,2012-10-30T06:14:19Z,2011-09-30,396.0,67250,"['chillwave', 'indie poptimism', 'indietronica', 'shimmer pop']",49
49,0BqALs1lInR9TTOulUADH7,Ahmad Jamal Trio,2017-04-11T17:21:33Z,1970,17267.0,26744,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz trio', 'soul jazz', 'stride']",48
50,0BxmFQFbzdxyrUlumvE7zz,Troyka,2018-03-12T22:10:02Z,2015-01-26,1141.0,1782,[],17
51,0BzTIDnFI4pvhy7vVNd41Z,Omar,2014-03-13T19:26:25Z,2013-06-25,261.0,25038,"['acid jazz', 'broken beat', 'neo r&b', 'neo soul']",44
52,0CDUUM6KNRvgBFYIbWxJwV,Dawes,2017-02-13T17:41:45Z,2013,623.0,176176,"['deep new americana', 'folk-pop', 'funk', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'pop rock', 'roots rock', 'stomp and holler']",60
53,0CGtg9hEF7QTj9VhGq5xi8,Japandi,2018-01-30T03:40:53Z,2007-07-23,3844.0,279,[],7
54,0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,2015-03-02T07:16:13Z,2010-07-13,3.0,529819,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",67
55,0CNehpGYdxk87YYMiBpnyP,Holly Miranda,2017-02-23T20:28:36Z,2017-02-23,0.0,9614,['la indie'],36
56,0CrPMe8paGt3kt8HLUPHsf,Ex Eye,2017-07-14T22:14:42Z,2017-06-23,21.0,4281,['progressive jazz fusion'],12
57,0D3h8NZqNp7BN97JwtV6eW,Tigran Hamasyan,2016-03-09T15:01:45Z,2011,0.0,65622,"['contemporary jazz', 'jazz piano']",47
58,0DA55Vzg7t4Vl2tKXspXjX,Midas 104,2019-06-22T22:01:46Z,2019-06-21,1.0,4982,['deep melodic euro house'],32
59,0DYWCXTkNqGFZIf67SrWEa,Fats Waller,2015-01-28T01:13:16Z,2000-06-11,5344.0,68663,"['adult standards', 'bebop', 'big band', 'dixieland', 'jazz', 'jazz piano', 'ragtime', 'stride', 'swing', 'tin pan alley', 'vocal jazz']",51
60,0Dy94lW3txJhWQHqNXP1BT,Laura Mvula,2016-10-14T18:53:25Z,2016-06-17,119.0,107331,"['british soul', 'neo soul']",49
61,0ECwFtbIWEVNwjlrfc6xoL,Eagles,2018-06-03T05:29:40Z,1975,15859.0,4028771,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",79
62,0EEHriKw0Gzrmb2ZII2apY,Steve Monite,2017-11-30T17:23:58Z,2016-12-09,356.0,5399,"['afro-funk', 'indie soul']",48
63,0EaPzFV7rqE0NelrHfV1Nd,John Devereaux,2018-04-06T17:52:50Z,1987-01-01,11418.0,132,['library music'],11
64,0EdvGhlC1FkGItLOWQzG4J,Sublime,2012-05-09T06:17:35Z,1992-06-01,5843.0,1481418,"['reggae fusion', 'ska mexicano', 'ska punk']",74
65,0EmUT6i9rTu9ZHy1Tl1iuX,Natalie Prass,2018-04-13T21:53:17Z,2018-02-26,17.0,40753,['rva indie'],51
66,0F5fXdlx1bKwYFZ70bfuZ9,Firewater,2016-08-05T01:39:10Z,2008,3139.0,9100,"['dark cabaret', 'gypsy punk']",32
67,0FQt8Hdz5S1JE7By1rmVwb,Sonar,2018-04-04T19:21:26Z,2018-03-30,5.0,1048,[],24
68,0FcNSKwWZJb98ry9M2qEII,Joey Alexander,2018-11-27T06:44:21Z,2015-05-12,1295.0,32062,['indonesian jazz'],51
69,0GKfWTIM0zsuJnYfh49MlT,Lisa Papineau,2013-05-18T21:18:03Z,2010-05-04,1110.0,1473,[],31
70,0HSqzRnAQMXxNQczzjopsG,Harriet Brown,2018-06-15T21:20:55Z,2018-01-01,165.0,2824,['art pop'],29
71,0HWfFWL4vVrbaBQqxVCwCi,Julianna Barwick,2017-12-01T19:04:03Z,2011-02-22,2474.0,41157,"['ambient', 'art pop', 'chillwave', 'compositional ambient', 'drone', 'electra', 'experimental pop', 'fourth world', 'freak folk', 'melancholia', 'warm drone']",46
72,0INatsTiEOX0EJimNTQjSM,Charlotte Dos Santos,2017-07-14T22:25:50Z,2017-06-21,23.0,29197,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",45
73,0IVapwlnM3dEOiMsHXsghT,Nosaj Thing,2017-01-08T05:35:14Z,2006-01-01,30.0,158082,"['bass music', 'chillwave', 'electronica', 'glitch hop', 'indietronica', 'microhouse', 'wonky']",56
74,0IVcLMMbm05VIjnzPkGCyp,J Dilla,2013-07-24T20:21:00Z,2001,1513.0,337711,"['alternative hip hop', 'detroit hip hop', 'hip hop']",62
75,0IXabnQgJf7eO1hIF71YS9,Freestyle Fellowship,2017-03-17T22:26:48Z,1993-01-01,8841.0,21036,"['alternative hip hop', 'hip hop', 'jazz rap']",36
76,0IbWsSdsJyNM0I2cVMsl0K,Bendik Giske,2019-01-29T22:19:58Z,2019-01-25,4.0,1596,['experimental electronic'],22
77,0IwfuIL3gUJxjzUqY3wJ3j,Billy Cobham,2016-09-21T01:12:20Z,1973,15969.0,60411,"['jazz drums', 'jazz funk', 'jazz fusion']",44
78,0IyuDlCVbMa3TAoVaDKEeL,Kendrick Scott Oracle,2016-03-25T05:10:07Z,2015-09-25,6.0,6166,"['contemporary jazz', 'uk contemporary jazz']",44
79,0IzjeWBDWlNK2SYVdOyOAI,Heralds Of Change,2017-10-05T21:18:44Z,2017-09-29,6.0,682,[],19
80,0J2Ej2rMQyqaUX3G6MUISw,Ambrosia,2017-03-22T20:51:48Z,1978,5391.0,147225,"['adult standards', 'album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'yacht rock']",57
81,0J6PhnVD21GSFoJ9HoadLH,Milo,2015-07-17T01:25:26Z,2014-09-23,174.0,85926,"['alternative hip hop', 'escape room', 'milwaukee hip hop']",53
82,0JA9lPlwRqMIx21WTi9pOj,Extraperlo,2019-08-26T16:53:16Z,2012-10-09,2512.0,2297,[],19
83,0JGGxsAD1Eg4X9AcKNcxEB,Sierra Hull,2016-08-16T21:00:26Z,2016-01-01,228.0,18242,"['bluegrass', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",37
84,0JHqTL3vKYMjdjP7OMxdzX,Mistresses,2018-06-26T00:57:35Z,2018-05-22,35.0,108,[],1
85,0JQaXh3HoqpI68C2pYUbNW,Salva,2013-06-15T19:35:25Z,2011-02-08,858.0,6624,['glitch hop'],32
86,0JZtncBXHHyl21TEUkaK0U,Seelenluft,2018-01-11T21:34:20Z,2009-11-09,2985.0,3810,[],31
87,0JbqyQSsMK7TavqlR0yNON,Bobbi Humphrey,2014-03-23T09:34:36Z,1975-01-01,14326.0,26944,"['funk', 'jazz funk', 'soul jazz']",41
88,0JnhdXEQfVjoY1OgwTExwO,MUNYA,2018-11-30T20:37:08Z,2018-08-28,94.0,10008,['bedroom pop'],40
89,0JxWz42OKiQ0V3KzA4mDF1,Alessi Brothers,2018-01-04T21:42:21Z,1998-01-01,7308.0,9982,['yacht rock'],47
90,0K1q0nXQ8is36PzOKAMbNe,Spoon,2013-08-04T05:32:33Z,2007,2407.0,407909,"['alternative rock', 'austindie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",64
91,0KfQj0nNgTWRxhj94iD5Z5,Roller Trio,2018-07-18T04:10:56Z,2018-06-22,26.0,1651,"['british jazz', 'progressive jazz fusion']",20
92,0KydPQPUUoTNhmiHKOg5Er,Neon Indian,2018-09-07T00:14:08Z,2015-10-16,1057.0,257059,"['alternative dance', 'art pop', 'chillwave', 'dance-punk', 'denton tx indie', 'indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'noise pop', 'nu gaze', 'shimmer pop']",56
93,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,2013-04-30T08:20:26Z,2003-11-18,3451.0,12019599,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",86
94,0L9xkvBPcEp1nrhDrodxc5,Level 42,2018-03-09T01:42:26Z,1989-01-01,10659.0,311055,"['art rock', 'brit funk', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'synthpop']",59
95,0LMkPoi2xIgpOPUSJMftqM,WITCH,2019-01-28T07:34:30Z,2011-05-22,2808.0,13460,"['afro psych', 'neo-psychedelic', 'sludge metal', 'stoner metal', 'stoner rock', 'zambian pop']",41
96,0LZac5VicY19QLaIUvIB0G,Cate le Bon,2019-05-24T05:10:50Z,2013-11-12,2019.0,48012,"['anti-folk', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'dream pop', 'experimental pop', 'folk-pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'singer-songwriter', 'slow core', 'welsh indie']",53
97,0LbLWjaweRbO4FDKYlbfNt,Kaiser Chiefs,2013-10-14T00:14:57Z,2007-01-01,2478.0,866574,"['alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'rock']",65
98,0LhUDcQWIfiP624KorSrcB,STS,2018-02-06T23:11:36Z,2018-01-26,11.0,5829,[],47
99,0Lpr5wXzWLtDWm1SjNbpPb,Todd Rundgren,2019-07-30T04:31:18Z,2017-05-12,809.0,149831,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']",59
100,0M6xcJTswOl2qvExCJhiS3,Kronos Quartet,2017-12-07T17:33:30Z,2017-12-04,3.0,66429,"['bow pop', 'classical', 'classical performance', 'compositional ambient', 'experimental', 'modern performance', 'string quartet']",56
101,0MoXIHcFwhIWnFgBfdvQ30,Little Boots,2013-02-08T05:59:25Z,2011-11-26,440.0,88074,"['alternative dance', 'dance pop', 'electroclash', 'electropop', 'escape room', 'indie poptimism', 'indietronica', 'neo-synthpop', 'new rave', 'strut']",47
102,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,2016-01-28T18:47:34Z,1999-10-12,3148.0,761779,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",68
103,0N41KJ4H6bkPAm2tx7VS8C,Anna Wise,2016-05-03T05:57:48Z,2016-02-03,0.0,40114,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul']",59
104,0NJ6wlOAsAJ1PN4VRdTPKA,Wardruna,2017-03-31T01:32:10Z,2013-03-25,1467.0,237489,"['medieval folk', 'nordic folk', 'rune folk', 'viking folk']",60
105,0NP0rzWLJYLkclYCa7c3jw,Cuddle Magic,2017-12-04T01:19:37Z,2017-01-27,311.0,2264,['brooklyn indie'],15
106,0NSO0g40h9CTj13hKPskeb,Ibrahim Maalouf,2019-02-09T06:19:36Z,2011-10-26,2663.0,147108,"['french jazz', 'jazz trumpet', 'world fusion']",61
107,0NXGquUwII6z0ukB4xmvS7,r mccarthy,2018-12-05T21:18:42Z,2016-05-20,929.0,560,[],13
108,0O9n1swkbCd1KqV2QrSVHl,Gazelle Twin,2017-06-22T22:20:12Z,2014-09-22,1004.0,15668,"['brighton indie', 'chillwave', 'electra', 'uk experimental electronic']",35
109,0OdUWJ0sBjDrqHygGUXeCF,Band of Horses,2012-10-25T07:02:59Z,2010-05-14,41.0,759982,"['folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",66
110,0Ol6j669eSIMiClmrydbyx,Jacob Fred Jazz Odyssey,2016-08-08T22:23:50Z,2015-09-04,339.0,2239,"['contemporary jazz', 'progressive jazz fusion']",10
111,0OmHDBh5styCXDWKwz58Ts,Ochre,2014-03-16T21:37:53Z,2009-07-20,1700.0,16908,"['ambient idm', 'deep idm', 'drill and bass', 'indie electronica', 'intelligent dance music', 'new tribe']",40
112,0Ot21Sy0MDkbgacGh22omF,Vikter Duplaix,2013-01-16T22:23:05Z,2006-02-27,2515.0,6210,[],30
113,0PFtn5NtBbbUNbU9EAmIWF,TOTO,2018-12-15T03:45:37Z,1978-10-10,14676.0,1250542,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",77
114,0PKN6JOWDMvh84VyPWho2E,Thought Gang,2018-11-15T07:50:49Z,2018-11-02,13.0,3894,[],25
115,0PrEXi9LcYr5j82OZLNyNA,Michele Rabbia,2019-05-03T20:44:56Z,2019-05-03,0.0,335,"['contemporary jazz', 'dark jazz', 'norwegian jazz']",25
116,0Q6X1jqwOVQuclYp2P1bub,Sondre Lerche,2016-12-05T07:01:56Z,2016-10-07,59.0,57063,['bergen indie'],42
117,0QJIPDAEDILuo8AIq3pMuU,M.I.A.,2013-11-16T02:48:37Z,2013-01-01,319.0,844765,"['art pop', 'dance pop', 'escape room', 'new rave']",69
118,0QWrMNukfcVOmgEU0FEDyD,Jacob Collier,2016-01-26T22:57:47Z,2013,0.0,171050,"['indie soul', 'neo r&b', 'uk alternative pop']",60
119,0Qnzp2no3f8GqBNh7Jywtt,Asal Hazel,2019-05-14T05:12:54Z,2017-08-10,642.0,1097,[],18
120,0RdRumkn2UydUjqytNJ2Cp,White Denim,2018-04-06T17:36:28Z,2012-10-17,41.0,107557,"['austindie', 'freak folk', 'funk', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'neo-psychedelic', 'stomp and holler']",53
121,0Rh2F37PiLjhYaERywNulu,Sweet Valley,2013-01-16T22:23:19Z,2012-09-25,113.0,18162,['wonky'],39
122,0Rsehz23B2AQ0OL5NvKXXJ,Dame Edna Everage,2012-10-25T07:04:58Z,1997-09-12,5522.0,167,[],4
123,0S1SjYebdSaiMpI8xSW2Wb,Donald Fagen,2018-02-08T03:48:26Z,2006-03-07,4356.0,110715,"['art rock', 'classic uk pop', 'jazz fusion', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",51
124,0Sh2X6e3JerGnyEF0vDgbk,Becca Stevens,2017-01-25T06:26:55Z,2014-09-05,0.0,11585,[],41
125,0SwO7SWeDHJijQ3XNS7xEE,MGMT,2017-08-02T22:03:22Z,2007-12-14,3519.0,1621353,"['alternative dance', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'rock']",76
126,0T1ITvo373zVtx1PnoTv7A,Mara Hruby,2015-02-05T20:36:26Z,2014-03-18,324.0,2742,[],21
127,0TAPEEcG2NQAfSKkreQWAM,Ammar 808,2019-08-04T21:01:32Z,2018-06-15,415.0,2279,['arab groove'],24
128,0TF6B1cp2QZXLE0NjhTMT9,LITE,2016-10-28T17:02:34Z,2016-09-02,56.0,36092,"['instrumental math rock', 'instrumental rock', 'japanese math rock', 'japanese post-rock', 'math pop', 'post-rock']",38
129,0TRdPkXMabkeuB8JautkEf,Julian Lage & Chris Eldridge,2017-01-13T17:45:00Z,2017-01-10,3.0,4969,[],40
130,0TWh8SvwU9vR6V3Bz1xN0k,Trichotomy,2014-04-10T07:13:04Z,2013-02-03,0.0,1921,[],19
131,0TuCWFm7bQMED2ddtyroZ3,The Raah Project,2014-04-10T07:13:04Z,2009-10-20,1633.0,1287,[],18
132,0Tviw34k2zZgRWZHmz1S7d,Shyamala,2018-10-09T17:46:37Z,2018-08-17,53.0,158,[],6
133,0Ty63ceoRnnJKVEYP0VQpk,Sting,2012-01-21T09:18:49Z,1986,4768.0,1534666,"['permanent wave', 'soft rock']",75
134,0U7iI0Dk4Ojvi17nZboNO4,Vacations,2019-09-11T16:31:28Z,2016-12-09,1006.0,36412,"['indie garage rock', 'newcastle nsw indie']",50
135,0UF7XLthtbSF2Eur7559oV,Kavinsky,2017-02-10T17:49:55Z,2010,2597.0,546234,"['disco house', 'filter house', 'new rave']",62
136,0UQW5kxRc9XEPwasEQH1rc,Kristjan Randalu,2018-03-22T18:13:11Z,2018-03-09,13.0,1134,['estonian jazz'],21
137,0UXQbuPATNYleZ6zm8VPlI,MAST,2016-11-30T23:23:47Z,2016-09-23,3.0,665,[],9
138,0V2YTCyeeSs4sivZL99x3g,Astro,2017-07-25T23:16:55Z,2012-08-28,1792.0,43827,['chilean indie'],40
139,0VuoStDUmutuXoPuTnYeG1,The Mysterons,2018-02-08T22:27:12Z,2017-02-10,363.0,3717,['dutch indie'],27
140,0Vz0vgVrclNJlHBLrgjklY,Kenny Garrett,2012-01-26T06:36:57Z,1997-05-16,5368.0,35080,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone']",45
141,0W0kuKgO5dLKxBOZUU2erM,Wild Ones,2015-01-01T19:44:33Z,2014-01-01,365.0,18288,"['chillwave', 'portland indie', 'shimmer pop', 'vapor soul']",40
142,0W2ZH8knJiOzH0ZwXnsgox,The Four Owls,2017-03-31T01:09:00Z,2011-12-05,1943.0,59055,"['uk alternative hip hop', 'uk hip hop']",51
143,0Wkm45quqfx3NepJpXDvwE,Superorganism,2017-06-07T21:01:04Z,2017-05-05,33.0,151071,['art pop'],59
144,0WtTGUjbur1R1cNzBvbsMU,Broadcast,2017-07-22T00:17:28Z,2000-03-20,5094.0,84044,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'chillwave', 'dance-punk', 'dream pop', 'electronica', 'experimental', 'experimental rock', 'folk-pop', 'freak folk', 'garage psych', 'hauntology', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'neo-psychedelic', 'noise pop', 'nu gaze', 'post-punk', 'singer-songwriter', 'slow core']",53
145,0Wy3xgOTkgtDlT9wJsOQjy,Huerco S.,2018-02-02T22:23:50Z,2016-06-10,602.0,14342,"['ambient', 'art pop', 'drone', 'dub techno', 'float house', 'fluxwork', 'microhouse', 'new isolationism', 'outsider house']",36
146,0X380XXQSNBYuleKzav5UO,Nine Inch Nails,2012-02-13T01:05:20Z,1999-01-01,0.0,1336500,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",70
