,Artist ID,Followers,Genres,Artist Popularity
534,6NuUoJb8ZNmm4HF45WmURO,160,[],2
535,78xUyw6FkVZrRAtziFdtdu,810117,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'philly rap', 'rap', 'southern hip hop']",66
536,5I81SUgzZ0g7dWkWKDc4QY,20856,"['soul flow', 'underground hip hop']",41
537,2rxiXXKdtR1e3ByeaGs7tv,1212,[],24
538,43NJEdCasDjCttH1AgahwO,6111,"['dutch indie', 'dutch rock', 'nederpop']",31
539,6cLEWhEKQl6nAvgr60M7zC,79453,"['folk', 'folk-pop', 'folktronica', 'lilith', 'new wave pop', 'singer-songwriter']",48
540,1pZQKC6RESDmHitEw5rHok,1185,[],27
541,6iVzn7VOmHkhFAnB8XAGZ4,11280,"['british experimental', 'drone', 'dub techno', 'glitch', 'mandible', 'new isolationism', 'sound art', 'uk experimental electronic', 'warm drone']",28
542,5Cg8yA6ZmSge0qEJPuO2mE,200,[],1
543,2FxdltjRC96gWJ7tMUadnz,2747,[],32
544,5B6X5CZS2DBDhWvwrXjJch,4391,[],30
545,3YoL2CCR3wyqJndcEDBwBH,13805,"['instrumental funk', 'neo-psychedelic']",41
546,2PqHbg123wqbCQmZM3LN1V,10,[],0
547,2W6kbe0nm96COrHzNmfLLd,1200697,['funk carioca'],65
548,3twuAojvYNrlWZpMkxLm3P,27169,['alternative hip hop'],72
549,678aHai0twQ5ZJcqO1KYWl,5652,"['bass music', 'fluxwork', 'footwork', 'ghettotech']",24
550,4Aixcj6XBhqbdEHDKS7QcH,18613,"['jam band', 'neo-psychedelic']",42
551,1dB3P0nCe9JD3qaFUDH9PW,99,['french jazz'],7
552,6mQfAAqZGBzIfrmlZCeaYT,798515,"['dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",69
553,1G53axgcQLgCHvjEVXbv5G,62,[],13
554,4DlMMgnldzX6OkCskmeGKz,30220,"['contemporary post-bop', 'gypsy jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz']",36
555,3Y3xIwWyq5wnNHPp5gPjOW,454679,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",71
556,2CXaub1yYrSk6ruDtOx6LZ,21396,"['bay area indie', 'shiver pop']",41
557,2Hg4SUNDuIn8xIidz9GxFw,72418,"['contemporary jazz', 'instrumental funk', 'jam band', 'jazz funk', 'jazz fusion', 'jazz organ', 'jazz trio']",47
558,2sSGPbdZJkaSE2AbcGOACx,196081,"['bedroom pop', 'indie pop', 'la indie']",65
559,5XenQ7XfcvQdfIbpLEFaKQ,558031,"['alternative r&b', 'dmv rap', 'hip hop', 'pop rap', 'rap', 'underground hip hop']",76
560,4gFssfOmWNY3LfIZ3zyoy4,157003,"['banjo', 'bluegrass', 'chamber pop', 'folk-pop', 'indie folk', 'mandolin', 'new americana', 'progressive bluegrass', 'stomp and holler']",53
561,7xk2FyMhjJrRvT8MNuBrUi,1043,"['brazilian modern jazz', 'jazz composition']",34
562,2SJJIN2VO9Cjvy0yhVuPEV,663,['north carolina indie'],9
563,4TqrWqGb9OUbR3ZGx23W4K,50,[],5
564,35xB3GprzH0JnRoVrCfiUS,9045,[],29
565,6mtABo05yeYtPftYEVfGoV,10888,[],33
566,5RADpgYLOuS2ZxDq7ggYYH,394614,"['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'new rave']",64
567,4FqPRilb0Ja0TKG3RS3y4s,476439,"['big room', 'deep big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house']",63
568,3om4OGkd81AaHzBGE9wf8h,2,[],0
569,1ph6inW1HWQbwPSzoD1y0e,9195,['american 21st century classical'],39
570,2F8WMVbezimYuQlzaBJl6W,171,[],2
571,3jLDJWlhuDcbq1DTlWp0NM,7059,['la indie'],34
572,0ihBDeJlIlXo4LFfAllsGm,38920,"['american post-rock', 'chicago indie', 'freak folk', 'indie rock', 'lo-fi', 'noise pop', 'post-rock', 'slow core']",42
573,6wWT7zLNVgTHbRh17E0tTk,13977,"['etherpop', 'omaha indie']",35
574,7eYZSXnQVCODCVmTV8Hk2T,81393,['baroque pop'],45
575,57YJQe0ayvIaRZJ3PW5nFP,25889,['soundtrack'],52
576,0EmUT6i9rTu9ZHy1Tl1iuX,40753,['rva indie'],51
577,5xQkKp2z5Kt3OYoOcla503,3733,['fluxwork'],34
578,43mWhBXSflupNLuNjM5vff,153362,"['alternative dance', 'belgian indie', 'belgian indie rock', 'big beat', 'dance-punk', 'electronica', 'filter house', 'ghent indie', 'mashup', 'new rave']",57
579,3tc5O6Blz62oYIm6cy6nDN,11008,[],36
580,5PvWhPEu0aTeImd5QVTSvW,11039,['rare groove'],41
581,72rZmJbRFSY6IFJAysfOdr,121231,['brass band'],50
582,2pAWfrd7WFF3XhVt9GooDL,496654,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'rap']",68
583,2JIf5JxI3ypOSfrfNIIMQE,111917,"['classic j-rock', 'electro', 'japanese city pop', 'proto-techno', 'shibuya-kei', 'zolo']",48
584,0aavHBWTe9ng2jWfnnQ0hp,2514,[],33
585,1b3F5FI7TX4IWTNA4P1kWp,53249,"['afrobeat', 'afropop', 'jazz trumpet', 'south african jazz', 'world']",46
586,5Ga4ie7tlXW9Fc6ObLbSCY,30310,"['japanese jazz', 'japanese jazztronica']",40
587,6diHo4GRFDIubnyPcfdt44,471,[],23
588,0KfQj0nNgTWRxhj94iD5Z5,1651,"['british jazz', 'progressive jazz fusion']",20
589,7mKZJ0SITREZQovQF6Qeb4,7455,"['indie jazz', 'uk contemporary jazz']",29
590,12Av6pjGrpX0wfTTyXNsyP,2532,['latin afrobeat'],21
591,62GoYifV4njTdvS8lD2yYT,44377,"['otacore', 'scorecore']",55
592,7ASMj5TvVCYDILcfTockhI,7738,"['chicago indie', 'popgaze']",26
593,23QKqAkKwti9zBiac6RFBA,21012,"['art pop', 'electra', 'fluxwork', 'footwork', 'intelligent dance music']",38
594,0ngituMMYxc98PPqP4nQeo,10,[],0
595,4TPxmxFgJUaVh4wkMyALJI,20,[],1
596,5AsILjsyA0MI31ybMkMTtz,47557,['experimental pop'],48
597,2uYWxilOVlUdk4oV9DvwqK,241182,"['art pop', 'brooklyn indie', 'chamber pop', 'dance pop', 'escape room', 'folk-pop', 'indie pop', 'indie rock']",66
598,2lN3yllrsFyoobMnKSfzsI,19842,"['cumbia', 'latintronica', 'musica afroperuana']",41
599,4G5ZJny3HvX6Il7eHVfnNC,108294,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'world']",58
600,1jonOyRkfkvgd1MUyZtPgj,16492,"['electric bass', 'jazz funk', 'jazz fusion']",32
601,3mNygoyrEKLgo6sx0MzwOL,121870,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'world']",55
602,6PDLwWvgYNMfBRLqC1h5cJ,93378,"['alternative r&b', 'cali rap', 'hip hop', 'pop rap', 'rap', 'trap soul', 'underground hip hop']",73
603,1moxjboGR7GNWYIMWsRjgG,4906411,"['art pop', 'baroque pop', 'chamber pop', 'folk-pop', 'pop', 'uk alternative pop']",79
604,3kANxNTLNOhxpOPoCbGq9E,26050,"['indie soul', 'retro soul']",49
605,4y5KbLj7nD6CGw5Q4CDDx9,701,[],19
606,6Z37ofcWV3ZDEMbevEtoSk,6508,"['battle rap', 'british jazz', 'contemporary jazz']",33
607,6SmZi1l1V08Xya4YqJf8WB,2949,['deep disco'],14
608,2hPgGN4uhvXAxiXQBIXOmE,389418,"['hip hop', 'pop rap', 'rap']",70
609,6cnOOzsrgzPayVXUyJ5zKF,170,[],5
610,4fpTMHe34LC5t3h5ztK8qu,680935,"['pop', 'pop rap', 'r&b', 'urban contemporary']",65
611,6ZUFztmnNpggjzUXH4irFx,2835,[],23
612,4nhvb6x9ZhPiYCzrHDNia9,53463,"['alternative dance', 'bass music', 'deep house', 'electronica', 'float house', 'future garage', 'indie soul', 'indietronica', 'microhouse', 'minimal techno', 'new rave', 'tech house']",50
613,5EDNm4kUch70bkF8XD3GCs,813,[],23
614,3SAMS1olAlq6wJ8Y7CApjs,10762,['bass trip'],37
615,1u7uShzlA1tXJeox3jMFPq,112153,"['dutch hip hop', 'dutch indie', 'dutch pop', 'dutch rock']",59
616,3AA28KZvwAUcZuOKwyblJQ,4919657,"['alternative hip hop', 'art pop']",81
617,2P5sC9cVZDToPxyomzF1UH,1530910,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",76
618,5EACmtyW2iwVRT92OQNpDq,8094,['new jersey rap'],38
619,7MUlxi9xFh6lOnvKbJkgbi,277,[],5
620,1FVo44KTXqxo3JxXADWTd9,10033,"['ambient techno', 'bass music', 'float house', 'fluxwork', 'outsider house']",31
621,0HSqzRnAQMXxNQczzjopsG,2824,['art pop'],29
622,5zS8r5hRRk1jzD41yYS1NO,128577,"['chillwave', 'indietronica', 'nu gaze', 'wonky']",49
623,1aSwrSGBNGMLn9ymttfRkk,89120,"['norwegian hip hop', 'norwegian pop', 'vapor twitch']",61
624,2XzHxDFTNywDd5ReMhgxkg,290992,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'rock steady', 'soul', 'urban contemporary']",56
625,1vgjN6nIPNKiiQGE9PtzTT,151452,"['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm']",50
626,7jLrU0VgQPdZlrOlAwX1LR,24,[],0
627,1ZwdS5xdxEREPySFridCfh,7280982,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",82
628,2PDYCxCY5cmsjWE9Uk3LEm,11689,['australian electropop'],37
629,56TVl2kDEtIzOBRKqPxDee,1085,['italian disco'],21
630,4kubsO16bEfCADaVUyoYb6,94246,"['chillwave', 'indie dream pop', 'indietronica', 'vapor soul', 'vapor twitch']",51
631,7GRrLcUxwtQLvOpO7OHO80,85031,"['australian garage punk', 'australian psych', 'neo-psychedelic']",55
632,0teb8J1T7OwcAQlBxRnPVd,976,[],24
633,7k88Dlhtwm39gL3zLM70zf,6244,['experimental pop'],31
634,0ECwFtbIWEVNwjlrfc6xoL,4028771,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",79
635,41JVKMtlK9ecoACJu1xWca,3714,['la indie'],33
636,39ZQx0618UYVBgGTDOJ2ds,35204,"['chillhop', 'jazz boom bap', 'lo-fi beats']",58
637,6HQYnRM4OzToCYPpVBInuU,259667,"['contemporary jazz', 'indie jazz', 'indie soul', 'jazz saxophone']",55
638,2czOrtIVegf3rq5pabX21O,4073,[],35
639,1lsJmnN90u3KBvF3tGEWr3,14805,['neo-psychedelic'],43
640,4xoTZnaFX7xWz76sVSgg7u,5807,"['deep soft rock', 'yacht rock']",34
641,2gR0iQTVBPHDKiNn1Kq8HI,38941,"['afro-funk', 'afrobeat', 'afropop', 'classic afrobeat', 'funk', 'highlife', 'indie jazz', 'indie soul', 'soul', 'world']",53
642,1rKrEdI6GKirxWHxIUPYms,480474,"['chamber pop', 'focus']",66
643,5cT2cb4OJiB5RwHfTJ2Xd2,75,[],28
644,7ie36YytMoKtPiL7tUvmoE,197835,"['classical', 'early modern classical', 'russian modern classical']",56
645,7c59lOg1veety7jD83d31w,9250,['indie jazz'],42
646,78NDaMzmcDKjt7mkXs7AuG,15775,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride']",37
647,7eKIP3IoPoUAZgZuvMM6hf,57729,"['breakcore', 'drill and bass', 'hardcore techno', 'intelligent dance music']",40
648,76rNPeXwFcvii9vnKMDnn0,2766,['australian post-rock'],14
649,0JHqTL3vKYMjdjP7OMxdzX,108,[],1
650,06W84OT2eFUNVwG85UsxJw,27020,"['indie surf', 'new americana', 'vermont indie']",47
651,6ueGR6SWhUJfvEhqkvMsVs,775103,"['alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b']",72
652,73sIBHcqh3Z3NyqHKZ7FOL,5646571,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",81
653,4KalZE1P6M1OlGNjLABVpf,203,[],9
654,1R4GxRuSVTPSb6oy56SPST,54169,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",48
655,3qnGvpP8Yth1AqSBMqON5x,874896,"['modern blues', 'soul']",76
656,0gOsZcHl7H3ewXVIEnWFZX,116820,"['chanson', 'french indie pop', 'french rock']",56
657,28j8lBWDdDSHSSt5oPlsX2,502530,['edm'],72
658,7JgXEHI1oEiQICAMeCsKTj,56636,['escape room'],41
659,2Mz5qpR3WxbcBwZBsmraWE,25901,"['atmospheric black metal', 'autonomous black metal', 'black metal', 'bosnian electronic', 'chaotic black metal', 'kentucky metal', 'pagan black metal', 'post-doom metal', 'post-metal', 'usbm', 'voidgaze']",36
660,6NOaZCnZyowwJiTHbh5dLS,9170,['dutch experimental electronic'],33
661,4YHtIE7FI8ITfekzzN5Jpl,66097,"['afrobeat', 'afropop', 'classic soul', 'funk', 'indie soul', 'jazz funk', 'soul', 'southern soul']",58
662,3AHFDfqhSqPBecjQDIOIJA,46854,"['art pop', 'chamber psych', 'experimental pop', 'freak folk', 'indie rock', 'noise pop']",46
663,14Im3li8h1ehG6eM3lersk,15610,['neo r&b'],36
664,78cT0dM5Ivm722EP2sgfDh,99792,['comic'],51
665,2N7DBqf05DIw5tqKLRAUq4,13595,"['baroque pop', 'freak folk']",33
666,7K64vyGna9ILfEEWnLKFEV,4651,"['indie jazz', 'uk contemporary jazz']",36
667,55GvWJxnuZAbR5OpqNfZKq,14,[],1
668,1oPRcJUkloHaRLYx0olBLJ,7881,"['electropop', 'indie electropop', 'la pop']",43
669,6dUZplQfg5blo0h9HiJ94d,21412,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']",54
670,23NIwARd4vPbxt3wwNnJ6k,167612,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'freak folk', 'garage psych', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop']",60
671,6FUsQ3dkSd27KwQ1iCugSV,4485,['gnawa'],48
672,0uZRjholJ0fVC2J9EvnYnj,96230,"['funk', 'neo soul']",49
673,1f8PlfSHEW6fHnILSzm8dI,21563,"['art pop', 'escape room', 'fluxwork']",38
674,7Ln80lUS6He07XvHI8qqHH,8633098,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",85
675,2vJObElaIZWYDLpiXiJMo9,74891,['shibuya-kei'],46
676,2ipBhKpOYqs6BbysLNGye6,35839,"['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'hip pop']",46
677,3AaY5O1qS0tcNPHwwMwplt,7253,"['contemporary jazz', 'jazz guitar']",32
678,7c5Qvy0cv7VGzRnUSwnSnj,19988,"['chamber psych', 'garage psych', 'neo-psychedelic']",31
679,1hCkSJcXREhrodeIHQdav8,367719,"['german soundtrack', 'scorecore', 'soundtrack']",76
680,5NtMqQLCzdVvL7F8vFp3zM,15265,"['dream pop', 'escape room', 'experimental rock', 'hyperpop', 'noise pop', 'nu gaze', 'post-rock', 'shoegaze', 'slow core', 'vaporwave']",46
681,1l51Sc9HBh8fLXUDEjFhxU,9523,"['classic soul', 'philly soul', 'quiet storm', 'soul']",51
682,2IkwqvwEnXFlZEq6eFP1wL,18251,"['country rock', 'folk', 'singer-songwriter', 'traditional folk']",40
683,6ZWMXMg25PGVCaoYZXQSyn,3902,"['freak folk', 'lo-fi', 'slow core']",38
684,5Z1XZyEFY0dewG8faEIiEx,242719,"['bebop', 'big band', 'cool jazz', 'french jazz', 'gypsy jazz', 'jazz', 'jazz guitar', 'swing', 'vocal jazz']",58
685,2PC54ZJmhrs4XtbLRaE6MA,10318,"['indie deutschrap', 'jazz boom bap']",48
686,1zjqPZmlIYTMAjmDtigRSo,3931,"['electra', 'fluxwork']",23
687,6MjMAExtRhpDfWqEUfaZzu,1897,[],20
688,65dR9mWSEKojt3aFbevjrR,96,[],5
689,1U1el3k54VvEUzo3ybLPlM,752437,"['art pop', 'colombian pop', 'pop']",77
690,681N6DCEDKu6miVIUE4MrT,6920,"['gauze pop', 'neo r&b']",33
691,0m2tJDhw7jrEj9qjVxIWRK,707,[],29
692,36HZxxjB0JQqj44ifSNcPR,7,[],0
693,4K2Ys4NwPXEYomQrKwAeZc,2841,"['contemporary jazz', 'jazz piano', 'swedish jazz']",43
694,4w11tKuaiTZUwlGSEJGerF,1678,[],12
695,2ZM47IuC500uguN3EKyRY4,24461,['neo-psychedelic'],45
696,5T0CZowaFUz30OrCLHoZMf,3044,[],27
697,4JG781pl96pL2h0AoERgOA,6616,"['indie jazz', 'jazz trumpet']",42
698,12AnGvqOxseM5VJLyO5yBs,95069,"['alternative dance', 'bergen indie']",50
699,7owr01EP6gwCYjnfQtPKy8,26820,['instrumental funk'],41
700,6jJG408jz8VayohX86nuTt,25314,"['dub', 'reggae', 'roots reggae']",53
701,0TWh8SvwU9vR6V3Bz1xN0k,1921,[],19
702,5jtGuhEEDh07yaFfm8qHg7,15152,"['avant-garde', 'avant-garde jazz', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'jazz piano']",23
703,7MSUfLeTdDEoZiJPDSBXgi,358810,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'fourth world', 'glam rock', 'minimal']",66
704,4enlUH42adijJsJemKLIrz,5978,"['afro psych', 'malian blues']",37
705,2skiByZr4MsWMxbAUMSFju,31,[],1
706,2YyigF1NMdFVqQBYyhfmw5,539,[],27
707,34me8hAxavRmcDIwhxa3b7,19242,"['indie fuzzpop', 'mississippi indie']",42
708,63aP18bg2ABSOqSNQcAMNy,48755,"['funk', 'louisiana blues', 'new orleans blues', 'roots rock', 'soul', 'southern soul']",51
709,0EaPzFV7rqE0NelrHfV1Nd,132,['library music'],11
710,4hCKF3RZSkFSMntkfCxO74,18103,"['instrumental soul', 'jazz funk', 'soul jazz']",39
711,2nSY0EIzz3eM6Y6Pc7VXkO,5102,"['indie jazz', 'uk contemporary jazz']",29
712,3tv8xMO0AkcqN9Th8KHyGd,4471,['instrumental funk'],28
713,6vuKG3jYCxSCCFwFe3BTvT,20,['library music'],2
714,4gysVp2wo05LSWobsuJFAA,108,[],0
715,1EULJuDFWpZ9xg4YwtUGGt,57444,"['ambient techno', 'electronica', 'float house', 'microhouse', 'minimal techno', 'shiver pop']",46
716,1C2Gz0VQuVWtaLWd54ujI5,6717,[],40
717,6u4jLGLPuarS3i2XWHVxoS,65422,"['swedish electronic', 'trance']",50
718,1fMujthy4KyGgUJnOeehH1,694,[],33
719,4vqWC22e67XLrE2N5DI3WX,1624,"['bristol indie', 'garage psych']",12
720,47odibUtrN3lnWx0p0pk2P,67581,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'experimental', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",40
721,0FQt8Hdz5S1JE7By1rmVwb,1048,[],24
722,1Uff91EOsvd99rtAupatMP,821261,"['classical', 'post-romantic era']",71
723,1lbgUkebgMpLT0gOSO7EOr,2580,['nashville indie'],28
724,4VksGqYn2k7ljivxGwRZ8y,3481,['jazz guitar'],40
725,1x82CGsqYeEgaL2ZrW7Khm,13126,['audiophile vocal'],38
726,73PqmYewGOesbBVOciGNV8,513,['nashville indie'],16
727,72XY3HrDdFfZXNZFCT9Zh1,93761,"['deep new americana', 'folk-pop', 'indie folk', 'new americana', 'portland indie', 'roots rock', 'stomp and holler']",53
728,00sAr10UTV1JZtHqxsLVn4,75732,"['garage rock', 'modern blues rock', 'neo-psychedelic', 'space rock', 'stoner rock', 'vancouver indie']",47
729,3UqRgrDIQ208yNGiWKRMNt,159013,"['alternative metal', 'birmingham metal', 'brutal death metal', 'crossover thrash', 'death metal', 'deathgrind', 'grindcore', 'groove metal', 'metal', 'speed metal']",48
730,27DeRe5LjIt9ZPXUjF90h6,13023,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'indian jazz', 'jazz piano']",35
731,0BxmFQFbzdxyrUlumvE7zz,1782,[],17
732,1g9VwNmgooBTj7uo8EVOHp,83,[],2
733,30FlkZ07z7eU1O0L51Io33,725,[],10
734,0L9xkvBPcEp1nrhDrodxc5,311055,"['art rock', 'brit funk', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'synthpop']",59
735,1MSxOmIt7uYgvPydd1tU8F,32763,"['chillwave', 'wonky']",47
736,2exkZbmNqMKnT8LRWuxWgy,444275,"['alternative dance', 'electronica', 'indietronica', 'microhouse', 'minimal techno', 'new rave']",62
737,5Z3IWpvwOvoaWodujHw7xh,70517,"['baltimore indie', 'freak folk', 'noise pop', 'noise rock']",48
738,5w4jm6oj9XguE2zaCEfd3S,10623,['soul flow'],36
739,6hk7Yq1DU9QcCCrz9uc0Ti,324201,"['bergen indie', 'electropop', 'folk-pop', 'indietronica', 'nz pop']",70
740,4mReAPPco75Rlqzvl9SjWk,209,[],1
741,4PjjytFMesfTDa9BmydLGW,3345,['brooklyn indie'],29
742,6WOxIudswU8kNC2LrpeiWu,2620,['yacht rock'],39
743,6XhxJt25bNl5IMPronm8zz,7759,['neo r&b'],28
744,6Ip8FS7vWT1uKkJSweANQK,618444,['uk hip hop'],81
745,237w5zTEzeK7mQpttwOAuB,98,[],2
746,7INoyxzr0vcNl5pOdGk5iE,554,[],12
747,7sGhjDpOtxrMLip4lGFU7P,17482,"['experimental', 'experimental pop', 'experimental rock', 'freak folk', 'gbvfi', 'lo-fi', 'noise pop', 'outsider', 'post-punk']",39
748,3IKV7o6WPphDB7cCWXaG3E,338618,"['classic soul', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",58
749,5fbhwqYYh4YwUoEs582mq5,383979,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",65
750,0ntVDLb8Ro6BLGVBVOBFVS,5199,['jazz cubano'],30
751,5EgMMveFcSL3rq87Wkyw4s,22882,"['afrobeat', 'funk', 'jazz funk']",41
752,3ioa0YcViKMk2UwVku6vhe,7466,"['ballroom', 'easy listening', 'jazz organ', 'lounge']",36
753,029y4wr8YYFoqPBahe8Ddz,22098,"['conscious hip hop', 'underground rap']",40
754,3DFoVPonoAAt4EZ1FEI8ue,184272,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'shimmer pop']",59
755,25u5QFxy3HVQsbcbxHOP62,21305,"['escape room', 'hyperpop']",43
756,3jsyANBBy6gOZUSQhiGclx,265936,['comic'],67
757,4jVvsFGggOdlGKDTOT9o23,1315,"['australian psych', 'modern hard rock']",11
758,7lysajaDFp2cX097v7H4SN,2912,['israeli jazz'],35
759,57LkmRYAzvaq7lt1JI6oZb,1458,"['contemporary jazz', 'jazz quartet']",42
760,2Bgj9IzoI7ASgjBkQttakf,5616,[],28
761,0UQW5kxRc9XEPwasEQH1rc,1134,['estonian jazz'],21
762,3ckzHEElFo6E2In6QQMRUN,175,[],8
763,6mMCSCuTbGU6kNr4303LwH,34356,"['breakcore', 'drill and bass', 'intelligent dance music']",45
764,7ycsWk9ae4pTAlWH8j6Hf9,46871,"['alternative r&b', 'indie soul']",44
765,4iCwCMnqsNZ6atvRiADgtn,247546,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",64
766,4FZ3j1oH43e7cukCALsCwf,973425,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",63
767,5BhvG9bggFHpnuUkl5SnKw,10846,"['neo r&b', 'nyc pop']",44
768,6wG77Rz1cQYuKSoW7gaZkL,7768,[],24
769,2MPHBxznH1fj59jbOWY38u,66877,"['alternative r&b', 'art pop', 'escape room', 'indie r&b', 'indie soul', 'la pop']",58
770,6GG7kjBw8vm8v6mgLj66TJ,2640,['french jazz'],19
771,6lirZ0ouvh4l3fz3HSnIwi,5307,[],51
772,7BMccF0hQFBpP6417k1OtQ,503291,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",68
773,0LhUDcQWIfiP624KorSrcB,5829,[],47
774,0g9vAlRPK9Gt3FKCekk4TW,610127,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",66
775,0CGtg9hEF7QTj9VhGq5xi8,279,[],7
776,3AmgGrYHXqgbmZ2yKoIVzO,349590,"['alternative dance', 'art pop', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'electronica', 'garage rock', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'new rave', 'nu gaze']",59
777,7w6CFgYRRBheH4QOpa7xzI,9591,['australian r&b'],40
778,1S5IMPzZInvjin164cJ0Zs,1344,[],15
779,5Va9LuEmaZxnbk1gMnjMD7,107943,"['atl hip hop', 'conscious hip hop', 'hip hop', 'rap']",56
780,5FLbE1s9bnHwJhmngtVXpD,17330,['shibuya-kei'],14
781,6fmVG1KjVilXPkZ9x9UG8Z,6765,['iranian experimental'],19
782,0UXQbuPATNYleZ6zm8VPlI,665,[],9
783,3vzUquMMBiNQccnjYezeeR,1034,['indie jazz'],26
784,02zPEtdzUWnPToEVLRiQ7e,20563,"['a cappella', 'alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",46
785,4Qk0lWGeXydDvfrDufDQ9p,56798,"['folk', 'folk rock', 'singer-songwriter', 'traditional folk']",51
786,5Zmur9D9gpr6tXyDrpnbOe,51348,"['jam band', 'jazz fusion', 'progressive bluegrass', 'progressive jazz fusion']",44
787,2CV1vj08wUVXTAMs2Ho35r,6669,['jazz funk'],28
788,5hqB3Fxgin9YGYa0mIGf1G,59914,"['art pop', 'art rock', 'bow pop', 'compositional ambient', 'experimental', 'experimental pop', 'laboratorio']",46
789,5CK3a77IzCSHjNqzRcbhuG,45098,"['jazz funk', 'jazz fusion', 'jazz guitar', 'jazz metal', 'neo classical metal']",39
790,4YygB8sfxuIcj2p0G9kpQ5,64803,"['progressive jazz fusion', 'progressive post-hardcore']",51
791,7KgfPSuWAolvddWdnJWm4a,110,['uk noise rock'],0
792,5E2rtn57BM2WPjwak4kGd5,200880,"['alternative metal', 'alternative rock', 'dance-punk', 'el paso indie', 'emo', 'garage rock', 'indie rock', 'modern rock', 'post-hardcore']",52
793,5m4l4rITX9foaGMnSrhog6,2392,"['math rock', 'noise rock']",12
794,1qsa20MWDjV9QI93zn2i2s,7479,"['bass trip', 'future garage', 'wonky']",37
795,3KuNrap7xPWVJCyBHAE4le,14231,"['balearic', 'nu disco']",42
796,5I0593TTVPzkanWW8xsTns,23550,"['bass music', 'electronic trap', 'glitch hop', 'wonky']",51
797,2RbMOnpbQqUjejSB3Uwmzl,925,['jazz guitar'],12
798,1QDou4hCker2eGblLzIq80,2964,['jazz piano'],33
799,0si9BxvM2C33fAIkr1pgUc,31286,"['jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz']",47
800,4NWb3aLeuAifoxB2B4ospX,0,[],0
