,Primary Artist,Track Name,Popularity,Added At,Release Date,Artist ID,Track ID,Playlist Date - Release Date,Days Until Discovery
0,Robert Glasper,Endangered Black Woman [Feat. Andra Day & Staceyann Chin],40,2019-10-03T19:16:47Z,2019-10-03,5cM1PvItlR21WUyBnsdMcn,6HMZPGvQxzFFhyMJLjNQnt,0 days 19:16:47.000000000,0.0
1,Danny Brown,3 Tearz,49,2019-10-02T12:28:42Z,2019-10-01,7aA592KWirLsnfb5ulGWvU,1BMdBu6UsVCyYZ8BvTdBtw,1 days 12:28:42.000000000,1.0
2,Archy Marshall,Arise Dear Brother,42,2019-10-03T17:33:27Z,2015-12-10,2pLvihTVAElhBCw7HcrIUC,26d3GcODYXIwjxspmIWHW0,1393 days 17:33:27.000000000,1393.0
3,The Midnight Hour,Harmony,35,2019-10-18T04:56:37Z,2019-10-18,1S5jf5XWhQTMjGZQxCH0AJ,4muWswJjEaNdXZS6bnNucA,0 days 04:56:37.000000000,0.0
4,"Lee ""Scratch"" Perry",Magik,20,2019-10-03T17:41:57Z,2019-10-02,1TsG4AumsMt1Tcq2nHpov9,6LVCbj6ha72ytZbhzaiWId,1 days 17:41:57.000000000,1.0
5,clipping.,Blood of the Fang - Single Edit,49,2019-10-03T17:10:55Z,2019-10-03,5HJ2kX5UTwN4Ns8fB5Rn1I,3lJ3qitpcQ7nh2UhYmImYo,0 days 17:10:55.000000000,0.0
6,Jakub Zytecki,"How to, Alice D",29,2019-10-15T17:54:30Z,2019-10-03,43EA0mCA9Iiw33kdPtMa1q,1L04RYGNSBmdhRHnObqZXo,12 days 17:54:30.000000000,12.0
7,Zoë Blade,Winter,14,2019-10-11T22:14:39Z,2019-10-10,4MaF9QDZ6zGTLM83lwyDRU,5LJmsfxm1Tp63ReJodfzJd,1 days 22:14:39.000000000,1.0
8,Datassette,To the Scullery,15,2019-10-04T19:57:02Z,2019-10-04,5bTaUOrBY8IWCwW12jCU5U,4Haio1ks6A2FoQdPWGUhoF,0 days 19:57:02.000000000,0.0
9,Anna Meredith,Inhale Exhale,23,2019-10-08T15:48:52Z,2019-10-04,5zDUidkda0GoYHu2vMr3G2,1yVWpxBwkauwvn6AiOtmkU,4 days 15:48:52.000000000,4.0
10,Lil Ugly Mane,Cakey Cakey,29,2019-10-04T20:30:38Z,2019-09-11,2gPLG9mGaU67woC5L0luYA,2qGIXomBtaasEMNNRtAGVK,23 days 20:30:38.000000000,23.0
11,Ariana Grande,blazed (feat. Pharrell Williams),62,2019-10-01T23:49:59Z,2018-08-17,66CXWjxzNUsdJxJ2JdwvnR,4mLkiFppf8Xvem6BSY34qw,410 days 23:49:59.000000000,410.0
12,Mahalia,I Wish I Missed My Ex,66,2019-09-30T17:57:17Z,2019-09-06,16rCzZOMQX7P8Kmn5YKexI,3f50PY0yOtMHo9BgCX9WRJ,24 days 17:57:17.000000000,24.0
13,Lizzo,Cuz I Love You,65,2019-10-03T21:15:48Z,2019-05-03,56oDRnqbIiwx4mymNEv7dS,5gkFxBuUuASmNtmq0T5xSu,153 days 21:15:48.000000000,153.0
14,Biddadat,The Parallel,4,2019-10-03T15:49:28Z,2019-06-28,7kxfOT7GGnh3TGhjF0CLvu,2Vg0ELjojr5kz8NxRZqegN,97 days 15:49:28.000000000,97.0
15,Sungazer,Drunk - Live,32,2019-10-03T17:18:25Z,2018-01-01,1uvnDqn7UvVy6orSq1E2YF,1msLIM7K6QWTeBDnooIlVk,640 days 17:18:25.000000000,640.0
16,Yazz Ahmed,Ruby Bridges,26,2019-10-15T18:27:12Z,2019-10-11,1srvW9AP2k4GLhS3hlC3IN,7bmVcP9nZxtJGFAxgNIsmE,4 days 18:27:12.000000000,4.0
17,IGBO,Something To Do,41,2019-10-15T18:26:40Z,2019-06-28,7IPimpFl8df3dGRlhuKKpm,6ZFuCHvdJbiuPrc5FTQ4Kz,109 days 18:26:40.000000000,109.0
18,Resavoir,Taking Flight,27,2019-10-03T17:33:16Z,2019-06-28,4Sl3fpSDeo9cMb3ouKm0rV,6z8QRU8XyAglbvNxr3BZHo,97 days 17:33:16.000000000,97.0
19,Giya Kancheli,Tune from the Film by Lana Gogoberidze: When Almonds Blossomed,42,2019-10-03T22:17:49Z,2014-05-16,7eZXdqPC0XYtALWzaVjGLh,0vqNv43ZdOMGwq6ZZiRBEH,1966 days 22:17:49.000000000,1966.0
20,Nuala,Lay Down My Gun - Brian Eno Mix,24,2019-09-30T18:01:06Z,2019-09-27,38l2utoHhvn7dvWk02FJRa,6nnoDrCq12ppUpZuSSBopZ,3 days 18:01:06.000000000,3.0
21,America,Head and Heart,30,2019-10-03T17:52:29Z,1972-01-01,35U9lQaRWSQISxQAB94Meo,3jblvPmAFtyURBVD2OcZ6c,17442 days 17:52:29.000000000,17442.0
22,Carpenters,(They Long To Be) Close To You,60,2019-10-03T16:31:21Z,1970,1eEfMU2AhEo7XnKgL7c304,50q2aUjWoTn6CJIfSPRJQA,18172 days 16:31:21.000000000,18172.0
23,Ben Monder,My One and Only Love,3,2019-10-22T17:17:27Z,2019-04-12,2CH9bD5RtnDcm9O23JByN7,2WoILWgDmo0bFmGF9zRiqz,193 days 17:17:27.000000000,193.0
24,Sandra Mogensen,"Piano Transcriptions of Original Songs, Op. 52: No. 4, Solveig's Song",0,2019-10-22T17:17:27Z,2009-12-16,6po5RkbjwlLugrHSrLxgEv,6rPdMaCjA08v96DXUKpcbQ,3597 days 17:17:27.000000000,3597.0
25,Paweł Szamburski,Vita in ligno moritur,11,2019-10-21T17:21:22Z,2019-03-30,1TEhUu0FjL0mIBiZPH90PI,4MLIMhcntZ1vF5zniAJ9rM,205 days 17:21:22.000000000,205.0
26,Dave Liebman,Blaizza,5,2019-10-22T17:17:27Z,2019-10-11,429bUEZe2Hq5QJvO2CmhLn,58qI0wpgpRcwiw0XxBOETB,11 days 17:17:27.000000000,11.0
27,Kate Davis,Daisy,34,2019-09-30T17:51:26Z,2019-09-26,4jXKRg7GZPm3mKGgKwUEco,5EdtjUe9kSJGfwRtghJWTJ,4 days 17:51:26.000000000,4.0
28,The Mysterons,Sold My Medicine,19,2019-10-03T22:29:02Z,2017-02-10,0VuoStDUmutuXoPuTnYeG1,7qBFdx38JTvNNfBw5PAFni,965 days 22:29:02.000000000,965.0
29,Georgia,Never Let You Go,45,2019-10-04T03:24:12Z,2019-09-19,06knYh538h5SI7OAEF8ek3,6H15f8zwZSiFE1iseSvkLT,15 days 03:24:12.000000000,15.0
30,Angel Olsen,Too Easy,55,2019-10-09T00:43:28Z,2019-10-04,6mKqFxGMS5TGDZI3XkT5Rt,7kFiu7h1Dlbx4DjQznA5MJ,5 days 00:43:28.000000000,5.0
31,Sarah Jarosz,When Doves Cry - Recorded At Spotify Studios NYC,61,2019-10-19T19:09:25Z,2017-07-19,6nFBonVf7Lqaj05R0v5VGJ,4LLTqpc4ywNrx89seBQi3w,822 days 19:09:25.000000000,822.0
32,Anna Wise,Count My Blessings,22,2019-10-11T13:02:54Z,2019-10-04,0N41KJ4H6bkPAm2tx7VS8C,6ZlcP4IxgrMJ4LFlVI6Uz1,7 days 13:02:54.000000000,7.0
33,D'Arcangelo,Pull Seven,14,2019-10-16T17:20:17Z,2018-03-02,3nEL9Ylglfn3CY6CbWZx11,51IDmDIBiIdusdssjXA2lO,593 days 17:20:17.000000000,593.0
34,Chong the Nomad,Undervelvet,27,2019-10-18T04:56:11Z,2019-10-18,586OHhbBhXRpOY8LezbUcK,3mVOWBNm6MFVIuAkOOq9tF,0 days 04:56:11.000000000,0.0
35,Emily King,Can't Hold Me - Machinedrum Remix,33,2019-10-04T19:55:05Z,2019-10-01,6jlWj6y00bMQt8XoKuCjyZ,3nUL30dEdPGlGCLEYdldZ9,3 days 19:55:05.000000000,3.0
36,Robert Glasper,Let Me In [Feat. Mick Jenkins],41,2019-10-03T18:55:23Z,2019-10-03,5cM1PvItlR21WUyBnsdMcn,2y91djz91Yeh9rnTRRSuL1,0 days 18:55:23.000000000,0.0
37,SULTAN KOPI SUSU,SVE_LVE_ (ft. Jackie Pomeroy),0,2019-10-04T20:24:41Z,,,,,
38,Run The Jewels,All My Life,47,2019-10-05T02:52:28Z,2014-10-24,4RnBFZRiMLRyZy0AzzTg2C,5eOWpFP7pTLQmISfx2RJpW,1807 days 02:52:28.000000000,1807.0
39,Danny Brown,Negro Spiritual,55,2019-10-05T16:05:19Z,2019-10-04,7aA592KWirLsnfb5ulGWvU,7gWp2hHJYtnLLvIw9ltH0V,1 days 16:05:19.000000000,1.0
40,Zenobia,La Fou - Up,12,2019-10-15T18:25:38Z,2019-04-12,1111ivBPyEwa1mdOB2SA0X,2t0uPgYIWpWyJSRKwOnYbs,186 days 18:25:38.000000000,186.0
41,Anna Wise,Juice,27,2019-10-18T04:54:35Z,2019-10-18,0N41KJ4H6bkPAm2tx7VS8C,6064SKkqlBoGBGvxhj1fzS,0 days 04:54:35.000000000,0.0
42,Lil Ugly Mane,Last Breath (Outroduction),28,2019-10-04T20:29:35Z,2012-02-11,2gPLG9mGaU67woC5L0luYA,2RnuhGKB97iAZIe7XzCpyf,2792 days 20:29:35.000000000,2792.0
43,Robert Glasper,"All I Do [Feat. SiR, Bridget Kelly, Song Bird]",43,2019-10-03T19:32:28Z,2019-10-03,5cM1PvItlR21WUyBnsdMcn,3UBsobFiVXbqZ1hFU16gBI,0 days 19:32:28.000000000,0.0
44,Chick Corea,Pastime Paradise - Live,28,2019-10-05T03:32:29Z,2019-10-04,5olDKSsFhhmwh8UCWwKtpq,1TXcICM8azGPw5A3rE8A2H,1 days 03:32:29.000000000,1.0
45,Hayajan,Ween El-Kalam,35,2019-10-10T19:05:23Z,2013-05-06,0ezquZkJscWDhtBZwptcKT,6ggyvXMDwARoo76Clvlngg,2348 days 19:05:23.000000000,2348.0
46,Sleepytime Gorilla Museum,The Companions,13,2019-10-06T19:33:02Z,2007-05-29,74KPeP60dRLSAAk7sFtWTC,1dR2YbzOHYedZVp4SNwInh,4513 days 19:33:02.000000000,4513.0
47,EOB,Santa Teresa,41,2019-10-04T19:56:58Z,2019-10-04,4CX6yOoTFQeiwL5yxuFuIG,05xWkYkbnLEKzzDOBRaQuh,0 days 19:56:58.000000000,0.0
48,a-ha,Crying in the Rain,61,2019-10-18T03:23:51Z,1990-10-27,2jzc5TC5TVFLXQlBNiIUzE,6c9nkeetGbsoXa7d5E1wHa,10583 days 03:23:51.000000000,10583.0
49,Deerhoof,Magic Star,34,2019-10-18T04:55:49Z,2019-10-15,7AZwAitWq1KcFoIJhRWb6V,4115wSH5FaGzNuQ7AUXqrL,3 days 04:55:49.000000000,3.0
50,Kneebody,The Trip,24,2019-10-18T04:55:08Z,2019-10-18,0rS1Y2DkDJhLiaR0MyJyCg,6HdTCKHiMlbmxNq1GCouqj,0 days 04:55:08.000000000,0.0
51,Crystal Beth,Dolphy,2,2019-10-15T18:26:55Z,2019-10-14,0vzIIaS5OpVYWPvJLzc95P,1LyDm9k0jv7rox90dKBIGi,1 days 18:26:55.000000000,1.0
52,clipping.,Attunement,41,2019-10-18T15:06:26Z,2019-10-18,5HJ2kX5UTwN4Ns8fB5Rn1I,0D97DewVHlQLRxGOXVmr7i,0 days 15:06:26.000000000,0.0
53,Frank Ocean,DHL,80,2019-10-20T03:50:14Z,2019-10-19,2h93pZq0e7k5yf4dywlkpM,2INhKpUdzh7v0j041gZNsz,1 days 03:50:14.000000000,1.0
54,Beck,Uneventful Days,63,2019-10-17T15:41:05Z,2019-10-17,3vbKDsSS70ZX9D2OcvbZmS,0cq5E0XfR8qiXKJEwXxORy,0 days 15:41:05.000000000,0.0
55,Datassette,Shooz Who,33,2019-10-18T04:58:58Z,2019-10-18,5bTaUOrBY8IWCwW12jCU5U,1ng9sA5GYW2qNlC6NzX0Du,0 days 04:58:58.000000000,0.0
56,Sheer Mag,Expect the Bayonet,37,2019-10-23T14:36:02Z,2017-07-14,58ehndX799ZV9Jcv6IefJ1,6Kq4yROAMSvYvI6gCuYcy4,831 days 14:36:02.000000000,831.0
57,Mario Diaz de Leon,Sacrament,16,2019-10-29T22:44:52Z,2019-08-30,4sRf7lv4mmc3xIPthh4Wp6,2E69bKaO0IRXPa0hFsvJ1R,60 days 22:44:52.000000000,60.0
58,Monsieur Periné,Bailar Contigo,61,2019-10-30T02:11:29Z,2018-05-18,36KsCCwgI0Dep97yVJWmkK,4hi9OTFKomNUlAIhp1fmap,530 days 02:11:29.000000000,530.0
59,Perfume Genius,Eye in the Wall,47,2019-09-13T14:42:57Z,2019-09-13,2ueoLVCXQ948OfhVvAy3Nn,4zHphnQaIiwuUGxOOfYZac,0 days 14:42:57.000000000,0.0
60,MonoNeon,Lifting My Hands to the Sky,19,2019-09-13T15:00:28Z,2019-09-04,3IuEuLez19teZSN32Pf70j,7GpW911SpXTKITUF2Fcp1M,9 days 15:00:28.000000000,9.0
61,Jake Sherman,Georgia,12,2019-08-31T04:57:30Z,2019-08-30,6AI2XSWC2XMytOFLLXX1TO,3lmEQAgfF4eyZy3WVFXisC,1 days 04:57:30.000000000,1.0
62,Wolfgang Muthspiel,Friendly Travellers,7,2019-09-12T04:05:19Z,2007-03-27,7a7Vs88vzOcmHh4GOpUEJJ,3QDTO1Vc8w1kAoZtej3NVW,4552 days 04:05:19.000000000,4552.0
63,The Bad Plus,Avail,33,2019-09-06T13:17:41Z,2019-09-06,5qOfTfMzTj2dvvpWKzIFk6,2er8ccahlevbROrqWyyfXY,0 days 13:17:41.000000000,0.0
64,ELEW,Zhivago,6,2019-09-06T03:41:43Z,2019-07-19,1VuDXcZRFMb2Kcv04m9Wj3,7DpodU5P3YcrTeh6j5xHrN,49 days 03:41:43.000000000,49.0
65,The Harvey Averne Dozen,You're No Good,19,2019-09-06T15:37:46Z,1968,1mck5dIwHpn9Roun7jD1lJ,52NX2K9uJ9Pi3lzJ8haz3u,18876 days 15:37:46.000000000,18876.0
66,Danny Brown,Dirty Laundry,52,2019-09-06T13:17:57Z,2019-09-05,7aA592KWirLsnfb5ulGWvU,0iAI4Nv50sU0LGRKmF555Z,1 days 13:17:57.000000000,1.0
67,Sampa the Great,Final Form,26,2019-09-06T16:24:35Z,2019-09-04,7fw0E8WHdG3r9SuPBcGmWk,659POAgYiPV3Z3e8nfs9cj,2 days 16:24:35.000000000,2.0
68,clipping.,La Mala Ordina - Single Edit,34,2019-09-12T16:59:56Z,2019-09-12,5HJ2kX5UTwN4Ns8fB5Rn1I,20lyzx1Leis61sFqIBflXV,0 days 16:59:56.000000000,0.0
69,SOPHIE,XTC Acid,30,2019-09-06T16:22:09Z,2019-09-06,5a2w2tgpLwv26BYJf2qYwu,6eL4FBJKMQ5wkouTPFx633,0 days 16:22:09.000000000,0.0
70,Kero Kero Bonito,When The Fires Come,42,2019-09-13T14:42:43Z,2019-09-09,6OqhFYFJDnBBHas02HopPT,0M6rITkLFIAMXPZWHpvJ7I,4 days 14:42:43.000000000,4.0
71,Grimes,Violence,68,2019-09-06T16:22:31Z,2019-09-05,053q0ukIDRgzwTr4vNSwab,1AL43xNYEG5KSoqf9Yd6Cr,1 days 16:22:31.000000000,1.0
72,Chong the Nomad,Non-Stop,29,2019-09-03T04:26:38Z,2019-09-02,586OHhbBhXRpOY8LezbUcK,7I9uFUyskONZs7dvZhBE3R,1 days 04:26:38.000000000,1.0
73,Aiming for Enrike,Infinity Rider,30,2019-09-13T14:43:27Z,2019-09-13,78pR36HrjrFVIml89h1y4v,6oy63pMlbVkePM9tHM9oWT,0 days 14:43:27.000000000,0.0
74,Junior Senior,Itch U Can't Skratch - Tore Johansson Version,14,2019-09-06T16:51:51Z,2005-03-07,7xNPROyVfkH4mcIxxCxySm,0FgO3rSWloxlzsQtijn4Sp,5296 days 16:51:51.000000000,5296.0
75,Just Jack,Disco Friends,22,2019-09-12T04:03:05Z,2006-11-17,6E3y6qSvu3m0diUN95sLRz,2caMp830iwDTX8AZJECGN3,4682 days 04:03:05.000000000,4682.0
76,Saskwatch,Then There's You,36,2019-09-23T17:51:49Z,2017-08-04,7enc8y57J9xcPixlwac4iM,49YEdF2QfY1SepvqEugkwy,780 days 17:51:49.000000000,780.0
77,Belle & Sebastian,I Want The World To Stop,38,2019-09-13T16:18:47Z,2010-10-12,4I2BJf80C0skQpp1sQmA0h,57KtBT18nGAa3lfbpYsMnF,3258 days 16:18:47.000000000,3258.0
78,Mark Rae,Mind Body and Soul,38,2019-09-12T04:02:29Z,2004-03-13,17yWcCF4X2x4Y6aoFqqJta,3qvnal5QKBLH1Y083RVbiV,5661 days 04:02:29.000000000,5661.0
79,Danny Brown,Best Life,57,2019-09-23T18:00:38Z,2019-09-17,7aA592KWirLsnfb5ulGWvU,7Eh6MPpRNIFzaFZywrHDMD,6 days 18:00:38.000000000,6.0
80,Ghazall,Zheqt Ma'k,23,2019-09-17T15:48:58Z,2017-03-22,52ithxL8nGscRP6ocUO1SG,4JU641COvRgmsLmU3PL3Aj,909 days 15:48:58.000000000,909.0
81,William Doyle,Design Guide,33,2019-09-06T16:29:43Z,2019-09-04,0taCSk8CSQVl8RZhV4tU5N,6k0tyvEZYSH99CJcZfJIUV,2 days 16:29:43.000000000,2.0
82,Ben van Gelder,Deo Volente,5,2019-09-06T16:27:47Z,2019-08-31,3oF2KEIn3rBRaGktWCwKdg,7dvsdCdAthVMOznPNVkQP8,6 days 16:27:47.000000000,6.0
83,Aaron Burnett,Frontier,1,2019-09-04T21:49:52Z,2018-12-10,7DODyub1vgGMDRgcd5Lb83,7Hxhd4jGm5eoFUWqplI9J3,268 days 21:49:52.000000000,268.0
84,Sun Ra,Soft Talk,9,2019-09-05T22:44:17Z,2014-04-03,0tIODqvzGUoEaK26rK4pvX,3JP5u2Vv4tvZcshsKdDwWN,1981 days 22:44:17.000000000,1981.0
85,Robert Glasper Trio,Lil Tipsy,20,2019-09-04T21:45:35Z,2004,1X9fqdEbrb6E8KjqC09GDJ,4ZpNis59MEOQbVKKqDEuHw,5725 days 21:45:35.000000000,5725.0
86,ELEW,Cubist Cubism,4,2019-09-06T03:41:28Z,2019-07-19,1VuDXcZRFMb2Kcv04m9Wj3,4qPmb5LsQYmFVvFoiAaBBm,49 days 03:41:28.000000000,49.0
87,FKA twigs,Cellophane,64,2019-09-12T03:56:44Z,2019-04-24,6nB0iY1cjSY1KyhYyuIIKH,3VwZqgfrM3xb1usuLprkTu,141 days 03:56:44.000000000,141.0
88,Angus & Julia Stone,Just A Boy,44,2019-08-29T03:19:18Z,2007-09-08,4tvKz56Tr39bkhcQUTO0Xr,2EH1kCtF7nxfhaVDhrcYUo,4373 days 03:19:18.000000000,4373.0
89,Mandolin Orange,Mother Deer,40,2019-09-18T21:57:24Z,2019-02-01,675tsBPpaZtqyiBwEf3ZEP,5JTX1OpUMjSpklw6KOfuYo,229 days 21:57:24.000000000,229.0
90,The Middle East,Ninth Ave Reverie,15,2019-09-11T18:32:11Z,2011-07-12,6imbHAlhHrFwtsOgqpeBK2,2G4MPbTjVsGqXtc6EitvVG,2983 days 18:32:11.000000000,2983.0
91,Prince,17 Days - Piano & A Microphone 1983 Version,48,2019-09-13T18:03:24Z,2018-09-14,5a2EaR3hamoenG9rDuVn8j,4n23NofxtEOwrkWmAUspOa,364 days 18:03:24.000000000,364.0
92,Soccer Mommy,Be Seeing You,42,2019-09-18T21:51:36Z,2019-01-31,4wXchxfTTggLtzkoUhO86Q,3lX52HcNhTWdvl1pBCbq71,230 days 21:51:36.000000000,230.0
93,Vacations,Relax,53,2019-09-11T16:31:28Z,2016-12-09,0U7iI0Dk4Ojvi17nZboNO4,1GHjBjnMJQ420waXq6Ut6I,1006 days 16:31:28.000000000,1006.0
94,Zula,At Least We're Going,0,2019-09-04T21:55:05Z,2019-04-01,4XmjReuskRGpqi10sc9CpG,7nAaMYfLSedj9DRDy27l6x,156 days 21:55:05.000000000,156.0
95,Eiji Nakayama,Aya's Samba,16,2019-09-06T17:38:32Z,2018-02-23,1NS04rPtsyC8aRGh065pIw,0anF1lFf3F8jfjBB6EY73h,560 days 17:38:32.000000000,560.0
96,Nils Frahm,A Place,52,2019-09-08T06:49:47Z,2018-01-26,5gqhueRUZEa7VDnQt4HODp,01CPfUmFuqqqlOq4X9Bl75,590 days 06:49:47.000000000,590.0
97,múm,"Don't Be Afraid, You Have Just Got Your Eyes Closed",26,2019-09-02T19:40:08Z,2002-05-20,4mw86zm4QZIL8SksdyE6OU,7m13gQr9gfM9RupjVQCFu9,6314 days 19:40:08.000000000,6314.0
98,Joep Beving,Sleeping Lotus,60,2019-09-04T01:01:48Z,2015-03-01,2VKfXEWzhUi9siHBDTI02Y,6c7uYlmHJtZPnenPjqG7Ir,1648 days 01:01:48.000000000,1648.0
99,Tigran Hamasyan,Toichi's Life,27,2019-09-13T14:42:34Z,2019-09-13,0D3h8NZqNp7BN97JwtV6eW,2Ya0mbdOzvM2eD3x9tU5AD,0 days 14:42:34.000000000,0.0
100,The Middle East,Sydney To Newcastle,15,2019-09-11T18:20:45Z,2011-07-12,6imbHAlhHrFwtsOgqpeBK2,5fEfHgeCGnBQG1eKO3Db5O,2983 days 18:20:45.000000000,2983.0
101,Frank Zappa,Bolero,21,2019-09-13T17:59:53Z,1991-04-16,6ra4GIOgCZQZMOaUECftGN,5qXsAvN7yYdSPjIUo4j6un,10377 days 17:59:53.000000000,10377.0
102,Michael Leonhart Orchestra,Alu Jon Jonki Jon,9,2019-09-06T18:21:40Z,2019-08-30,2gY0sujlCBr99XUPesswYC,0dfoXkDG42Jbr6Xuv8bbgj,7 days 18:21:40.000000000,7.0
103,The Fearless Flyers,Simon F15,38,2019-09-13T18:47:42Z,2019-05-03,1JyLSGXC3aWzjY6ZdxvIXh,2Up0otbgwsByG1rNe0KEQD,133 days 18:47:42.000000000,133.0
104,Miles Davis,This Is It,37,2019-09-06T17:34:47Z,2019-09-06,0kbYTNQb4Pb1rPbbaF0pT4,1Q5NbDxcbmHuHevtSa2Twr,0 days 17:34:47.000000000,0.0
105,Xiu Xiu,Into the Night,22,2019-09-04T21:48:41Z,2016-05-20,5JLqvjW3Nyom2OsRUyFsS9,4nPjSWKyhplwKbZhNMzYYn,1202 days 21:48:41.000000000,1202.0
106,Swans,It's Coming It's Real,44,2019-09-06T16:10:04Z,2019-09-06,79S80ZWgVhIPMCHuvl6SkA,1ZaPhBL8nGXfrW9qh0IkSS,0 days 16:10:04.000000000,0.0
107,Anna Wise,Abracadabra,43,2019-09-20T14:20:10Z,2019-09-20,0N41KJ4H6bkPAm2tx7VS8C,6qq7g4bthIKEyENRvxCWXs,0 days 14:20:10.000000000,0.0
108,MonoNeon,Hot Cheetos,30,2019-09-24T16:19:19Z,2019-01-18,3IuEuLez19teZSN32Pf70j,4IfdUgyqsiIgAzx00utJs0,249 days 16:19:19.000000000,249.0
109,B-Swifft,WAVES.,0,2019-09-23T18:21:37Z,2019-09-13,3YkLeI16LhOod2Aa5fwawX,52nvX92FGf0Mpcn0LJSgot,10 days 18:21:37.000000000,10.0
110,Free Nationals,On Sight,60,2019-09-20T14:21:11Z,2019-09-20,4596e2d3KmYzAeVenjCxfj,0VKtRbgIN0YlDSgIhGLvun,0 days 14:21:11.000000000,0.0
111,Jake and Abe,It's Easy,18,2019-09-23T18:10:52Z,2019-09-06,7Bh3Lcyq8hgu12JLljVNQ1,4F64PFaLnR9qzP4k5LQQKE,17 days 18:10:52.000000000,17.0
112,Eleni,Miłość jak wino,19,2019-09-23T17:49:20Z,2016-10-03,18Q7WIzhegYavOQpEHURUB,2qInM20ffjpX6FF3tcIBnN,1085 days 17:49:20.000000000,1085.0
113,Orville Peck,Winds Change,52,2019-09-22T20:35:53Z,2019-03-22,46auOkH1pk28rWrSoUNhLo,1WZBskvZhCIohgmu3ngv29,184 days 20:35:53.000000000,184.0
114,Jeff Tweedy,I Know What It's Like,44,2019-09-21T18:31:45Z,2018-11-30,2rDxtYUzTAYJJE3Bl3Z5IN,0nwXiAfcLCRliH5RRCAXMW,295 days 18:31:45.000000000,295.0
115,Ocean Alley,Confidence,69,2019-09-26T02:37:37Z,2018-03-09,18lpwfiys4GtdHWNUu9qQr,7to68V64Cu6zk0UDo5tyw3,566 days 02:37:37.000000000,566.0
116,These New South Whales,We Don't Need You Anymore,23,2019-09-23T03:36:43Z,2017-08-25,0srVTNI2U8J7vytCTprEk4,10lcT4nhYwwYOiJOhnlzEk,759 days 03:36:43.000000000,759.0
117,Maurice Ravel,Menuet en ut dièse (1904 - inédit),18,2019-09-24T16:07:53Z,2011-08-16,17hR0sYHpx7VYTMRfFUOmY,6YuQg0aC2cCmSSK42gKWzS,2961 days 16:07:53.000000000,2961.0
118,Nils Frahm,Middle Names,0,2019-09-24T16:05:42Z,,,,,
119,Taylor McFerrin,As You Are,28,2019-08-19T16:43:05Z,2019-08-16,0yLmsf6RBPYqm6hvFJCPg6,38e8YtZvfUjWoC4xA76qiQ,3 days 16:43:05.000000000,3.0
120,clipping.,Nothing is Safe,44,2019-08-14T14:24:38Z,2019-08-14,5HJ2kX5UTwN4Ns8fB5Rn1I,27c82C78XMsMcoCeeVAAF6,0 days 14:24:38.000000000,0.0
121,Ammar 808,Degdega,17,2019-08-04T21:01:32Z,2018-06-15,0TAPEEcG2NQAfSKkreQWAM,2pMeBgmq3PvuwpUiMN0NMk,415 days 21:01:32.000000000,415.0
122,No Baby,Breach,10,2019-08-07T04:04:04Z,2019-08-07,1LDP13QECfsKooq6Jt7anT,1cy1xEyqVNFv0XJv7CeP3V,0 days 04:04:04.000000000,0.0
123,the bird and the bee,Eruption,23,2019-08-02T04:03:16Z,2019-08-02,65XA3lk0aG9XejO8y37jjD,4GpCN2vSDTJ75tcCc3v6N4,0 days 04:03:16.000000000,0.0
124,Brittany Howard,History Repeats,35,2019-08-23T04:13:11Z,2019-06-25,4XquDVA8pkg5Lx91No1JxB,1wkwQW4Q014vkwRpFocJng,59 days 04:13:11.000000000,59.0
125,Kate Davis,Cloud,29,2019-08-24T03:07:52Z,2019-07-09,4jXKRg7GZPm3mKGgKwUEco,10LbjWyE2es1H8pCHppptd,46 days 03:07:52.000000000,46.0
126,D'Angelo,Unshaken,54,2019-08-07T17:12:47Z,2019-07-12,336vr2M3Va0FjyvB55lJEd,3okk47CKOqAm1TXmVPzNYf,26 days 17:12:47.000000000,26.0
127,Anna Meredith,moonmoons,21,2019-08-22T14:42:00Z,2019-08-22,5zDUidkda0GoYHu2vMr3G2,0Ut4VRWZK0ucSft5d9cjMG,0 days 14:42:00.000000000,0.0
128,Nils Frahm,All Armed,33,2019-08-22T17:35:04Z,2019-08-13,5gqhueRUZEa7VDnQt4HODp,0ah4k1jXcRFprzr9MhLrI2,9 days 17:35:04.000000000,9.0
129,Barker,Look How Hard I've Tried,39,2019-08-23T04:24:09Z,2018-06-01,3LEGPWdr7sarYtf2u0ETWN,6GNXHie8d6aN0rxFMnj2tx,448 days 04:24:09.000000000,448.0
130,Thom Yorke,YouWouldn'tLikeMeWhenI'mAngry,39,2019-08-21T20:20:50Z,2017-12-08,4CvTDPKA6W06DRfBnZKrau,1Rylwz6fFeJxxPnH650O96,621 days 20:20:50.000000000,621.0
131,Bon Iver,Naeem,59,2019-08-09T05:31:53Z,2019-08-08,4LEiUm1SRbFMgfqnQTwUbQ,10HyIp1uCZbLvS4ImdgHg7,1 days 05:31:53.000000000,1.0
132,Tōth,Song to Make You Fall in Love With Me,43,2019-08-12T16:25:32Z,2019-05-10,02nqs3YdfX7Th3gYTYFrqc,2roYKk0xtwJpooY5A3GxJR,94 days 16:25:32.000000000,94.0
133,Señor Fin,Chase Me,4,2019-08-02T04:21:16Z,2019-08-02,5bUop96cOZbPDuv50X4JpV,62IC0R9y776AeOTZpidRV5,0 days 04:21:16.000000000,0.0
