,Primary Artist,Track Name,Popularity,Added At,Release Date,Artist ID,Track ID,Playlist Date - Release Date,Days Until Discovery,Followers,Genres,Artist Popularity
1418,Bill Wurtz,Outside,38,2017-12-08T19:48:11Z,2017-09-28,78cT0dM5Ivm722EP2sgfDh,2Ig68x4WLnTHjaxIKfwz3H,71 days 19:48:11.000000000,71.0,99792,['comic'],51
1419,Bill Wurtz,In California,32,2017-07-19T05:17:12Z,2017-05-30,78cT0dM5Ivm722EP2sgfDh,3x7bxNyp7c3EprzGzz7WfU,50 days 05:17:12.000000000,50.0,99792,['comic'],51
1420,Bill Wurtz,Alphabet Shuffle,32,2016-07-11T20:14:20Z,2016-06-25,78cT0dM5Ivm722EP2sgfDh,0Wr9QfFwoGqPHEgaTLIGOi,16 days 20:14:20.000000000,16.0,99792,['comic'],51
1421,Bill Wurtz,School,0,2016-02-05T22:43:02Z,2014-02-19,78cT0dM5Ivm722EP2sgfDh,5QRsYF8KfKdEMhJ28anV1C,716 days 22:43:02.000000000,716.0,99792,['comic'],51
1422,Daniel Rossen,Deerslayer,32,2018-05-01T21:44:57Z,2018-04-05,2N7DBqf05DIw5tqKLRAUq4,0FMAt3SAwuaG589nxIdJyw,26 days 21:44:57.000000000,26.0,13595,"['baroque pop', 'freak folk']",33
1423,Hector Plimmer,Let's Stay,39,2018-05-01T21:52:31Z,2017-03-17,7K64vyGna9ILfEEWnLKFEV,5CgwhJ5YyjPrzMJYwjwRav,410 days 21:52:31.000000000,410.0,4651,"['indie jazz', 'uk contemporary jazz']",36
1424,Green Monster Big Band,The Johnny Quest Theme (arr. F. Ho),6,2018-05-03T21:02:07Z,2011-01-04,55GvWJxnuZAbR5OpqNfZKq,5dPjnadcACvKIx3hNq3f0W,2676 days 21:02:07.000000000,2676.0,14,[],1
1425,Magdalena Bay,Waking Up,27,2018-05-03T22:34:38Z,2018-01-26,1oPRcJUkloHaRLYx0olBLJ,3fhPEURPu2aOWQVaxNN9RV,97 days 22:34:38.000000000,97.0,7881,"['electropop', 'indie electropop', 'la pop']",43
1426,Magdalena Bay,Redbone,36,2017-06-03T19:07:26Z,2017-05-16,1oPRcJUkloHaRLYx0olBLJ,1T4Ym6pm9m35sMTuT0Un35,18 days 19:07:26.000000000,18.0,7881,"['electropop', 'indie electropop', 'la pop']",43
1427,Tommy Flanagan,Angel Eyes,6,2018-05-14T05:22:39Z,1961-01-01,6dUZplQfg5blo0h9HiJ94d,1D8IoRE086NrZlNMxXwrNu,20952 days 05:22:39.000000000,20952.0,21412,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']",54
1428,Tommy Flanagan,Willow Weep for Me,44,2016-11-30T18:43:01Z,2011-09-26,6dUZplQfg5blo0h9HiJ94d,4dwvM6WSpM4xO7scm3ufft,1892 days 18:43:01.000000000,1892.0,21412,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']",54
1429,Parquet Courts,Wide Awake,0,2018-05-15T04:21:02Z,2018-03-08,23NIwARd4vPbxt3wwNnJ6k,4zKNNVsZ6GOzhTzXHwkMgp,68 days 04:21:02.000000000,68.0,167612,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'freak folk', 'garage psych', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop']",60
1430,Parquet Courts,Captive of the Sun,42,2017-05-10T17:21:30Z,2017-02-17,23NIwARd4vPbxt3wwNnJ6k,5LudsNWmB3LFwx4YMHWysA,82 days 17:21:30.000000000,82.0,167612,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'freak folk', 'garage psych', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop']",60
1431,Innov Gnawa,Youbati - Boulila,9,2018-05-16T04:00:26Z,2018-03-30,6FUsQ3dkSd27KwQ1iCugSV,36SFAw8cptxZYvWd33kMa6,47 days 04:00:26.000000000,47.0,4485,['gnawa'],48
1432,Meshell Ndegeocello,I Wonder If I Take You Home,31,2018-05-16T16:08:26Z,2018-03-16,0uZRjholJ0fVC2J9EvnYnj,1k2Nu0StGWVtGWqDX8ntTj,61 days 16:08:26.000000000,61.0,96230,"['funk', 'neo soul']",49
1433,Meshell Ndegeocello,Virgo,5,2016-07-16T20:14:42Z,2007-01-01,0uZRjholJ0fVC2J9EvnYnj,5rImrvMTJtnNQtTd0E5mEF,3484 days 20:14:42.000000000,3484.0,96230,"['funk', 'neo soul']",49
1434,Meshell Ndegeocello,Article 3,6,2016-07-16T20:22:06Z,2007-01-01,0uZRjholJ0fVC2J9EvnYnj,1l9IZCCh8sm1HLUj4Q4x7Z,3484 days 20:22:06.000000000,3484.0,96230,"['funk', 'neo soul']",49
1435,Smerz,Half life,26,2018-05-17T12:49:58Z,2018-03-06,1f8PlfSHEW6fHnILSzm8dI,3e21Zu4SyCPUlLBPUE1Pug,72 days 12:49:58.000000000,72.0,21563,"['art pop', 'escape room', 'fluxwork']",38
1436,Smerz,Worth It,27,2018-03-11T01:15:14Z,2018-03-06,1f8PlfSHEW6fHnILSzm8dI,0DKECuhcGCdXlX1A23uDte,5 days 01:15:14.000000000,5.0,21563,"['art pop', 'escape room', 'fluxwork']",38
1437,Arctic Monkeys,Four Out Of Five,64,2018-05-18T18:56:03Z,2018-05-11,7Ln80lUS6He07XvHI8qqHH,3nhzPKCm2yqGmgEhdAg19u,7 days 18:56:03.000000000,7.0,8633098,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",85
1438,Arctic Monkeys,Brianstorm,25,2017-12-01T06:40:35Z,2007-04-03,7Ln80lUS6He07XvHI8qqHH,7k4flQKqNR9OpxOiRKCs0S,3895 days 06:40:35.000000000,3895.0,8633098,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",85
1439,Arctic Monkeys,Who The Fuck Are Arctic Monkeys?,0,2015-01-26T23:50:47Z,2006-05-09,7Ln80lUS6He07XvHI8qqHH,0B7RYwsoIOyP3ofAxr3JQl,3184 days 23:50:47.000000000,3184.0,8633098,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",85
1440,Cornelius,If You're Here - Recorded at Spotify Studios NYC,11,2018-05-18T18:56:46Z,2018-05-16,2vJObElaIZWYDLpiXiJMo9,3KkmASidTvTv73fI3LPqLh,2 days 18:56:46.000000000,2.0,74891,['shibuya-kei'],46
1441,Cornelius,If You're Here,0,2017-06-06T23:16:47Z,2017-05-26,2vJObElaIZWYDLpiXiJMo9,3EAoz99TziwYmizKbbwg0K,11 days 23:16:47.000000000,11.0,74891,['shibuya-kei'],46
1442,Cornelius,Tone Twilight Zone,0,2017-02-14T00:05:55Z,2002-01-01,2vJObElaIZWYDLpiXiJMo9,2xY29TkDOYKjaOGHqZN0SQ,5523 days 00:05:55.000000000,5523.0,74891,['shibuya-kei'],46
1443,Cornelius,Sleep Warm,0,2013-10-07T16:16:15Z,2006,2vJObElaIZWYDLpiXiJMo9,0vsH3GBXZBj7qvJ92LMGBF,2836 days 16:16:15.000000000,2836.0,74891,['shibuya-kei'],46
1444,Jean Grae,My Contribution to This Scam,33,2018-05-20T03:59:40Z,2018-03-30,2ipBhKpOYqs6BbysLNGye6,2fzvibAxqwManQKIJLrMgs,51 days 03:59:40.000000000,51.0,35839,"['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'hip pop']",46
1445,Jeff Parker,Blackman,0,2018-05-25T07:38:47Z,2018-05-21,3AaY5O1qS0tcNPHwwMwplt,2kMnN1l5axUNA3XjpUs9hh,4 days 07:38:47.000000000,4.0,7253,"['contemporary jazz', 'jazz guitar']",32
1446,Jeff Parker,Cliche,0,2016-08-02T17:50:35Z,2016-06-24,3AaY5O1qS0tcNPHwwMwplt,5wL8kYgnqKFYYIzLwKJtJ4,39 days 17:50:35.000000000,39.0,7253,"['contemporary jazz', 'jazz guitar']",32
1447,Jeff Parker,Like-Coping,8,2016-06-23T16:55:26Z,2003-01-01,3AaY5O1qS0tcNPHwwMwplt,4edPA8jUAfFX6hNGsNN7aJ,4922 days 16:55:26.000000000,4922.0,7253,"['contemporary jazz', 'jazz guitar']",32
1448,Hookworms,Negative Space,36,2018-05-20T19:45:33Z,2018-02-02,7c5Qvy0cv7VGzRnUSwnSnj,4kJv4XhNZirlrzXlWj0bex,107 days 19:45:33.000000000,107.0,19988,"['chamber psych', 'garage psych', 'neo-psychedelic']",31
1449,Ramin Djawadi,C.R.E.A.M.,0,2018-05-22T17:58:03Z,2018-05-21,1hCkSJcXREhrodeIHQdav8,0x11vTFsn7FyDZC9JaFfTL,1 days 17:58:03.000000000,1.0,367719,"['german soundtrack', 'scorecore', 'soundtrack']",76
1450,Sweet Trip,Dsco,49,2018-05-24T20:56:59Z,2003-06-10,5NtMqQLCzdVvL7F8vFp3zM,1OKkG3vxEuBBwLw1gCqdNW,5462 days 20:56:59.000000000,5462.0,15265,"['dream pop', 'escape room', 'experimental rock', 'hyperpop', 'noise pop', 'nu gaze', 'post-rock', 'shoegaze', 'slow core', 'vaporwave']",46
1451,William DeVaughn,Be Thankful for What You Got,43,2018-05-28T23:57:32Z,2008-08-05,1l51Sc9HBh8fLXUDEjFhxU,3PrqRBsMdy8eZkbDqDb32p,3583 days 23:57:32.000000000,3583.0,9523,"['classic soul', 'philly soul', 'quiet storm', 'soul']",51
1452,Judee Sill,Ridge Rider - Remastered,23,2018-05-24T21:29:38Z,1971,2IkwqvwEnXFlZEq6eFP1wL,3I6wdxs1GiKG7VX79HlITM,17310 days 21:29:38.000000000,17310.0,18251,"['country rock', 'folk', 'singer-songwriter', 'traditional folk']",40
1453,Papa M,Over Jordan,49,2018-05-28T23:56:30Z,2001-11-05,6ZWMXMg25PGVCaoYZXQSyn,243ataMT90SyeW7dWmtZfS,6048 days 23:56:30.000000000,6048.0,3902,"['freak folk', 'lo-fi', 'slow core']",38
1454,Django Reinhardt,Manoir De Mes Rêves - Instrumental,0,2018-05-28T23:55:27Z,2002-01-01,5Z1XZyEFY0dewG8faEIiEx,7J082M2YNhByOIGNsdQIeY,5991 days 23:55:27.000000000,5991.0,242719,"['bebop', 'big band', 'cool jazz', 'french jazz', 'gypsy jazz', 'jazz', 'jazz guitar', 'swing', 'vocal jazz']",58
1455,JuJu Rogers,Introduction,40,2018-05-28T23:55:16Z,2015-07-03,2PC54ZJmhrs4XtbLRaE6MA,3u0oSMugB9Ts1m55EqhWYc,1060 days 23:55:16.000000000,1060.0,10318,"['indie deutschrap', 'jazz boom bap']",48
1456,Olga Bell,Power User,7,2018-03-28T00:47:19Z,2016-05-27,1zjqPZmlIYTMAjmDtigRSo,5pn6xnlGTLatiwzWttjfc2,670 days 00:47:19.000000000,670.0,3931,"['electra', 'fluxwork']",23
1457,Gato Preto,Dia D,0,2018-03-28T00:42:55Z,2017-03-24,6MjMAExtRhpDfWqEUfaZzu,5kNJiK7wKSHjYD7KOIJ94a,369 days 00:42:55.000000000,369.0,1897,[],20
1458,Gato Preto,Tempo,0,2018-03-28T00:43:34Z,2017-03-24,6MjMAExtRhpDfWqEUfaZzu,1WMGWxmk9EACOM9EnePjCq,369 days 00:43:34.000000000,369.0,1897,[],20
1459,Henry Solomon,LA Boiz in NYC,3,2018-04-26T00:24:48Z,2018-03-25,65dR9mWSEKojt3aFbevjrR,2FGbw2yCwMaOjRGRnrEm2a,32 days 00:24:48.000000000,32.0,96,[],5
1460,Henry Solomon,On the Road,5,2018-04-26T20:01:12Z,2018-03-25,65dR9mWSEKojt3aFbevjrR,4oinnPAt5F7U2wpvbFb0d1,32 days 20:01:12.000000000,32.0,96,[],5
1461,Henry Solomon,Bye Ya,4,2018-04-26T20:27:56Z,2018-03-25,65dR9mWSEKojt3aFbevjrR,2hGewYZpBnpvCKog9twekM,32 days 20:27:56.000000000,32.0,96,[],5
1462,Kali Uchis,Just A Stranger (feat. Steve Lacy),68,2018-04-06T21:20:50Z,2018-04-06,1U1el3k54VvEUzo3ybLPlM,1HA2V2EfAgJUBVOju4YfiB,0 days 21:20:50.000000000,0.0,752437,"['art pop', 'colombian pop', 'pop']",77
1463,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",56,2018-01-22T07:56:43Z,2018-01-12,1U1el3k54VvEUzo3ybLPlM,1gmarFWgSwb4SWlmqDjWka,10 days 07:56:43.000000000,10.0,752437,"['art pop', 'colombian pop', 'pop']",77
1464,Royce Wood Junior,Honeydripper,27,2018-03-28T00:43:34Z,2015-05-12,681N6DCEDKu6miVIUE4MrT,1nnB7BRnPzbxq8rMQbyBzS,1051 days 00:43:34.000000000,1051.0,6920,"['gauze pop', 'neo r&b']",33
1465,Barrett Martin Group,Speak!,6,2018-04-13T23:55:36Z,2018-02-23,0m2tJDhw7jrEj9qjVxIWRK,6I4USP2y84wz0w7DOmrkYs,49 days 23:55:36.000000000,49.0,707,[],29
1466,Chase Morrin Trio,Seraphin,0,2018-04-21T22:16:41Z,2016-11-18,36HZxxjB0JQqj44ifSNcPR,33R1Xq38z7mKnGe8ecOmeH,519 days 22:16:41.000000000,519.0,7,[],0
1467,Bobo Stenson,Don's Kora Song,35,2018-04-24T22:05:57Z,2008-08-29,4K2Ys4NwPXEYomQrKwAeZc,192H1mOwT6TqfvNjUw4Vcf,3525 days 22:05:57.000000000,3525.0,2841,"['contemporary jazz', 'jazz piano', 'swedish jazz']",43
1468,The Nels Cline 4,Furtive,13,2018-04-16T16:51:22Z,2018-04-13,4w11tKuaiTZUwlGSEJGerF,65nforbtb1rxsQfpmMBwgt,3 days 16:51:22.000000000,3.0,1678,[],12
1469,Chaz Bundick Meets The Mattson 2,Don't Blame Yourself,43,2018-04-23T21:05:45Z,2017-03-31,2ZM47IuC500uguN3EKyRY4,6TVF3IDy7LpY0oBQl9RY07,388 days 21:05:45.000000000,388.0,24461,['neo-psychedelic'],45
1470,Alina Engibaryan,We Are,23,2018-04-08T02:11:58Z,2018-02-16,5T0CZowaFUz30OrCLHoZMf,42clz2amLAAGA5O0l3b0NJ,51 days 02:11:58.000000000,51.0,3044,[],27
1471,Keyon Harrold,Wayfaring Traveler,33,2018-04-13T20:15:31Z,2017-09-29,4JG781pl96pL2h0AoERgOA,1Q8ya90p7UjMOqx3w8HXV0,196 days 20:15:31.000000000,196.0,6616,"['indie jazz', 'jazz trumpet']",42
1472,Erlend Øye,Garota,7,2018-04-06T17:28:34Z,2014-10-03,12AnGvqOxseM5VJLyO5yBs,4skDw34eOhiefNMdIkyExp,1281 days 17:28:34.000000000,1281.0,95069,"['alternative dance', 'bergen indie']",50
1473,Delvon Lamarr Organ Trio,Al Greenery,0,2018-04-13T22:02:52Z,2018-03-02,7owr01EP6gwCYjnfQtPKy8,7HBvrOEpIuDl3Dld03UrDX,42 days 22:02:52.000000000,42.0,26820,['instrumental funk'],41
1474,Sly & Robbie,Rock-Stone Noah Bingie,2,2018-04-06T16:28:07Z,2018-03-23,6jJG408jz8VayohX86nuTt,39ZRnL0VQZqH4woDlUiI7M,14 days 16:28:07.000000000,14.0,25314,"['dub', 'reggae', 'roots reggae']",53
1475,Trichotomy,Inbox Zero,4,2018-04-06T16:31:39Z,2018-04-06,0TWh8SvwU9vR6V3Bz1xN0k,5Rn7TSji2YzYQ9B6SNfB98,0 days 16:31:39.000000000,0.0,1921,[],19
1476,Trichotomy,Asset or Liability,2,2017-02-11T09:15:44Z,2017-02-10,0TWh8SvwU9vR6V3Bz1xN0k,79JKC2OqFS9WDWTeErRgy7,1 days 09:15:44.000000000,1.0,1921,[],19
1477,Trichotomy,The Blank Canvas Pt 1 (feat. James Muller),0,2014-04-10T07:13:04Z,2013-02-03,0TWh8SvwU9vR6V3Bz1xN0k,47WKXVq3fjpTFU9L2Nbyyu,431 days 07:13:04.000000000,431.0,1921,[],19
1478,Cecil Taylor,Love for Sale,0,2018-04-06T06:33:12Z,2013-04-15,5jtGuhEEDh07yaFfm8qHg7,3HmKBE8fKY5FFOHiSlSMbN,1817 days 06:33:12.000000000,1817.0,15152,"['avant-garde', 'avant-garde jazz', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'jazz piano']",23
1479,Brian Eno,Kazakhstan - Edit,32,2018-04-23T16:40:00Z,2018-04-20,7MSUfLeTdDEoZiJPDSBXgi,5Dmh26EMqtKqNosfzJdyTH,3 days 16:40:00.000000000,3.0,358810,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'fourth world', 'glam rock', 'minimal']",66
1480,Brian Eno,Third Uncle - 2004 Digital Remaster,37,2017-11-06T20:45:14Z,1974-11-01,7MSUfLeTdDEoZiJPDSBXgi,6GXHs5QcBswJnoC5IoZ9lp,15711 days 20:45:14.000000000,15711.0,358810,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'fourth world', 'glam rock', 'minimal']",66
1481,Brian Eno,St Elmo's Fire - 2004 Digital Remaster,40,2017-06-13T18:46:22Z,1975-09-01,7MSUfLeTdDEoZiJPDSBXgi,0UROPTHqU5C7TI1N8wOkIF,15261 days 18:46:22.000000000,15261.0,358810,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'fourth world', 'glam rock', 'minimal']",66
1482,Brian Eno,Reflection (Excerpt),32,2017-01-04T00:20:25Z,2017-01-01,7MSUfLeTdDEoZiJPDSBXgi,53KkH2GHmt77WtAOxo2J36,3 days 00:20:25.000000000,3.0,358810,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'fourth world', 'glam rock', 'minimal']",66
1483,Brian Eno,Fickle Sun (i),26,2016-05-14T20:40:22Z,2016-04-29,7MSUfLeTdDEoZiJPDSBXgi,1oPeUhZg1k6muAaJqZ0pIg,15 days 20:40:22.000000000,15.0,358810,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'dance rock', 'drone', 'experimental', 'fourth world', 'glam rock', 'minimal']",66
1484,Malian Musicians,Griot Village,19,2018-04-06T19:06:55Z,2002-04-15,4enlUH42adijJsJemKLIrz,35i4vu0WyG0oq73QVT7xJl,5835 days 19:06:55.000000000,5835.0,5978,"['afro psych', 'malian blues']",37
1485,The Ondioline Orchestra,Cigale,5,2018-03-28T00:49:15Z,2017-06-16,2skiByZr4MsWMxbAUMSFju,1XUCqAdQQjYuzlE3JrF1oK,285 days 00:49:15.000000000,285.0,31,[],1
1486,Wee,Aeroplane (Reprise),34,2018-04-13T20:20:54Z,2008-08-26,2YyigF1NMdFVqQBYyhfmw5,0HzEO94gYaJvsAADxKRl3a,3517 days 20:20:54.000000000,3517.0,539,[],27
1487,Dent May,Hello Cruel World,35,2018-04-13T20:15:43Z,2017-08-18,34me8hAxavRmcDIwhxa3b7,0KsLuZwebYNS5eDpXuz19f,238 days 20:15:43.000000000,238.0,19242,"['indie fuzzpop', 'mississippi indie']",42
1488,Allen Toussaint,Worldwide - Remastered Version,35,2018-03-28T00:43:34Z,1975,63aP18bg2ABSOqSNQcAMNy,2kkaCAMHSux4DUKSgo1zDF,15792 days 00:43:34.000000000,15792.0,48755,"['funk', 'louisiana blues', 'new orleans blues', 'roots rock', 'soul', 'southern soul']",51
1489,John Devereaux,In the City - Underscore Version,0,2018-04-06T17:52:50Z,1987-01-01,0EaPzFV7rqE0NelrHfV1Nd,3lGqEbIzL7LOzBB5d3rFpV,11418 days 17:52:50.000000000,11418.0,132,['library music'],11
1490,David Axelrod,Mucho Chupar,29,2018-03-28T00:43:34Z,1974,4hCKF3RZSkFSMntkfCxO74,0IesXu9UsABgSRNeGQV2lQ,16157 days 00:43:34.000000000,16157.0,18103,"['instrumental soul', 'jazz funk', 'soul jazz']",39
1491,Ill Considered,Dawn Lit Metropolis,36,2018-04-04T20:17:38Z,2017-06-14,2nSY0EIzz3eM6Y6Pc7VXkO,2QxXNAK73tZ5lW2jRABlYx,294 days 20:17:38.000000000,294.0,5102,"['indie jazz', 'uk contemporary jazz']",29
1492,Huntertones,Rumpus Time,13,2018-04-26T00:24:42Z,2015-11-20,3tv8xMO0AkcqN9Th8KHyGd,1wZje41HGITzH8Hg3fmvbD,888 days 00:24:42.000000000,888.0,4471,['instrumental funk'],28
1493,"Frank Mcdonald, Chris Rae, Gerry Shury & Barry De Souza",Bass Drive,10,2018-04-06T16:54:37Z,2013-10-14,6vuKG3jYCxSCCFwFe3BTvT,53wLMpsfjm2DtyMjYHXK3F,1635 days 16:54:37.000000000,1635.0,20,['library music'],2
1494,Cusi Coyllur,Blank Space,0,2018-04-07T18:53:48Z,2018-03-25,4gysVp2wo05LSWobsuJFAA,1gTBJt6HSh7BbynIY9jUMW,13 days 18:53:48.000000000,13.0,108,[],0
1495,Daniel Avery,Clear,11,2018-04-06T18:21:55Z,2018-04-06,1EULJuDFWpZ9xg4YwtUGGt,6ummA8cVxCDnjT9382Ui8G,0 days 18:21:55.000000000,0.0,57444,"['ambient techno', 'electronica', 'float house', 'microhouse', 'minimal techno', 'shiver pop']",46
1496,EMMANUELLE,L'uomo d'affari,35,2018-04-06T17:48:05Z,2016-05-27,1C2Gz0VQuVWtaLWd54ujI5,1I6PaoctVRT2pLzarClQ32,679 days 17:48:05.000000000,679.0,6717,[],40
1497,Sasha,True (Garden City Movement Remix),0,2018-04-06T21:29:43Z,2018-03-23,6u4jLGLPuarS3i2XWHVxoS,0C0t7XLqvXnrvk4gXzKIzO,14 days 21:29:43.000000000,14.0,65422,"['swedish electronic', 'trance']",50
1498,Thomas Bartlett,Dominic,0,2018-04-06T17:34:30Z,2018-03-30,1fMujthy4KyGgUJnOeehH1,3O87FckDYNdTp2gTmG66KO,7 days 17:34:30.000000000,7.0,694,[],33
1499,Oliver Wilde,Blit Scratch,10,2018-04-06T16:56:54Z,2016-05-06,4vqWC22e67XLrE2N5DI3WX,27pMs4eQvhFVRw0smjiK3P,700 days 16:56:54.000000000,700.0,1624,"['bristol indie', 'garage psych']",12
1500,Ornette Coleman,What Reason Could I Give,23,2018-04-23T15:51:48Z,1971,47odibUtrN3lnWx0p0pk2P,2RgVxxX5Pve3b4y32TiFl1,17279 days 15:51:48.000000000,17279.0,67581,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'experimental', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",40
1501,Ornette Coleman,Congeniality,26,2014-05-02T03:18:51Z,1959,47odibUtrN3lnWx0p0pk2P,20cLrU1NlLJlOhPO3CkX9G,20210 days 03:18:51.000000000,20210.0,67581,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'experimental', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",40
1502,Sonar,Part 44,6,2018-04-04T19:21:26Z,2018-03-30,0FQt8Hdz5S1JE7By1rmVwb,0B2ZcJvjjoKToNMJNrMYbt,5 days 19:21:26.000000000,5.0,1048,[],24
1503,Claude Debussy,La Plus que lente,0,2018-03-28T20:47:25Z,2011-09-12,1Uff91EOsvd99rtAupatMP,7p8m8RMBmsU2zpjuWUK5KH,2389 days 20:47:25.000000000,2389.0,821261,"['classical', 'post-romantic era']",71
1504,Claude Debussy,Doctor Gradus ad Parnassum from Children's Corner - Instrumental,6,2013-01-16T22:22:33Z,1999,1Uff91EOsvd99rtAupatMP,5Uy0b0tmNqBkptMzHFU2ia,5129 days 22:22:33.000000000,5129.0,821261,"['classical', 'post-romantic era']",71
1505,Claude Debussy,"Sonata For Flute, Viola And Harp, L. 137: 2. Interlude",6,2012-12-07T12:13:21Z,1988-01-01,1Uff91EOsvd99rtAupatMP,7iZKnMaVux36YoQSxCX5yK,9107 days 12:13:21.000000000,9107.0,821261,"['classical', 'post-romantic era']",71
1506,Sun Seeker,Georgia Dust,33,2018-03-28T00:43:34Z,2016-02-05,1lbgUkebgMpLT0gOSO7EOr,6yfAaRpUk4G8DVzE0YKlFM,782 days 00:43:34.000000000,782.0,2580,['nashville indie'],28
1507,Steve Tibbetts,Bloodwork,1,2018-04-25T17:06:59Z,2018-04-20,4VksGqYn2k7ljivxGwRZ8y,0uQdnKew4HWT8nZVn9k16I,5 days 17:06:59.000000000,5.0,3481,['jazz guitar'],40
1508,Kenny Rankin,In the Name of Love,0,2018-04-19T22:39:44Z,2008,1x82CGsqYeEgaL2ZrW7Khm,1zWOCpKukPLEXprmWg1cTy,3761 days 22:39:44.000000000,3761.0,13126,['audiophile vocal'],38
1509,Teddy and The Rough Riders,Goldmine,7,2018-03-28T00:43:34Z,2017-07-25,73PqmYewGOesbBVOciGNV8,1tBLOHJVxaXIZ5ThMVocFO,246 days 00:43:34.000000000,246.0,513,['nashville indie'],16
1510,Blitzen Trapper,I Am A Man Of Constant Sorrow,2,2018-04-06T18:21:03Z,2016-01-15,72XY3HrDdFfZXNZFCT9Zh1,27gZNISAGvQk8xiCOpUI52,812 days 18:21:03.000000000,812.0,93761,"['deep new americana', 'folk-pop', 'indie folk', 'new americana', 'portland indie', 'roots rock', 'stomp and holler']",53
1511,Black Mountain,Mothers of the Sun,42,2018-04-13T22:23:09Z,2016-04-01,00sAr10UTV1JZtHqxsLVn4,2OjfWicW5RmrP5tKIcWrAx,742 days 22:23:09.000000000,742.0,75732,"['garage rock', 'modern blues rock', 'neo-psychedelic', 'space rock', 'stoner rock', 'vancouver indie']",47
1512,Napalm Death,You Suffer,0,2018-04-10T05:20:33Z,2016-11-25,3UqRgrDIQ208yNGiWKRMNt,0lsvPqWmOrmqxORWrRiU52,501 days 05:20:33.000000000,501.0,159013,"['alternative metal', 'birmingham metal', 'brutal death metal', 'crossover thrash', 'death metal', 'deathgrind', 'grindcore', 'groove metal', 'metal', 'speed metal']",48
1513,Vijay Iyer,"Radhe Radhe - Rites Of Holi, Pt. 1 ""Adoration"": Colors - Live",2,2018-04-25T20:36:41Z,2014-11-07,27DeRe5LjIt9ZPXUjF90h6,0MdfgdgcjPfATfBfNq2ibe,1265 days 20:36:41.000000000,1265.0,13023,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'indian jazz', 'jazz piano']",35
1514,Troyka,Arcades,0,2018-03-12T22:10:02Z,2015-01-26,0BxmFQFbzdxyrUlumvE7zz,3yZlbJwJEuQsuEvnzizGpd,1141 days 22:10:02.000000000,1141.0,1782,[],17
1515,Similar Fashion,We Watched the Car Sink Into the Puddle,1,2018-03-01T04:09:28Z,2018-02-16,1g9VwNmgooBTj7uo8EVOHp,0eciU83yn0lzx78urbnkws,13 days 04:09:28.000000000,13.0,83,[],2
1516,Similar Fashion,Get Away,0,2018-02-17T03:21:37Z,2018-02-16,1g9VwNmgooBTj7uo8EVOHp,4qs0i89LgdQDmHEXn4WTmD,1 days 03:21:37.000000000,1.0,83,[],2
1517,Similar Fashion,My Heart & Lungs,3,2018-02-21T18:32:05Z,2018-02-16,1g9VwNmgooBTj7uo8EVOHp,4AKgAGVIE3cwAUHIhHp4ju,5 days 18:32:05.000000000,5.0,83,[],2
1518,The Gods Themselves,Cool,3,2018-03-03T18:00:42Z,2017-01-20,30FlkZ07z7eU1O0L51Io33,6q3FLQCKZP6FBc9Eu4Qrrt,407 days 18:00:42.000000000,407.0,725,[],10
1519,Level 42,Something About You - Single Version,59,2018-03-09T01:42:26Z,1989-01-01,0L9xkvBPcEp1nrhDrodxc5,2uXewDKMktNkkMfotqSxN6,10659 days 01:42:26.000000000,10659.0,311055,"['art rock', 'brit funk', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'synthpop']",59
