,index,Artist ID,Primary Artist,Added At,Release Date,Days Until Discovery,Followers,Genres,Artist Popularity,First Popularity Peak,Popularity When Discovered
1067,1067,5xx1KBIFWVfKuDcwdVQTaZ,Morten Haxholm Quartet,2019-02-21T20:10:42Z,2013-02-12,2200.0,1259,['jazz quartet'],19,,
1068,1068,5zDUidkda0GoYHu2vMr3G2,Anna Meredith,2016-08-24T22:27:37Z,2016-03-04,0.0,18947,"['british contemporary classical', 'chamber psych', 'electra', 'etherpop', 'scottish electronic']",45,2016-03-01,23.32258064516129
1069,1069,5zXzwSp0nhJxeFPQvLT2la,Mysteries,2016-07-11T20:27:34Z,2014-10-28,622.0,237,[],2,2016-01-01,63.516129032258064
1070,1070,603m5bq6ddB4hsohhwKNGP,Grace Lightman,2017-08-03T20:58:20Z,2016-10-14,5.0,1527,['uk alternative pop'],25,2019-07-01,4.161290322580646
1071,1071,60GLWP7xFH3OoN5XGpLBsd,Chapelier Fou,2019-02-12T01:09:41Z,2014-09-22,1604.0,24601,"['french indie pop', 'french indietronica']",41,2012-04-01,21.0
1072,1072,60MDFg3UgI7L3HiWjtANEs,The Chris Whiter Quintet,2016-10-13T23:05:10Z,2016-06-06,129.0,14,[],0,,
1073,1073,60k4atxgEIMFz4DWHp0le1,Braxton Cook,2017-01-23T20:50:28Z,2015-08-14,5.0,21853,"['indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",50,2018-11-01,8.7741935483871
1074,1074,60pqdwKZJntyArUleTR5Qj,She Makes War,2017-09-04T21:18:17Z,2016-11-11,297.0,2371,['bristol indie'],21,2012-03-01,22.53333333333333
1075,1075,610tJqABwgZWaRvtJoJQF0,La Septima Banda,2018-12-28T08:36:24Z,2016-03-25,1008.0,456588,"['banda', 'regional mexican', 'regional mexican pop']",64,2016-07-01,9.193548387096774
1076,1076,61DMsD2hJJ9u6zwljzSNKZ,Dane,2019-03-30T06:34:29Z,2019-02-12,46.0,148,[],22,2014-05-01,42.16129032258065
1077,1077,61HS7DjYDQIkKSeGvpqmJh,Winston Surfshirt,2017-07-18T20:38:46Z,2017-01-24,175.0,51508,"['australian indie', 'australian pop', 'indie soul']",62,2017-10-01,26.387096774193548
1078,1078,61WgG5fz5ilJrMne7tE1zu,Caterina Barbieri,2017-08-03T21:58:57Z,2017-05-26,48.0,15391,"['ambient', 'art pop', 'drone', 'electra', 'experimental ambient', 'fluxwork', 'fourth world', 'italian experimental', 'new isolationism', 'outsider house', 'sound art']",39,2019-05-01,43.935483870967744
1079,1079,61s1uLqt9FobVIJirJo2gA,Miles Mosley,2018-12-05T21:20:27Z,2018-11-16,19.0,8507,[],26,2017-06-01,11.838709677419354
1080,1080,61uYVpJPgBq9dNrfUy6kTp,Medicine,2016-07-17T04:46:40Z,2011-12-20,1671.0,8951,"['dream pop', 'noise pop', 'nu gaze', 'shoegaze']",30,2019-01-01,64.35483870967742
1081,1081,62GoYifV4njTdvS8lD2yYT,insaneintherainmusic,2018-07-19T23:58:05Z,2017-10-19,273.0,44377,"['otacore', 'scorecore']",55,2018-02-01,50.0
1082,1082,62Jwsvqi7hW8TR9rAcfBXY,Grandbrothers,2014-05-31T18:07:03Z,2013-08-05,299.0,37719,"['dusseldorf electronic', 'german house']",53,2017-11-01,14.0
1083,1083,62TFj06qes00QmQuKmK7c2,Spooky Black,2016-11-14T17:58:45Z,2014-09-12,794.0,137066,"['alternative r&b', 'underground hip hop']",46,2014-04-01,27.533333333333335
1084,1084,62wSzFROZef5pPRupRf7dP,Leash,2019-04-15T06:17:36Z,2019-03-22,24.0,17,[],0,2011-12-01,44.5
1085,1085,649VhpjHo5aMtz2RlIlUSR,Ben Street,2015-07-08T16:48:10Z,2015-02-19,139.0,504,['jazz double bass'],26,2019-01-01,70.38709677419355
1086,1086,64Ub5tUgRolfKc6HgoSEzv,Roll the Dice,2019-03-19T22:43:39Z,2018-10-26,144.0,2813,[],21,2011-12-01,51.774193548387096
1087,1087,65CKKZilbcSKkAPC9a5Mvh,Oumou Sangaré,2017-04-05T21:05:31Z,2017-02-03,61.0,48688,"['afrobeat', 'afropop', 'malian blues', 'mande pop', 'world']",57,2017-07-01,71.83333333333333
1088,1088,65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD,2014-05-31T18:07:03Z,2014-05-06,3.0,360455,"['alternative hip hop', 'canadian modern jazz', 'dark jazz', 'escape room', 'hip hop', 'indie soul']",65,2017-03-01,27.0
1089,1089,65dR9mWSEKojt3aFbevjrR,Henry Solomon,2018-04-26T00:24:48Z,2018-03-25,32.0,96,[],5,2014-07-01,24.533333333333335
1090,1090,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019-10-01T23:49:59Z,2018-08-17,410.0,38541742,"['dance pop', 'pop', 'post-teen pop']",96,2014-09-01,
1091,1091,66tv0Nc5AOVkeyMGS25rJh,Mats Eilertsen,2019-05-31T16:30:26Z,2019-05-22,9.0,1890,"['contemporary jazz', 'dark jazz', 'dutch jazz', 'jazz double bass', 'norwegian jazz']",32,2013-12-01,37.0
1092,1092,675tsBPpaZtqyiBwEf3ZEP,Mandolin Orange,2019-09-18T21:57:24Z,2019-02-01,229.0,131872,"['deep new americana', 'folk-pop', 'indie folk', 'new americana', 'progressive bluegrass', 'stomp and holler']",65,2019-02-01,56.8
1093,1093,678aHai0twQ5ZJcqO1KYWl,RP Boo,2016-08-15T23:41:38Z,2015-06-29,26.0,5652,"['bass music', 'fluxwork', 'footwork', 'ghettotech']",24,2013-05-01,23.032258064516128
1094,1094,67NPZerrxweLchiia4fFD4,Moiré,2017-02-08T18:04:01Z,2017-02-03,5.0,3035,['ambient techno'],15,2017-08-01,4.0
1095,1095,67PZTxaHKMZBFRUh8wIzCy,John Coltrane Quartet,2016-01-28T18:46:45Z,2015-11-24,65.0,113646,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone']",48,2016-09-01,37.12903225806451
1096,1096,680a4iDO5tGb0Mb3IIcrVz,Laura Groves,2017-01-08T02:39:10Z,2016-04-27,256.0,3599,['chamber psych'],22,2012-06-01,30.29032258064516
1097,1097,681N6DCEDKu6miVIUE4MrT,Royce Wood Junior,2018-03-28T00:43:34Z,2015-05-12,1051.0,6920,"['gauze pop', 'neo r&b']",33,2015-07-01,1.9354838709677438
1098,1098,68BVYIej5jGdIh8au5qELn,L'Rain,2017-10-12T17:50:17Z,2017-09-15,27.0,2072,['collage pop'],22,2014-05-01,33.25806451612903
1099,1099,68GFLV3RsMCGeWc3JFbijD,Antonio Loureiro,2019-04-02T02:34:13Z,2018-09-28,186.0,1799,['brazilian modern jazz'],16,2012-06-01,28.533333333333335
1100,1100,68P6JiHWJsv5VqfLPchS1n,Eric Lau,2017-07-31T20:01:36Z,2017-01-13,199.0,21502,"['chillhop', 'indie jazz', 'indie soul', 'neo r&b', 'wonky']",45,2017-05-01,25.0
1101,1101,68YD0oUAF8k1NqEFAIx60M,Thandii,2017-05-22T16:59:46Z,2017-04-07,45.0,597,['kent indie'],12,2017-08-01,0.0
1102,1102,68kEuyFKyqrdQQLLsmiatm,Vince Staples,2017-07-02T03:38:09Z,2017-06-23,0.0,975977,"['conscious hip hop', 'escape room', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",75,2017-06-01,64.64516129032258
1103,1103,69f5J6OIgAP1G54zQfesv1,Bent Knee,2017-11-02T16:55:28Z,2017-06-23,132.0,16071,"['boston indie', 'boston rock']",43,2017-08-01,56.666666666666664
1104,1104,69qhRLDvsWJOhWGXXQ0lQQ,Helado Negro,2016-11-15T18:54:53Z,2016-10-07,12.0,49492,"['art pop', 'deep latin alternative', 'freak folk', 'indie rock']",53,2019-03-01,30.5
1105,1105,69yr8pdWhFmKpdukOBendx,Idle Hand,2019-05-27T06:01:41Z,2019-05-11,16.0,26,[],1,2018-08-01,28.67741935483871
1106,1106,6AI2XSWC2XMytOFLLXX1TO,Jake Sherman,2017-09-07T02:54:04Z,2016-10-27,1.0,1137,[],20,2018-12-01,31.733333333333334
1107,1107,6BbqU3r1G2mwkRIfIbkCek,Bayonne,2016-05-05T06:27:36Z,2016-03-25,41.0,18416,"['austindie', 'vapor soul']",48,2012-07-01,63.96774193548387
1108,1108,6BuDxEE5rfuYeyhxQsl53K,Andy Stott,2017-03-20T20:28:21Z,2014-11-17,854.0,53943,"['ambient', 'art pop', 'bass music', 'chamber psych', 'chillwave', 'dub techno', 'electronica', 'escape room', 'experimental pop', 'float house', 'fluxwork', 'fourth world', 'future garage', 'indietronica', 'intelligent dance music', 'microhouse', 'minimal techno', 'outsider house', 'techno', 'vaporwave', 'wonky']",51,2012-11-01,9.129032258064516
1109,1109,6ChkWYHGaZk5LJxdVUHcYd,Cullen Gray,2018-01-23T05:56:33Z,2017-01-23,365.0,22,[],0,2012-02-01,18.483870967741936
1110,1110,6DJEUXZm0e2rAohdoZ5Voo,Black Thought,2018-06-27T04:06:32Z,2018-06-01,7.0,77767,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']",57,2017-12-01,20.5
1111,1111,6DMXtOVfC8QhUjPyWruodY,Hermeto Pascoal & Grupo,2017-11-30T17:33:00Z,2017-07-28,125.0,856,[],9,,
1112,1112,6DO2Eyazl6ToBSvp7OGLuF,Ruby Rushton,2018-01-03T21:49:30Z,2017-11-10,54.0,5048,"['indie jazz', 'uk contemporary jazz']",39,2019-04-01,22.580645161290324
1113,1113,6DR6ugRdVaVi7lyqooqJov,Roscoe Mitchell,2014-10-03T20:42:43Z,2014-04-22,164.0,4801,"['avant-garde jazz', 'free improvisation', 'free jazz', 'jazz saxophone']",29,2017-06-01,46.96774193548387
1114,1114,6EuVxyAGrWCKJtj5pRSHaw,The Texas Gentlemen,2017-09-07T02:49:05Z,2017-08-25,13.0,5482,['dallas indie'],36,2018-05-01,48.46666666666667
1115,1115,6FD0unjzGQhX3b6eMccMJe,Ghostface Killah,2015-07-08T16:48:10Z,2015-02-20,138.0,460104,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",68,2019-09-01,75.38709677419355
1116,1116,6FQqZYVfTNQ1pCqfkwVFEa,Foals,2013-10-13T21:50:22Z,2013-02-11,244.0,956775,"['garage rock', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'oxford indie', 'rock']",74,2013-02-01,39.064516129032256
1117,1117,6FUsQ3dkSd27KwQ1iCugSV,Innov Gnawa,2018-05-16T04:00:26Z,2018-03-30,47.0,4485,['gnawa'],48,2017-01-01,33.935483870967744
1118,1118,6FfTOJJ5iO4tRG80MG5Ovj,Isolée,2016-11-30T18:43:18Z,2013-02-15,3.0,30464,"['dub techno', 'german electronica', 'intelligent dance music', 'microhouse', 'minimal techno']",37,2013-04-01,71.0
1119,1119,6G69CndLxnRxLdy8MVLNmG,Thes One,2017-07-14T22:19:31Z,2017-05-19,56.0,4393,"['chillhop', 'jazz boom bap']",31,2012-12-01,43.41935483870968
1120,1120,6GFfu1alUSrL7qazImC160,Keaton Henson,2017-07-31T22:07:16Z,2014-06-16,1141.0,238572,"['ambient folk', 'british singer-songwriter', 'chamber pop', 'indie folk']",60,2014-06-01,41.0
1121,1121,6GUoU3k0b3qF1T06UvyAhk,Lund Quartet,2014-01-04T23:29:14Z,2013-09-30,96.0,7288,['jazz quartet'],37,2012-10-01,50.16129032258065
1122,1122,6GcgRheAQRGpkEhsg5nG6m,Bob Reynolds,2017-11-30T23:30:06Z,2017-09-01,90.0,9917,['contemporary jazz'],34,2018-09-01,26.0
1123,1123,6HQYnRM4OzToCYPpVBInuU,Kamasi Washington,2017-04-13T19:39:40Z,2017-04-13,0.0,259667,"['contemporary jazz', 'indie jazz', 'indie soul', 'jazz saxophone']",55,2018-06-01,31.53333333333333
1124,1124,6HdYUuBeK3g2MA2wGVCDcn,Brazilian Girls,2018-12-05T21:52:52Z,2018-04-13,236.0,37902,"['downtempo', 'electronica', 'trip hop']",44,2014-06-01,17.516129032258064
1125,1125,6I3MElirhT5t6Kf7p0hGk9,Duckwrth,2018-01-11T05:51:41Z,2017-11-03,69.0,124723,"['alternative r&b', 'escape room', 'pop rap', 'underground hip hop']",73,2019-10-01,18.225806451612904
1126,1126,6I5UnKfSOO8FXPWT2ek7Q7,Beekman,2016-10-07T22:08:50Z,2016-10-07,0.0,136,[],2,2012-12-01,33.54838709677419
1127,1127,6Ip8FS7vWT1uKkJSweANQK,Dave,2018-03-12T22:20:28Z,2018-02-28,12.0,618444,['uk hip hop'],81,2012-12-01,58.774193548387096
1128,1128,6JClxoCdn17qYJRwYDWDqq,Todd Terje & The Olsens,2016-07-29T22:50:40Z,2016-06-17,42.0,2174,[],21,2015-07-01,3.3548387096774164
1129,1129,6JX35IQ1Yw84Yjzq2Y5p5i,Braids,2016-08-03T16:37:35Z,2016-05-20,75.0,29014,"['canadian indie', 'chillwave', 'experimental pop', 'quebec indie', 'shoegaze']",34,2016-07-01,89.74193548387096
1130,1130,6JaG7zUlBpWd43CweqURY6,Sound of Ceres,2017-12-08T03:32:49Z,2017-10-06,63.0,5373,['dreamgaze'],26,2018-08-01,23.129032258064516
1131,1131,6Jf0EMxXswuOOgdimICJz0,Max Ox,2015-03-11T20:46:40Z,2014-10-03,159.0,2487,[],17,2012-03-01,49.70967741935484
1132,1132,6KwmhoKJvUMHJcRFnb30Wv,George Morris,2017-03-29T17:24:19Z,2017-02-10,47.0,162,[],1,2017-02-01,18.67741935483871
1133,1133,6L1QDNSe2bkxZovxYj7ueI,Kintaro,2017-07-14T22:27:11Z,2017-06-20,24.0,2316,[],25,2012-02-01,77.87096774193549
1134,1134,6LEeAFiJF8OuPx747e1wxR,Blood Orange,2015-02-04T22:09:09Z,2013-11-18,12.0,416754,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'escape room', 'indie r&b', 'indie soul', 'indietronica', 'metropopolis']",70,2016-07-01,37.42857142857143
1135,1135,6LHsnRBUYhFyt01PdKXAF5,Bob Moses,2016-03-02T04:19:18Z,2015-09-18,166.0,180427,"['canadian electronic', 'indie soul', 'indietronica']",61,2018-09-01,91.38709677419355
1136,1136,6LcWO77VeIUPqNY22N3fI0,Daymé Arocena,2017-03-09T21:26:00Z,2015-10-16,510.0,17700,"['cuban alternative', 'cuban rumba', 'jazz cubano']",36,2017-07-01,57.54838709677419
1137,1137,6MUv39LOn5bz2QW4SBKE85,Luke Temple,2017-01-08T02:40:07Z,2016-11-11,58.0,8742,"['baroque pop', 'indie folk']",40,2016-10-01,14.483870967741936
1138,1138,6MieCkv8LepUcBYJC4wp3n,Saafron,2016-10-14T16:25:23Z,2016-08-26,49.0,76,[],2,2016-08-01,0.0
1139,1139,6Mj20Zm7PRpGzoNN453mSq,Fahir Atakoğlu,2016-08-16T21:08:38Z,2016-01-19,210.0,7761,"['turkish jazz', 'turkish soundtrack']",41,2011-12-01,8.967741935483872
1140,1140,6MjMAExtRhpDfWqEUfaZzu,Gato Preto,2018-03-28T00:42:55Z,2017-03-24,369.0,1897,[],20,2012-01-01,66.12903225806451
1141,1141,6MoQZOH2KnQrJhVtO9VoXC,Cakes da Killa,2016-09-02T21:19:22Z,2016-09-02,0.0,25276,"['escape room', 'jersey club', 'lgbtq+ hip hop', 'nyc rap', 'vogue']",41,2013-02-01,16.8
1142,1142,6Ms9HDPdO2yBwjtljcqL7H,Here Lies Man,2017-06-21T20:48:04Z,2017-04-07,75.0,6724,"['instrumental rock', 'neo-psychedelic']",30,2018-06-01,64.7
1143,1143,6NL31G53xThQXkFs7lDpL5,Rapsody,2017-09-13T20:12:04Z,2017-09-01,0.0,127858,"['alternative hip hop', 'alternative r&b', 'escape room', 'hip hop', 'nc hip hop', 'southern hip hop', 'trap queen', 'underground hip hop']",63,2018-11-01,15.833333333333334
1144,1144,6NOaZCnZyowwJiTHbh5dLS,De Sluwe Vos,2018-05-01T16:51:56Z,2015-04-22,1105.0,9170,['dutch experimental electronic'],33,2013-07-01,0.0
1145,1145,6NVzd3Lv9yMFIf1bsXNLIp,mouse on the keys,2016-12-08T18:54:29Z,2015-10-02,6.0,30758,"['instrumental math rock', 'japanese post-rock']",38,2012-07-01,29.548387096774192
1146,1146,6NuUoJb8ZNmm4HF45WmURO,Eugene Marie,2018-09-18T22:03:17Z,2017-07-12,433.0,160,[],2,2017-03-01,51.6
1147,1147,6O2YHhXqoyqJmb6m0Oliqf,Boogie Trouble,2016-06-27T04:43:12Z,2016-04-08,80.0,334,['icelandic indie'],4,2012-03-01,37.5
1148,1148,6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,2016-12-17T21:33:52Z,2015-04-07,620.0,449221,"['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'indie pop', 'indie r&b', 'indie soul', 'indietronica', 'new rave', 'nu gaze']",68,2013-01-01,8.64516129032258
1149,1149,6OkAOSk85Lr5BD0EHtj39y,WE ARE MATCH,2017-07-31T21:26:18Z,2015-09-25,675.0,6168,['french indietronica'],26,2015-09-01,15.0
1150,1150,6OqhFYFJDnBBHas02HopPT,Kero Kero Bonito,2018-02-12T15:16:59Z,2018-02-12,0.0,186756,"['dance pop', 'escape room', 'hyperpop']",61,2019-04-01,63.42857142857143
1151,1151,6P86FLVAK4sxu8OhyQJBvH,Kaitlyn Aurelia Smith,2016-09-15T19:58:28Z,2016-07-01,76.0,32226,"['ambient', 'art pop', 'drone', 'electra', 'experimental ambient', 'experimental pop', 'fluxwork', 'fourth world', 'freak folk']",42,2017-10-01,25.0
1152,1152,6PBv8t9YTLggA9ZMwpeoqj,Joan As Police Woman,2017-11-20T23:07:56Z,2017-11-02,6.0,47725,"['art pop', 'brooklyn indie', 'chamber pop', 'singer-songwriter']",47,2014-03-01,12.666666666666666
1153,1153,6PDLwWvgYNMfBRLqC1h5cJ,Buddy,2018-05-08T00:20:11Z,2017-05-19,64.0,93378,"['alternative r&b', 'cali rap', 'hip hop', 'pop rap', 'rap', 'trap soul', 'underground hip hop']",73,2015-07-01,59.483870967741936
1154,1154,6PEMFpe3PTOksdV4ZXUpbE,NxWorries,2016-12-17T21:34:02Z,2016-10-21,57.0,143774,"['hip hop', 'indie soul']",61,2016-10-01,29.612903225806452
1155,1155,6PkSULcbxFKkxdgrmPGAvn,Cécile McLorin Salvant,2014-03-16T20:40:23Z,2013-05-28,56.0,48685,['vocal jazz'],56,2015-09-01,23.70967741935484
1156,1156,6QRlkjrHz5A62mqeNZz7t3,La Luz,2018-02-12T17:21:54Z,2018-02-12,0.0,43844,"['indie garage rock', 'indie surf']",45,2014-03-01,48.857142857142854
1157,1157,6SmZi1l1V08Xya4YqJf8WB,Dinosaur,2018-06-19T18:22:08Z,2018-05-04,46.0,2949,['deep disco'],14,2015-12-01,38.36666666666667
1158,1158,6SqWL29zHqfgupwzutj7jv,Remy Kay,2016-09-30T18:00:11Z,2015-12-18,287.0,344,['neo r&b'],3,2013-07-01,47.0
1159,1159,6TTJ0xLPPNDyv4bXyukzU4,Sam Amidon,2016-05-27T21:13:36Z,2015-12-04,19.0,21613,"['chamber pop', 'freak folk', 'indie folk', 'stomp and holler', 'vermont indie']",45,2013-05-01,13.35483870967742
1160,1160,6TVDpFphvnROwgVdxsCRDQ,Thousands,2018-10-15T04:17:04Z,2018-05-25,143.0,249,[],4,2012-11-01,66.0
1161,1161,6TnRsbEEAkxaOYJLcEWd5m,ShitKid,2017-05-20T01:53:07Z,2016-07-01,323.0,9149,['gothenburg indie'],34,2018-02-01,82.80645161290323
1162,1162,6U3ybJ9UHNKEdsH7ktGBZ7,JID,2017-05-31T04:08:27Z,2017-03-10,4.0,419624,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",78,2014-11-01,33.0
1163,1163,6U6Jp2htq33VvuTfywNx07,The Choppy Bumpy Peaches,2018-02-27T18:57:30Z,2018-02-24,3.0,229,['luxembourgian indie'],6,2017-07-01,0.0
1164,1164,6UUrUCIZtQeOf8tC0WuzRy,Sigur Rós,2012-06-09T05:50:55Z,2012-05-29,11.0,878480,"['bow pop', 'chamber pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'melancholia', 'nordic post-rock', 'post-rock']",63,2012-06-01,85.3
1165,1165,6VBHBMoQNSPMhh214baHsU,Jeremiah Jae,2017-10-12T18:25:29Z,2017-08-24,49.0,12330,['wonky'],44,2012-07-01,6.0
1166,1166,6VD4UEUPvtsemqD3mmTqCR,Deorro,2017-03-06T00:06:05Z,2014-10-14,874.0,969795,"['big room', 'dance pop', 'deep big room', 'disco house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop', 'progressive electro house', 'tropical house']",73,2015-05-01,28.225806451612904
1167,1167,6VDV1yCgghJfUV5jhD6LQe,Beat Spacek,2016-04-15T00:15:50Z,2015-05-21,330.0,2158,['ninja'],19,2015-01-01,13.5
1168,1168,6VJZYivuYJGCrPuOAnI7Qo,ANOHNI,2016-05-17T05:16:26Z,2016-05-06,11.0,85813,"['art pop', 'chamber pop', 'chamber psych', 'escape room', 'experimental pop', 'metropopolis', 'transpop']",44,2016-05-01,67.09677419354838
1169,1169,6VNIsExpc6Sklt3ZWNXVtJ,Foxtails Brigade,2019-02-19T23:04:35Z,2016-04-08,1047.0,3266,"['lo star', 'stomp and whittle']",17,2011-12-01,17.107142857142858
1170,1170,6VhCOB0YOxq4S2a8GuPtvz,Corrina Repp,2017-09-28T04:16:20Z,2015-05-19,863.0,2657,[],22,2016-06-01,36.199999999999996
1171,1171,6WW7gF6rdDASW1brWmFUzM,Sisyphus,2016-02-05T22:44:26Z,2014-03-18,689.0,12099,[],32,2014-03-01,32.03448275862069
1172,1172,6Wbgco5Pz6hIyw31NxiEJR,Heron Oblivion,2017-02-07T18:22:56Z,2016-04-03,310.0,6206,['bay area indie'],16,2016-03-01,12.25
1173,1173,6Wt2zqLZOrA36sooqmAvFH,La Force,2019-05-21T02:04:39Z,2018-06-08,347.0,3365,"['canadian electropop', 'montreal indie']",33,2015-12-01,11.0
1174,1174,6X8lhZ7YaRUBlOsOYimlyD,Kiasmos,2017-10-19T21:24:23Z,2017-10-06,13.0,157085,"['electronica', 'icelandic electronic', 'icelandic pop', 'minimal techno']",60,2015-11-01,52.806451612903224
1175,1175,6XIX2G6ZGiVQgMr6SSTMFu,Farao,2016-08-02T16:53:11Z,2015-09-11,326.0,7230,[],31,2017-08-01,38.483870967741936
1176,1176,6XYvaoDGE0VmRt83Jss9Sn,King Gizzard & The Lizard Wizard,2016-05-17T02:04:38Z,2016-04-29,0.0,409439,"['australian indie', 'australian psych', 'neo-psychedelic']",68,2017-11-01,44.193548387096776
1177,1177,6XhxJt25bNl5IMPronm8zz,Jaime Woods,2018-03-05T00:45:35Z,2015-07-10,969.0,7759,['neo r&b'],28,2014-09-01,33.25806451612903
1178,1178,6Xo1vXFRCEJPgVqCyHlTPW,Sam Wilkes,2019-05-02T21:25:58Z,2018-10-05,209.0,4419,['experimental ambient'],37,2013-01-01,32.12903225806452
1179,1179,6YGu0Rv2120wkc4AXZSGgl,Rustie,2014-06-08T05:06:37Z,2013-03-25,440.0,58510,"['bass music', 'dubstep', 'electronic trap', 'escape room', 'future garage', 'hyperpop', 'scottish electronic', 'vapor twitch', 'wonky']",43,2012-04-01,35.53333333333333
1180,1180,6Yae9Ia1nq6JLLojBzwN1r,HNNY,2017-11-30T22:42:33Z,2017-09-26,65.0,54681,"['deep house', 'electronica', 'float house', 'indie jazz', 'indie soul', 'nu disco', 'swedish electronic', 'swedish synthpop']",58,2013-12-01,35.0
1181,1181,6YtlR8MLfO6azxwOKAvEi3,Pomo,2016-05-31T20:53:34Z,2014-11-14,564.0,31860,"['canadian electronic', 'indie soul', 'new french touch']",51,2016-12-01,82.0
1182,1182,6Z37ofcWV3ZDEMbevEtoSk,Soweto Kinch,2018-06-15T19:58:25Z,2016-11-14,578.0,6508,"['battle rap', 'british jazz', 'contemporary jazz']",33,2012-07-01,21.5
1183,1183,6ZEO5Ygd5FwXAcPNWuSu4F,Dawn of Midi,2013-09-07T04:31:57Z,2013-08-06,32.0,14678,['avant-garde jazz'],27,2013-09-01,89.73333333333333
1184,1184,6ZK2nrW8aCTg8Bid7I7N10,Chelsea Wolfe,2017-09-06T23:56:02Z,2017-08-23,14.0,151407,"['art pop', 'chamber psych', 'freak folk', 'gaian doom', 'sacramento indie']",56,2015-08-01,55.2
1185,1185,6ZUFztmnNpggjzUXH4irFx,Sirintip,2018-06-19T17:58:34Z,2018-02-09,130.0,2835,[],23,2018-02-01,33.03333333333333
1186,1186,6bDfhlhiEEJliB13BqdOIg,Banditos,2016-07-11T16:47:06Z,2016-07-08,3.0,4623,['alabama indie'],21,2013-01-01,48.03225806451613
1187,1187,6bH7BxdRG9RwGmTQXd2Y3F,The Breath,2016-09-19T23:09:08Z,2016-07-08,73.0,4405,['pop folk'],35,2017-03-01,10.366666666666667
1188,1188,6buVNLCQJ8bJEFkJ3qgeiW,Will Van Horn,2019-02-12T03:21:02Z,2018-10-15,120.0,2119,[],30,2018-11-01,0.0
1189,1189,6cLEWhEKQl6nAvgr60M7zC,Beth Orton,2016-05-27T21:21:43Z,2016-05-27,0.0,79453,"['folk', 'folk-pop', 'folktronica', 'lilith', 'new wave pop', 'singer-songwriter']",48,2012-10-01,26.64516129032258
1190,1190,6cM1vbrKTztN2uNjH8ub6F,Jacob Mann,2019-05-03T04:37:59Z,2019-05-01,2.0,719,[],16,2019-01-01,88.93548387096774
1191,1191,6cnOOzsrgzPayVXUyJ5zKF,Aphrotek,2018-06-26T00:57:30Z,2018-05-25,32.0,170,[],5,,
1192,1192,6d1HqiWNEKV9zFqQM9WeYo,Romare,2016-11-07T04:09:23Z,2015-02-23,58.0,81008,"['deep house', 'electronica', 'indie jazz', 'indie soul', 'indietronica', 'new rave', 'ninja', 'nu jazz']",58,2015-02-01,71.23333333333333
1193,1193,6dHMq5KZ8ScqdzsCKGagdo,Les Amazones d'Afrique,2017-06-07T21:06:16Z,2017-03-10,89.0,7202,"['afropop', 'mande pop', 'world']",28,,
1194,1194,6dWVt38ueCw46cGnWDbTl8,Made of Oak,2017-02-07T22:15:28Z,2015-11-06,459.0,3538,[],14,2017-09-01,48.5
1195,1195,6dgwEwnK0YtDfS9XhRwBTG,Broken Bells,2018-12-07T05:28:35Z,2018-12-07,0.0,400135,"['alternative dance', 'alternative rock', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock', 'shimmer pop', 'stomp and holler']",64,2014-02-01,6.548387096774194
1196,1196,6diHo4GRFDIubnyPcfdt44,Otis Sandsjö,2018-06-19T18:20:24Z,2018-06-01,18.0,471,[],23,,
1197,1197,6e7BQ0gM6o8ecMXRZkXxlZ,Karriem Riggins,2014-10-03T20:42:43Z,2012-10-23,24.0,23880,"['alternative hip hop', 'indie jazz', 'wonky']",48,2012-11-01,12.612903225806452
1198,1198,6eDKMXn3OBIkI8jcY7JtlI,ESPRIT 空想,2017-07-26T17:34:12Z,2013-04-08,1570.0,24383,"['future funk', 'hardvapour', 'vaporwave']",42,2015-10-01,8.70967741935484
1199,1199,6eXZu6O7nAUA5z6vLV8NKI,Little Simz,2019-07-21T20:27:34Z,2019-03-01,142.0,196476,"['alternative r&b', 'escape room', 'indie r&b', 'trap queen', 'uk alternative hip hop']",64,2019-03-01,52.774193548387096
1200,1200,6emHCSoB4tJxTVXakbrpPz,Karen O,2018-11-26T23:26:24Z,2018-11-16,10.0,107604,"['folk-pop', 'indie pop', 'indie rock', 'new jersey indie']",56,2014-03-01,9.133333333333333
