,index,Artist ID,Primary Artist,Added At,Release Date,Days Until Discovery,Followers,Genres,Artist Popularity,First Popularity Peak,Popularity When Discovered
0,0,00sAr10UTV1JZtHqxsLVn4,Black Mountain,2018-04-13T22:23:09Z,2016-04-01,742.0,75732,"['garage rock', 'modern blues rock', 'neo-psychedelic', 'space rock', 'stoner rock', 'vancouver indie']",47,2016-02-01,53.53333333333333
1,1,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,2017-03-03T23:18:18Z,2015-01-20,773.0,1265380,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",71,2012-09-01,10.0
2,2,02P4gB6B5XTZuZzRmt2jkE,David Dominique,2018-12-06T22:41:03Z,2018-11-09,27.0,77,[],0,2012-05-01,37.25806451612903
3,3,02nqs3YdfX7Th3gYTYFrqc,Tōth,2019-08-12T16:25:32Z,2019-05-10,94.0,3044,[],41,2015-11-01,53.935483870967744
4,4,02zPEtdzUWnPToEVLRiQ7e,Madison McFerrin,2018-02-06T19:02:14Z,2018-02-02,4.0,20563,"['a cappella', 'alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",46,2016-06-01,25.42857142857143
5,5,039nrZBh4wbtnPl45PMDf3,Byron Westbrook,2017-12-01T19:34:14Z,2017-10-13,49.0,458,[],3,2015-10-01,1.4516129032258065
6,6,04OLaofaY48dqKw0yj74y0,Warriors of the Dystotheque,2017-06-07T21:49:21Z,2017-06-02,5.0,371,[],5,,
7,7,04TCBTdI5BJzhOcvNsRyFK,Wildflower,2017-10-04T23:59:03Z,2017-06-28,98.0,694,[],16,2017-08-01,77.09677419354838
8,8,053q0ukIDRgzwTr4vNSwab,Grimes,2019-09-06T16:22:31Z,2019-09-05,1.0,909211,"['alternative dance', 'art pop', 'canadian electropop', 'chamber pop', 'chillwave', 'dance pop', 'dream pop', 'electropop', 'escape room', 'grave wave', 'indie pop', 'indietronica', 'metropopolis', 'new rave']",70,2018-05-01,35.0
9,9,058MysjRT4fJ9XKLqXcizq,Dexter Story,2016-09-28T22:36:56Z,2016-08-25,34.0,2806,"['ethio-jazz', 'indie jazz']",28,2011-12-01,13.066666666666666
10,10,05lIUgmmsmTX2N9dCKc8rC,Rival Consoles,2017-10-04T22:46:16Z,2016-08-05,425.0,70558,"['ambient', 'ambient idm', 'compositional ambient', 'drone', 'electronica', 'indietronica', 'intelligent dance music', 'microhouse', 'minimal techno', 'neo-classical']",55,2018-04-01,15.225806451612904
11,11,066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,2017-09-05T21:34:03Z,2017-09-01,4.0,660573,"['alternative dance', 'alternative rock', 'dance-punk', 'electronic rock', 'electronica', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",67,2017-09-01,90.66666666666667
12,12,069n4k5Ultxa6j838AJtGJ,Maxo,2016-02-04T01:41:21Z,2015-04-29,281.0,3487,"['hyperpop', 'kawaii future bass']",31,2019-07-01,30.379310344827587
13,13,06W84OT2eFUNVwG85UsxJw,Caroline Rose,2018-06-26T21:01:33Z,2018-02-23,123.0,27020,"['indie surf', 'new americana', 'vermont indie']",47,2018-02-01,58.4
14,14,06knYh538h5SI7OAEF8ek3,Georgia,2019-07-24T01:58:02Z,2018-11-01,15.0,21969,['uk alternative pop'],61,2013-07-01,66.7741935483871
15,15,075OzURxftv1bWToNH91E5,Ben Johnston,2018-10-04T18:40:35Z,2016-04-15,902.0,2151,"['american contemporary classical', 'contemporary classical', 'microtonal']",19,2017-12-01,43.41935483870968
16,16,07D1Bjaof0NFlU32KXiqUP,Lucy Dacus,2018-10-15T03:42:26Z,2018-03-02,227.0,87358,"['art pop', 'chamber pop', 'electropop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler']",64,2018-03-01,48.935483870967744
17,17,07UJz804RJxqNvxFXC3h9H,Sam Gellaitry,2017-02-15T23:10:09Z,2017-02-15,0.0,59799,"['electronic trap', 'scottish electronic', 'vapor soul', 'vapor twitch']",48,2015-12-01,55.892857142857146
18,18,07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,2016-09-05T17:26:54Z,2016-02-19,199.0,259398,"['alternative r&b', 'chicago rap', 'deep pop r&b', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",70,2016-02-01,22.833333333333332
19,19,09FKyu3X3nWAQDfidfHPyu,Daniel Thorne,2019-02-28T18:22:55Z,2019-02-12,16.0,543,[],11,2013-01-01,23.0
20,20,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,2016-11-11T18:24:06Z,2016-11-11,0.0,1081818,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap']",71,2016-11-01,71.76666666666667
21,21,09xj0S68Y1OU1vHMCZAIvz,Café Tacvba,2017-09-22T20:53:35Z,2017-05-05,140.0,1739864,"['latin', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']",75,2019-09-01,24.866666666666667
22,22,0AcvE4vSLoL8k0IYMJuAAN,Maisha,2018-11-01T16:33:34Z,2018-09-14,48.0,4629,"['british jazz', 'uk contemporary jazz']",27,2018-11-01,99.43333333333334
23,23,0AsgEBSM4Jl5cK5ZqkidCB,Hunter Gather,2017-09-22T02:33:56Z,2017-09-15,7.0,24,[],0,2014-07-01,47.333333333333336
24,24,0BxmFQFbzdxyrUlumvE7zz,Troyka,2018-03-12T22:10:02Z,2015-01-26,1141.0,1782,[],17,2012-12-01,26.548387096774192
25,25,0BzTIDnFI4pvhy7vVNd41Z,Omar,2014-03-13T19:26:25Z,2013-06-25,261.0,25038,"['acid jazz', 'broken beat', 'neo r&b', 'neo soul']",44,2011-12-01,50.58064516129032
26,26,0CDUUM6KNRvgBFYIbWxJwV,Dawes,2017-02-13T17:41:45Z,2013,623.0,176176,"['deep new americana', 'folk-pop', 'funk', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'pop rock', 'roots rock', 'stomp and holler']",60,2012-07-01,42.75
27,27,0CNehpGYdxk87YYMiBpnyP,Holly Miranda,2017-02-23T20:28:36Z,2017-02-23,0.0,9614,['la indie'],36,2011-12-01,10.535714285714286
28,28,0CrPMe8paGt3kt8HLUPHsf,Ex Eye,2017-07-14T22:14:42Z,2017-06-23,21.0,4281,['progressive jazz fusion'],12,2013-10-01,38.483870967741936
29,29,0DA55Vzg7t4Vl2tKXspXjX,Midas 104,2019-06-22T22:01:46Z,2019-06-21,1.0,4982,['deep melodic euro house'],32,2016-03-01,16.133333333333333
30,30,0Dy94lW3txJhWQHqNXP1BT,Laura Mvula,2016-10-14T18:53:25Z,2016-06-17,119.0,107331,"['british soul', 'neo soul']",49,2013-02-01,27.258064516129032
31,31,0EEHriKw0Gzrmb2ZII2apY,Steve Monite,2017-11-30T17:23:58Z,2016-12-09,356.0,5399,"['afro-funk', 'indie soul']",48,2019-07-01,60.0
32,32,0EmUT6i9rTu9ZHy1Tl1iuX,Natalie Prass,2018-04-13T21:53:17Z,2018-02-26,17.0,40753,['rva indie'],51,2015-02-01,15.033333333333333
33,33,0FQt8Hdz5S1JE7By1rmVwb,Sonar,2018-04-04T19:21:26Z,2018-03-30,5.0,1048,[],24,2012-06-01,44.53333333333333
34,34,0FcNSKwWZJb98ry9M2qEII,Joey Alexander,2018-11-27T06:44:21Z,2015-05-12,1295.0,32062,['indonesian jazz'],51,2016-02-01,5.8
35,35,0HSqzRnAQMXxNQczzjopsG,Harriet Brown,2018-06-15T21:20:55Z,2018-01-01,165.0,2824,['art pop'],29,2015-02-01,23.5
36,36,0INatsTiEOX0EJimNTQjSM,Charlotte Dos Santos,2017-07-14T22:25:50Z,2017-06-21,23.0,29197,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",45,2017-09-01,50.064516129032256
37,37,0IbWsSdsJyNM0I2cVMsl0K,Bendik Giske,2019-01-29T22:19:58Z,2019-01-25,4.0,1596,['experimental electronic'],22,2018-12-01,72.96774193548387
38,38,0IyuDlCVbMa3TAoVaDKEeL,Kendrick Scott Oracle,2016-03-25T05:10:07Z,2015-09-25,6.0,6166,"['contemporary jazz', 'uk contemporary jazz']",44,2013-04-01,20.451612903225808
39,39,0IzjeWBDWlNK2SYVdOyOAI,Heralds Of Change,2017-10-05T21:18:44Z,2017-09-29,6.0,682,[],19,2012-03-01,0.0
40,40,0J6PhnVD21GSFoJ9HoadLH,Milo,2015-07-17T01:25:26Z,2014-09-23,174.0,85926,"['alternative hip hop', 'escape room', 'milwaukee hip hop']",53,2017-02-01,30.35483870967742
41,41,0JA9lPlwRqMIx21WTi9pOj,Extraperlo,2019-08-26T16:53:16Z,2012-10-09,2512.0,2297,[],19,2012-12-01,19.35483870967742
42,42,0JGGxsAD1Eg4X9AcKNcxEB,Sierra Hull,2016-08-16T21:00:26Z,2016-01-01,228.0,18242,"['bluegrass', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",37,2017-01-01,53.87096774193549
43,43,0JHqTL3vKYMjdjP7OMxdzX,Mistresses,2018-06-26T00:57:35Z,2018-05-22,35.0,108,[],1,2015-08-01,6.0
44,44,0JnhdXEQfVjoY1OgwTExwO,MUNYA,2018-11-30T20:37:08Z,2018-08-28,94.0,10008,['bedroom pop'],40,2013-05-01,4.0
45,45,0KfQj0nNgTWRxhj94iD5Z5,Roller Trio,2018-07-18T04:10:56Z,2018-06-22,26.0,1651,"['british jazz', 'progressive jazz fusion']",20,2012-09-01,5.451612903225806
46,46,0KydPQPUUoTNhmiHKOg5Er,Neon Indian,2018-09-07T00:14:08Z,2015-10-16,1057.0,257059,"['alternative dance', 'art pop', 'chillwave', 'dance-punk', 'denton tx indie', 'indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'noise pop', 'nu gaze', 'shimmer pop']",56,2011-12-01,4.466666666666667
47,47,0LZac5VicY19QLaIUvIB0G,Cate le Bon,2019-05-24T05:10:50Z,2013-11-12,2019.0,48012,"['anti-folk', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'dream pop', 'experimental pop', 'folk-pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'singer-songwriter', 'slow core', 'welsh indie']",53,2019-10-01,47.70967741935484
48,48,0LhUDcQWIfiP624KorSrcB,STS,2018-02-06T23:11:36Z,2018-01-26,11.0,5829,[],47,2018-06-01,55.42857142857143
49,49,0Lpr5wXzWLtDWm1SjNbpPb,Todd Rundgren,2019-07-30T04:31:18Z,2017-05-12,809.0,149831,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']",59,2017-05-01,40.064516129032256
50,50,0M6xcJTswOl2qvExCJhiS3,Kronos Quartet,2017-12-07T17:33:30Z,2017-12-04,3.0,66429,"['bow pop', 'classical', 'classical performance', 'compositional ambient', 'experimental', 'modern performance', 'string quartet']",56,2012-01-01,35.645161290322584
51,51,0N41KJ4H6bkPAm2tx7VS8C,Anna Wise,2016-05-03T05:57:48Z,2016-02-03,0.0,40114,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul']",59,2015-03-01,48.41935483870968
52,52,0NJ6wlOAsAJ1PN4VRdTPKA,Wardruna,2017-03-31T01:32:10Z,2013-03-25,1467.0,237489,"['medieval folk', 'nordic folk', 'rune folk', 'viking folk']",60,2016-10-01,58.0
53,53,0NP0rzWLJYLkclYCa7c3jw,Cuddle Magic,2017-12-04T01:19:37Z,2017-01-27,311.0,2264,['brooklyn indie'],15,2012-09-01,55.87096774193549
54,54,0NXGquUwII6z0ukB4xmvS7,r mccarthy,2018-12-05T21:18:42Z,2016-05-20,929.0,560,[],13,2015-04-01,40.25806451612903
55,55,0O9n1swkbCd1KqV2QrSVHl,Gazelle Twin,2017-06-22T22:20:12Z,2014-09-22,1004.0,15668,"['brighton indie', 'chillwave', 'electra', 'uk experimental electronic']",35,2015-04-01,30.46666666666667
56,56,0Ol6j669eSIMiClmrydbyx,Jacob Fred Jazz Odyssey,2016-08-08T22:23:50Z,2015-09-04,339.0,2239,"['contemporary jazz', 'progressive jazz fusion']",10,2011-12-01,7.741935483870968
57,57,0PKN6JOWDMvh84VyPWho2E,Thought Gang,2018-11-15T07:50:49Z,2018-11-02,13.0,3894,[],25,2018-11-01,67.5
58,58,0PrEXi9LcYr5j82OZLNyNA,Michele Rabbia,2019-05-03T20:44:56Z,2019-05-03,0.0,335,"['contemporary jazz', 'dark jazz', 'norwegian jazz']",25,2012-06-01,2.6129032258064515
59,59,0Q6X1jqwOVQuclYp2P1bub,Sondre Lerche,2016-12-05T07:01:56Z,2016-10-07,59.0,57063,['bergen indie'],42,2012-02-01,14.387096774193548
60,60,0QJIPDAEDILuo8AIq3pMuU,M.I.A.,2013-11-16T02:48:37Z,2013-01-01,319.0,844765,"['art pop', 'dance pop', 'escape room', 'new rave']",69,2012-02-01,16.6
61,61,0QWrMNukfcVOmgEU0FEDyD,Jacob Collier,2016-01-26T22:57:47Z,2013,0.0,171050,"['indie soul', 'neo r&b', 'uk alternative pop']",60,2018-07-01,10.838709677419354
62,62,0Qnzp2no3f8GqBNh7Jywtt,Asal Hazel,2019-05-14T05:12:54Z,2017-08-10,642.0,1097,[],18,2015-05-01,0.0
63,63,0RdRumkn2UydUjqytNJ2Cp,White Denim,2018-04-06T17:36:28Z,2012-10-17,41.0,107557,"['austindie', 'freak folk', 'funk', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'neo-psychedelic', 'stomp and holler']",53,2013-11-01,25.2
64,64,0Rh2F37PiLjhYaERywNulu,Sweet Valley,2013-01-16T22:23:19Z,2012-09-25,113.0,18162,['wonky'],39,2012-08-01,65.12903225806451
65,65,0Sh2X6e3JerGnyEF0vDgbk,Becca Stevens,2017-01-25T06:26:55Z,2014-09-05,0.0,11585,[],41,2015-04-01,41.74193548387097
66,66,0T1ITvo373zVtx1PnoTv7A,Mara Hruby,2015-02-05T20:36:26Z,2014-03-18,324.0,2742,[],21,2014-11-01,14.928571428571429
67,67,0TAPEEcG2NQAfSKkreQWAM,Ammar 808,2019-08-04T21:01:32Z,2018-06-15,415.0,2279,['arab groove'],24,2018-04-01,5.935483870967742
68,68,0TF6B1cp2QZXLE0NjhTMT9,LITE,2016-10-28T17:02:34Z,2016-09-02,56.0,36092,"['instrumental math rock', 'instrumental rock', 'japanese math rock', 'japanese post-rock', 'math pop', 'post-rock']",38,2019-08-01,65.90322580645162
69,69,0TRdPkXMabkeuB8JautkEf,Julian Lage & Chris Eldridge,2017-01-13T17:45:00Z,2017-01-10,3.0,4969,[],40,2017-10-01,29.612903225806452
70,70,0TWh8SvwU9vR6V3Bz1xN0k,Trichotomy,2014-04-10T07:13:04Z,2013-02-03,0.0,1921,[],19,2014-04-01,66.66666666666666
71,71,0Tviw34k2zZgRWZHmz1S7d,Shyamala,2018-10-09T17:46:37Z,2018-08-17,53.0,158,[],6,2018-07-01,64.93548387096774
72,72,0U7iI0Dk4Ojvi17nZboNO4,Vacations,2019-09-11T16:31:28Z,2016-12-09,1006.0,36412,"['indie garage rock', 'newcastle nsw indie']",50,2012-01-01,35.36666666666667
73,73,0UQW5kxRc9XEPwasEQH1rc,Kristjan Randalu,2018-03-22T18:13:11Z,2018-03-09,13.0,1134,['estonian jazz'],21,2018-04-01,86.93548387096774
74,74,0UXQbuPATNYleZ6zm8VPlI,MAST,2016-11-30T23:23:47Z,2016-09-23,3.0,665,[],9,2014-03-01,31.0
75,75,0V2YTCyeeSs4sivZL99x3g,Astro,2017-07-25T23:16:55Z,2012-08-28,1792.0,43827,['chilean indie'],40,2011-12-01,42.58064516129032
76,76,0VuoStDUmutuXoPuTnYeG1,The Mysterons,2018-02-08T22:27:12Z,2017-02-10,363.0,3717,['dutch indie'],27,2015-04-01,24.142857142857142
77,77,0W0kuKgO5dLKxBOZUU2erM,Wild Ones,2015-01-01T19:44:33Z,2014-01-01,365.0,18288,"['chillwave', 'portland indie', 'shimmer pop', 'vapor soul']",40,2012-04-01,4.967741935483871
78,78,0Wkm45quqfx3NepJpXDvwE,Superorganism,2017-06-07T21:01:04Z,2017-05-05,33.0,151071,['art pop'],59,2018-03-01,4.766666666666667
79,79,0Wy3xgOTkgtDlT9wJsOQjy,Huerco S.,2018-02-02T22:23:50Z,2016-06-10,602.0,14342,"['ambient', 'art pop', 'drone', 'dub techno', 'float house', 'fluxwork', 'microhouse', 'new isolationism', 'outsider house']",36,2015-06-01,29.857142857142858
80,80,0XHiH53dHrvbwfjYM7en7I,Chris Cornell,2018-02-26T18:19:59Z,2018-02-26,0.0,1085280,"['alternative metal', 'alternative rock', 'grunge', 'post-grunge', 'rock']",65,2017-05-01,2.0
81,81,0XzVyZOZF7FIsQ7VbBZ9Yy,Shafiq Husayn,2019-06-21T04:21:31Z,2019-03-28,85.0,12046,"['indie jazz', 'indie soul', 'neo r&b', 'wonky']",40,2012-04-01,32.0
82,82,0Y4inQK6OespitzD6ijMwb,Freddie Gibbs,2019-02-20T19:38:10Z,2019-02-20,0.0,383951,"['alternative hip hop', 'escape room', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",69,2014-03-01,13.428571428571429
83,83,0YqZ5VxrmB8Ur0ziDIURdZ,Bridget St John,2019-05-02T15:26:29Z,2013-10-21,2019.0,5826,"['british folk', 'psychedelic folk', 'traditional folk']",35,2018-02-01,38.935483870967744
84,84,0Z5FMozvx15nUSUA6a9kkU,The Comet Is Coming,2019-06-21T04:29:23Z,2019-03-15,98.0,57028,"['british jazz', 'chamber psych', 'indie jazz']",50,2019-04-01,46.2
85,85,0ZoYAbDGICaSPSfTTvworW,Tonstartssbandht,2017-07-27T23:35:44Z,2017-03-24,125.0,12326,['popgaze'],36,2014-07-01,27.838709677419356
86,86,0aavHBWTe9ng2jWfnnQ0hp,Don Blackman,2018-07-02T21:10:26Z,2012-03-23,2292.0,2514,[],33,2013-04-01,3.129032258064516
87,87,0b3fYxnG6tlR0zLtBJd8DF,Danger Doom,2016-10-14T16:27:25Z,2016-09-23,21.0,104522,"['alternative hip hop', 'hip hop']",51,2013-04-01,39.74193548387097
88,88,0bYVNvsQMFwszVc1MLs7Ug,Ryan Keberle and Catharsis,2015-04-14T05:46:11Z,2014-09-30,196.0,321,[],0,,
89,89,0bYnQOfX9Fi140VOHhhCjz,Michael Beharie,2017-08-03T21:49:46Z,2016-06-17,412.0,230,[],3,2012-06-01,2.0
90,90,0bsV0sUjnCuCTYOnNHQl3E,Julia Holter,2016-02-04T01:40:52Z,2015-09-25,132.0,78505,"['art pop', 'art rock', 'chamber pop', 'chamber psych', 'collage pop', 'dream pop', 'electra', 'escape room', 'experimental pop', 'folk-pop', 'freak folk', 'indie rock', 'indietronica', 'la indie', 'noise pop']",46,2012-03-01,38.6551724137931
91,91,0cLrgpG3pW4MX4nD8h6qCc,El Michels Affair,2017-04-25T18:24:22Z,2012-09-25,1673.0,64243,"['afrobeat', 'electronica', 'funk', 'indie jazz', 'indie soul', 'instrumental soul', 'soul']",56,2017-04-01,71.66666666666667
92,92,0ctjXj4AKsMtj6Tsm0JzSj,Shai Maestro,2017-04-05T18:48:00Z,2013-02-02,41.0,13439,"['contemporary jazz', 'israeli jazz']",43,2013-11-01,14.666666666666666
93,93,0d7aBBLFcc4dlETnae6zcH,WHY?,2017-12-07T06:11:26Z,2017-03-03,279.0,64228,"['abstract hip hop', 'anti-folk', 'bay area indie', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'stomp and holler']",49,2012-09-01,20.903225806451612
94,94,0dkcQCK8GjDBCGrjlUJhlg,Narcy,2019-04-16T02:22:25Z,2018-11-23,144.0,6742,"['arabic hip hop', 'conscious hip hop', 'iraqi pop']",40,2018-07-01,16.933333333333334
95,95,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2013-02-19T06:28:11Z,2012-12-10,41.0,22975404,"['pop', 'post-teen pop']",90,2014-02-01,98.35714285714286
96,96,0eL1KxLODqy2i7GtLMlK3s,Temi Dollface,2013-10-10T05:34:49Z,2013-09-03,37.0,285,['escape room'],3,2013-09-01,27.870967741935484
97,97,0eVyjRhzZKke2KFYTcDkeu,The Alchemist,2017-04-11T17:38:53Z,2015-05-26,686.0,128591,"['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'underground hip hop', 'west coast rap']",62,2012-01-01,47.96666666666667
98,98,0erFrw5DfUBYKQ0xNc8MJj,Erica Von Kleist,2013-11-03T00:07:59Z,2013-04-30,187.0,67,[],6,2013-07-01,0.0
99,99,0ezquZkJscWDhtBZwptcKT,Hayajan,2019-10-10T19:05:23Z,2013-05-06,2348.0,4423,"['arab alternative', 'jordanian pop']",29,2013-12-01,
100,100,0fZQFB2KjEmEHeO2Pd2qZw,Sean Lane,2017-06-07T17:22:48Z,2017-05-15,23.0,97,[],7,2015-08-01,45.9
101,101,0fqE57gXXTTqxXlFYVNG2u,Jesca Hoop,2017-04-06T19:19:32Z,2012-07-03,0.0,32146,"['anti-folk', 'chamber pop', 'chamber psych', 'etherpop', 'folk-pop', 'freak folk', 'indie folk']",46,2017-02-01,26.6
102,102,0fsZ17s6P3M4kvOQhdztxc,Jean Chalant,2017-08-29T23:49:19Z,2015-06-30,791.0,10,[],0,,
103,103,0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul,2017-07-29T04:50:43Z,2012-05-11,0.0,610127,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",66,2014-06-01,4.0
104,104,0gOsZcHl7H3ewXVIEnWFZX,Camille,2018-04-28T03:23:56Z,2017-06-02,158.0,116820,"['chanson', 'french indie pop', 'french rock']",56,2016-12-01,65.06666666666666
105,105,0gaASCUAMqvXxGFDYaNFca,Ben Wendel,2016-09-09T16:58:02Z,2012-02-28,0.0,6391,['contemporary jazz'],27,2016-09-01,85.9
106,106,0gdMNxIIIINRt8nxy8AQGg,Mylko,2016-11-30T18:41:56Z,2016-09-30,61.0,3343,[],41,2016-09-01,0.0
107,107,0grPfzk6cTnzfQpxjLDPs0,Bing & Ruth,2017-03-08T00:20:49Z,2017-02-17,19.0,13945,"['ambient', 'compositional ambient', 'drift', 'drone', 'fourth world', 'neo-classical', 'warm drone']",44,2016-06-01,61.58064516129032
108,108,0hNK7ZdOjiUJd2C17JAjK8,Suzi Analogue,2016-11-14T22:26:44Z,2016-08-23,6.0,2944,[],22,2012-02-01,30.4
109,109,0hrb5WRiNlj8vh3WnCgXFq,Kikagaku Moyo,2019-07-24T02:06:42Z,2018-10-05,292.0,82401,"['freak folk', 'instrumental stoner rock', 'japanese psychedelic', 'neo-psychedelic']",52,2018-10-01,39.193548387096776
110,110,0iONcDu4zVlsw1LwIq4rrN,Tom Rogerson,2017-09-27T19:31:58Z,2017-09-27,0.0,2088,['ambient'],33,2017-12-01,20.6
111,111,0ihBDeJlIlXo4LFfAllsGm,The Sea and Cake,2018-06-28T22:08:23Z,2018-05-11,48.0,38920,"['american post-rock', 'chicago indie', 'freak folk', 'indie rock', 'lo-fi', 'noise pop', 'post-rock', 'slow core']",42,2012-09-01,14.599999999999998
112,112,0jQlt8C2OuW3ZwHTSvTDI5,Shugo Tokumaru,2017-04-30T01:34:37Z,2017-04-28,2.0,19323,"['j-indie', 'japanese singer-songwriter']",31,2013-02-01,17.0
113,113,0jYCcYyrT2J53ZXtI5FIOM,Marzio Scholten,2016-05-05T06:25:35Z,2013-10-29,919.0,290,[],3,2012-02-01,0.0
114,114,0jt1EsJCeoQXLNDta4JF6c,Dizzy Fae,2019-05-07T03:00:44Z,2018-02-02,459.0,11102,"['alternative r&b', 'escape room', 'minneapolis indie']",40,2019-06-01,55.87096774193549
115,115,0kp0swievR0bFFY3zRoETY,Isaiah Sharkey,2018-09-18T08:21:31Z,2017-09-18,365.0,10408,['neo r&b'],35,2017-05-01,26.4
116,116,0m2tJDhw7jrEj9qjVxIWRK,Barrett Martin Group,2018-04-13T23:55:36Z,2018-02-23,49.0,707,[],29,2016-03-01,52.699999999999996
117,117,0mOPHkTHaD6cFTMODNBxA3,Colleen,2015-07-08T16:48:10Z,2015-04-07,92.0,29538,"['ambient', 'art pop', 'compositional ambient', 'drone', 'electra', 'experimental pop', 'folktronica', 'fourth world', 'freak folk']",46,2016-02-01,49.96774193548387
118,118,0mdmrbu5UZ32uRcRp2z6mr,Francis Bebey,2019-01-28T07:35:16Z,2012-03-01,2524.0,22940,"['afrobeat', 'afropop', 'mande pop', 'world']",43,2016-10-01,21.0
119,119,0mmK4yynRsGPecynig9X7G,Asaad,2016-08-04T21:04:59Z,2016-06-04,61.0,2223,[],30,2013-01-01,35.03225806451613
120,120,0ngituMMYxc98PPqP4nQeo,Dario Slavazza,2018-07-10T16:16:56Z,2017-04-14,452.0,10,[],0,,
121,121,0ntVDLb8Ro6BLGVBVOBFVS,Orquesta Akokán,2018-03-12T21:44:01Z,2018-02-23,17.0,5199,['jazz cubano'],30,2018-03-01,86.45161290322581
122,122,0oBsnAC3fzYkTHF3bkfNx6,Phony Ppl,2017-04-28T06:15:05Z,2015-01-13,836.0,124282,"['alternative r&b', 'indie soul', 'neo r&b']",57,2019-03-01,50.86666666666667
123,123,0oP5sLCzQvtRCwiI6RntiN,Brian Ellis,2017-06-22T20:21:01Z,2017-05-01,52.0,1592,[],19,2016-02-01,18.6
124,124,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,2016-10-21T07:30:57Z,2016-10-21,0.0,4737741,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",83,2016-01-01,3.0
125,125,0osvUzR2sfqm3SDy5XRwDA,Dred Scott Trio,2013-04-27T00:14:16Z,2012-11-20,158.0,61,[],0,2012-01-01,0.0
126,126,0q2WkTHTEczNf8wNq6MBRk,Khotin,2019-02-19T19:25:19Z,2019-02-07,12.0,7819,"['experimental ambient', 'float house', 'fluxwork', 'fourth world', 'lo-fi house', 'microhouse', 'outsider house']",39,2015-09-01,9.642857142857142
127,127,0qHfqHyHZnxvv1lfkJraQc,Skyzoo,2017-11-21T02:09:33Z,2017-07-21,123.0,37530,"['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop', 'soul flow', 'southern hip hop', 'underground hip hop']",49,2012-10-01,5.9
128,128,0qu422H5MOoQxGjd4IzHbS,Yves Tumor,2018-11-30T20:37:17Z,2016-09-30,86.0,49734,"['art pop', 'chamber psych', 'chillwave', 'escape room', 'experimental pop', 'fluxwork', 'hyperpop', 'indietronica']",51,2018-09-01,59.0
129,129,0rNAAMnuGPCPzE7Oa9z7W3,Marcos Balter,2017-02-08T00:28:54Z,2016-04-29,285.0,510,"['21st century classical', 'latin classical']",12,2013-05-01,67.14285714285714
130,130,0rsN9DKQhTCvkgbByOOBIm,Hailu Mergia,2018-10-04T19:00:38Z,2015-06-08,1214.0,22520,"['afrobeat', 'afropop', 'ethio-jazz']",47,2017-04-01,30.129032258064516
131,131,0sDJfnuudhMaEmFPvALK2e,Kutiman,2016-06-14T22:04:05Z,2015-07-17,88.0,24705,"['afrobeat', 'israeli indie']",45,2014-09-01,29.0
132,132,0sKZCVyXPNjKMaZo3kA6go,The Nels Cline Singers,2017-11-28T17:32:40Z,2014-04-29,1309.0,3029,[],22,2014-05-01,28.933333333333337
